x	y
KPNA6	0.0710269768817957	0.959827833572453
TXLNA	0.0105955520278639	0.994261119081779
TMEM234	0.0308908176486565	0.984218077474892
EIF3I	0.460464680059164	0.738880918220947
BSDC1	0.115546689511858	0.932568149210904
ZBTB8OS	0.116830527353659	0.932568149210904
RBBP4	0.161049813576682	0.90674318507891
YARS	0.0695619732126961	0.959827833572453
AK2	0.119359472905805	0.931133428981349
ZNF362	0.0267570674700866	0.985652797704448
PHC2	0.00511100603712551	0.997130559540889
SMIM12	0.144208516246634	0.916786226685796
ZMYM6	0.014858137850115	0.991391678622669
ZMYM1	0.00512468911075413	0.997130559540889
SFPQ	0.288076729892695	0.837876614060258
ZMYM4	0.0338379605813224	0.979913916786227
KIAA0319L	0.0455194509876726	0.974175035868006
PSMB2	0.265348207723568	0.847919655667145
ADPRHL2	0.0592560834711629	0.965566714490674
TRAPPC3	0.24171567915379	0.862266857962697
THRAP3	0.177552350385121	0.895265423242468
STK40	0.0165832675984692	0.989956958393113
LSM10	0.206724390832795	0.885222381635581
MRPS15	0.235702599181457	0.873744619799139
MEAF6	0.457971064851634	0.736011477761836
SNIP1	0.00268163482432383	0.998565279770445
GNL2	0.0492861327146001	0.96987087517934
C1orf109	0.048213649420655	0.972740315638451
YRDC	0.0858122859051967	0.949784791965567
C1orf122	0.0983313206248499	0.942611190817791
INPP5B	0.0194649067597042	0.988522238163558
SF3A3	0.190408271753428	0.889526542324247
UTP11L	0.0499617247185766	0.96987087517934
RRAGC	0.0720113611061477	0.956958393113343
AKIRIN1	0.254428753634335	0.853658536585366
NDUFS5	0.807614322470732	0.57819225251076
MACF1	0.164382848177739	0.908177905308465
KIAA0754	0.011613303758811	0.992826398852224
PPIE	0.230930136335176	0.870875179340029
TRIT1	0.0223603708267553	0.987087517934003
RLF	0.019850164678366	0.988522238163558
ZMPSTE24	0.0645192302203539	0.962697274031564
NFYC	0.0906839082538542	0.946915351506456
CTPS1	0.0372731251921538	0.978479196556671
PPCS	0.256930717834929	0.852223816355811
PPIH	0.153975593418147	0.90961262553802
YBX1	1.67399936251805	0.242467718794835
LEPRE1	0.0315260017012065	0.981348637015782
C1orf50	0.0702932607087171	0.961262553802009
CCDC23	0.144003964177202	0.918220946915351
ERMAP	0.00984490940024477	0.994261119081779
ZNF691	0.0222889829103128	0.987087517934003
EBNA1BP2	0.135154128460536	0.921090387374462
ELOVL1	0.0927605117820187	0.946915351506456
MED8	0.0889677162140921	0.948350071736011
SZT2	0.0346764545906944	0.981348637015782
HYI	0.0233703274472209	0.987087517934003
KDM4A	0.0182734044305378	0.988522238163558
DPH2	0.0249471208460931	0.985652797704448
ATP6V0B	0.258946564969545	0.852223816355811
DMAP1	0.0764459439377575	0.954088952654232
ERI3	0.0922800044629857	0.945480631276901
RNF220	0.0565294857731294	0.965566714490674
RPS8	3.94621194970069	0.00286944045911047
EIF2B3	0.0778599727259287	0.954088952654232
HECTD3	0.0119202298064462	0.992826398852224
UROD	0.116010734802288	0.929698708751793
MUTYH	0.0650122612241515	0.964131994261119
TESK2	0.0085643866384048	0.995695839311334
PRDX1	0.382334974783375	0.791965566714491
AKR1A1	0.148794595849539	0.913916786226686
NASP	0.148198340803073	0.915351506456241
GPBP1L1	0.121107240768437	0.929698708751793
TMEM69	0.0610158534646872	0.964131994261119
IPP	0.0367047504762544	0.978479196556671
MAST2	0.00825610526849444	0.995695839311334
POMGNT1	0.0423553526998429	0.975609756097561
LRRC41	0.0661253989580247	0.962697274031564
UQCRH	0.775707906919337	0.588235294117647
NSUN4	0.0303885734418956	0.982783357245337
MKNK1	0.0259184914977537	0.985652797704448
ATPAF1	0.110395531036474	0.935437589670014
EFCAB14	0.09320631408644	0.945480631276901
CMPK1	0.802028091724831	0.576757532281205
FAF1	0.0701253743666283	0.961262553802009
RNF11	0.121015916784255	0.929698708751793
EPS15	0.0931800667209574	0.946915351506456
OSBPL9	0.0823165464342928	0.952654232424677
NRD1	0.130473081760263	0.925394548063128
TXNDC12	0.243599592081939	0.866571018651363
KTI12	0.0610796968956711	0.964131994261119
BTF3L4	0.213095022473427	0.87661406025825
CC2D1B	0.0205395670204131	0.987087517934003
PRPF38A	0.163747025991259	0.908177905308465
ZCCHC11	0.141794251874312	0.922525107604017
SCP2	0.337352974990664	0.809182209469154
C1orf123	0.148281755609098	0.912482065997131
MAGOH	0.264198366531655	0.850789096126255
YIPF1	0.0456185425825156	0.974175035868006
LRRC42	0.0304208205526754	0.982783357245337
TMEM59	0.628120445150415	0.658536585365854
TCEANC2	0.0182642651052889	0.989956958393113
MRPL37	0.0875384596592918	0.948350071736011
SSBP3	0.0557633291559197	0.968436154949785
USP24	0.0304584566427307	0.982783357245337
OMA1	0.0348697612194719	0.979913916786227
MYSM1	0.0322181368345251	0.981348637015782
FGGY	0.00483766397311329	0.997130559540889
TM2D1	0.124292898102215	0.928263988522238
INADL	0.0571922085862387	0.96987087517934
ATG4C	0.0462197949337061	0.972740315638451
ALG6	0.0514495301888654	0.968436154949785
JAK1	0.329025841266842	0.814921090387374
LEPROT	0.0907747073864087	0.948350071736011
MIER1	0.0703299211793509	0.958393113342898
SERBP1	0.639044326499295	0.657101865136298
LRRC40	0.0286242633922337	0.982783357245337
SRSF11	0.432870911371855	0.764705882352941
ANKRD13C	0.0387668073992379	0.977044476327116
HHLA3	0.031142992535064	0.981348637015782
ZRANB2	0.160280082960494	0.908177905308465
FPGT	0.0231248205323206	0.985652797704448
TYW3	0.0370968200971581	0.977044476327116
RABGGTB	0.162480885395184	0.905308464849354
PIGK	0.0487089685745686	0.971305595408895
ZZZ3	0.0297315363825955	0.982783357245337
USP33	0.0767199186450489	0.956958393113343
FAM73A	0.0198320458553971	0.988522238163558
FUBP1	0.107636546259319	0.93687230989957
RPF1	0.20903990517552	0.880918220946915
CTBS	0.0645035389309985	0.962697274031564
C1orf52	0.113048250835716	0.932568149210904
ZNHIT6	0.0255357895963527	0.985652797704448
SH3GLB1	0.139984389703982	0.922525107604017
HS2ST1	0.0171787701096719	0.989956958393113
LMO4	0.0580225962265512	0.968436154949785
PKN2	0.0328780277396443	0.981348637015782
GTF2B	0.177953930538769	0.899569583931133
CCBL2	0.084703740653281	0.948350071736011
RBMXL1	0.0928091493598857	0.945480631276901
ZNF326	0.0388685350919424	0.978479196556671
ZNF644	0.040859306285264	0.977044476327116
GLMN	0.0610266968110329	0.965566714490674
RPAP2	0.0832236428163679	0.952654232424677
EVI5	0.00477219676413387	0.997130559540889
RPL5	3.64990849024421	0.0114777618364419
MTF2	0.175509429481128	0.901004304160689
TMED5	0.108165979070728	0.93687230989957
DR1	0.155173246879357	0.911047345767575
DNTTIP2	0.200304758028123	0.885222381635581
GCLM	0.0509393596865226	0.971305595408895
ABCD3	0.0351671861507718	0.981348637015782
RWDD3	0.0148140505695602	0.991391678622669
AGL	0.0306906693353666	0.982783357245337
SLC35A3	0.0444141717083164	0.975609756097561
HIAT1	0.0691759782884236	0.959827833572453
TRMT13	0.0812959952648743	0.952654232424677
DBT	0.0148834133712476	0.991391678622669
RTCA	0.104088764270882	0.941176470588235
DPH5	0.167106108183684	0.899569583931133
RNPC3	0.0515097289224603	0.96987087517934
PRPF38B	0.329251700931402	0.814921090387374
STXBP3	0.062644988594681	0.965566714490674
CLCC1	0.00443601054829135	0.997130559540889
TMEM167B	0.0850077245239973	0.951219512195122
SARS	0.229039171756098	0.870875179340029
PSMA5	0.340468718426798	0.810616929698709
GNAI3	0.15554862819784	0.908177905308465
GSTM4	0.00458003774917156	0.997130559540889
AHCYL1	0.0448568809041075	0.972740315638451
STRIP1	0.0309910598013055	0.981348637015782
RBM15	0.0205633756122153	0.988522238163558
LAMTOR5	0.313180965441642	0.824964131994261
DRAM2	0.181037438534331	0.899569583931133
CEPT1	0.0831972183907435	0.951219512195122
WDR77	0.0762408062890362	0.956958393113343
ATP5F1	0.548721840900342	0.6987087517934
RAP1A	0.525223315741725	0.711621233859397
ST7L	0.0481596588112524	0.971305595408895
SLC16A1	0.0171229451478284	0.989956958393113
LRIG2	0.0198291658087178	0.989956958393113
RSBN1	0.165618615219096	0.905308464849354
AP4B1	0.0210259553151322	0.989956958393113
HIPK1	0.0547409967429218	0.96987087517934
TRIM33	0.0656618691344761	0.961262553802009
BCAS2	0.310081945548671	0.824964131994261
NRAS	0.0321349830582881	0.981348637015782
CSDE1	0.542571610867766	0.705882352941177
SIKE1	0.0525449004845449	0.96987087517934
CD58	0.0419268454804743	0.975609756097561
TTF2	0.0216351338842965	0.987087517934003
MAN1A2	0.0541189897784716	0.968436154949785
GDAP2	0.0216567134831499	0.987087517934003
WDR3	0.0180368529967609	0.989956958393113
WARS2	0.0122052757275232	0.992826398852224
NBPF10	0.0417574533226787	0.977044476327116
POLR3GL	0.381358224157294	0.784791965566714
RBM8A	0.45571145281355	0.748923959827834
PEX11B	0.050856702279042	0.971305595408895
PIAS3	0.0158212312642312	0.989956958393113
POLR3C	0.0383509452804538	0.977044476327116
RNF115	0.133101581050857	0.925394548063128
CHD1L	0.030910281566949	0.981348637015782
BCL9	0.0147547186729645	0.991391678622669
ACP6	0.0240930486800963	0.985652797704448
BOLA1	0.0836703984309101	0.952654232424677
SF3B4	0.0806873916509418	0.954088952654232
OTUD7B	0.00462366146206117	0.997130559540889
VPS45	0.0495470708268281	0.971305595408895
ANP32E	0.130690754399051	0.922525107604017
APH1A	0.245235467978843	0.859397417503587
MRPS21	0.475798155487201	0.744619799139168
PRPF3	0.0376685234047992	0.977044476327116
RPRD2	0.0508851109144535	0.96987087517934
TARS2	0.0279487204760276	0.982783357245337
MCL1	0.639916584583834	0.66857962697274
ENSA	0.429829350987823	0.760401721664275
GOLPH3L	0.0430449710247752	0.974175035868006
ARNT	0.0258152701763672	0.985652797704448
SETDB1	0.0146200537790617	0.991391678622669
CERS2	0.147416138449389	0.915351506456241
FAM63A	0.0169697355820294	0.989956958393113
PRUNE	0.0185301915921875	0.989956958393113
SCNM1	0.129306285245913	0.929698708751793
VPS72	0.107695966819433	0.93687230989957
PIP5K1A	0.039964943445858	0.975609756097561
PSMD4	0.351999330306807	0.803443328550933
ZNF687	0.0121103936876782	0.992826398852224
PI4KB	0.0797504773603339	0.955523672883788
RFX5	0.0252531549592027	0.984218077474892
PSMB4	0.225023437111021	0.868005738880918
POGZ	0.0533931750849124	0.968436154949785
SNX27	0.0355770751964751	0.978479196556671
MRPL9	0.256776980155754	0.857962697274032
THEM4	0.122910299399107	0.928263988522238
CHTOP	0.141012613511788	0.918220946915351
SNAPIN	0.118210990252844	0.931133428981349
ILF2	0.255867332294527	0.853658536585366
INTS3	0.0146286280459471	0.991391678622669
GATAD2B	0.0768031585899285	0.954088952654232
DENND4B	0.0312119102230979	0.981348637015782
CRTC2	0.056433271279157	0.96987087517934
SLC39A1	0.0645621916736218	0.964131994261119
CREB3L4	0.0186842471521936	0.989956958393113
JTB	0.655495960308392	0.647058823529412
TPM3	0.715526497786617	0.621233859397417
C1orf43	0.301084358970673	0.832137733142037
UBAP2L	0.0476413321490461	0.96987087517934
HAX1	0.401236045487394	0.771879483500717
UBE2Q1	0.0327414695471387	0.984218077474892
ADAR	0.240826018829988	0.865136298421808
PMVK	0.174284812516085	0.902439024390244
PYGO2	0.0366844618199671	0.979913916786227
SHC1	0.01761939933839	0.989956958393113
FLAD1	0.0889131399481246	0.949784791965567
ADAM15	0.01837597520488	0.988522238163558
KRTCAP2	0.453160563994207	0.751793400286944
MTX1	0.0781901418655982	0.954088952654232
GBA	0.0117852988234847	0.992826398852224
FAM189B	0.0190492802655058	0.988522238163558
SCAMP3	0.126435179943682	0.926829268292683
CLK2	0.0230832926976396	0.987087517934003
FDPS	0.184607458945255	0.890961262553802
RUSC1	0.042450320831841	0.975609756097561
ASH1L	0.124529303076907	0.931133428981349
YY1AP1	0.0576654799758063	0.96700143472023
DAP3	0.332476445520695	0.813486370157819
GON4L	0.0882642631171331	0.949784791965567
RIT1	0.0325250743674608	0.982783357245337
KIAA0907	0.0809456732127614	0.954088952654232
SSR2	1.28940361949598	0.383070301291248
UBQLN4	0.00582384304291116	0.997130559540889
LAMTOR2	0.236968975560683	0.866571018651363
SLC25A44	0.0152001970124029	0.991391678622669
PMF1	0.157012771774535	0.911047345767575
SMG5	0.0212140572586241	0.987087517934003
TMEM79	0.0216672315408188	0.987087517934003
C1orf85	0.0248433874046012	0.985652797704448
CCT3	0.356282583034879	0.802008608321377
APOA1BP	0.149680525682107	0.918220946915351
GPATCH4	0.075596501547336	0.955523672883788
RRNAD1	0.0160061817742676	0.991391678622669
MRPL24	0.116880195431915	0.932568149210904
HDGF	0.0489034472650403	0.972740315638451
PRCC	0.072412682183311	0.959827833572453
ETV3	0.0316110446250747	0.981348637015782
IGSF8	0.0761556005833912	0.955523672883788
DCAF8	0.0720603828897268	0.956958393113343
PEX19	0.0649864288527096	0.961262553802009
COPA	0.0675245014387857	0.961262553802009
NCSTN	0.0498951956612467	0.971305595408895
USF1	0.00992149097842772	0.994261119081779
PFDN2	0.250130529353539	0.855093256814921
NIT1	0.0819245424375774	0.952654232424677
DEDD	0.0444434742656916	0.975609756097561
UFC1	0.621813862021183	0.66571018651363
USP21	0.0164370201630592	0.991391678622669
PPOX	0.0259248826379263	0.984218077474892
B4GALT3	0.110022392559913	0.93687230989957
NDUFS2	0.213504958945127	0.87948350071736
TOMM40L	0.00896775415214521	0.994261119081779
SDHC	0.317574045694535	0.824964131994261
DUSP12	0.066262900094115	0.961262553802009
ATF6	0.0627274355702022	0.962697274031564
UHMK1	0.0902910462025599	0.948350071736011
UAP1	0.0581829309945934	0.96700143472023
MGST3	0.322293629314228	0.817790530846485
ALDH9A1	0.175915500188117	0.899569583931133
TMCO1	0.234819139830571	0.863701578192252
POGK	0.0282880716780057	0.982783357245337
TADA1	0.0110869509585185	0.994261119081779
POU2F1	0.0285444412989851	0.984218077474892
CREG1	0.0495570216795852	0.971305595408895
MPC2	0.262878142421968	0.8493543758967
TIPRL	0.0817762361689032	0.952654232424677
NME7	0.0287463325920871	0.984218077474892
BLZF1	0.0381241851603065	0.978479196556671
METTL18	0.069444000398325	0.961262553802009
SCYL3	0.034142971897584	0.981348637015782
KIFAP3	0.0249829822468099	0.985652797704448
PRRC2C	0.33718103715372	0.813486370157819
METTL13	0.0410244669925909	0.974175035868006
PIGC	0.204385022065668	0.883787661406026
SUCO	0.0244286036790547	0.985652797704448
PRDX6	0.420673717547768	0.764705882352941
KLHL20	0.0735864251226504	0.959827833572453
DARS2	0.0123337342928416	0.992826398852224
RC3H1	0.0595719739957549	0.965566714490674
CACYBP	0.343173181944464	0.806312769010043
MRPS14	0.11896243040918	0.931133428981349
RFWD2	0.0646532845258069	0.961262553802009
FAM20B	0.00981367342424013	0.994261119081779
TOR3A	0.0766919081407748	0.956958393113343
ABL2	0.0376349592491063	0.978479196556671
TOR1AIP2	0.0351546604013739	0.978479196556671
TOR1AIP1	0.0812449481209417	0.954088952654232
CEP350	0.0581635257402238	0.965566714490674
QSOX1	0.0391373191668285	0.979913916786227
ACBD6	0.112550461001844	0.93687230989957
XPR1	0.01368047396328	0.991391678622669
MR1	0.0382240250266351	0.978479196556671
DHX9	0.12618195633085	0.929698708751793
SMG7	0.0248998156551858	0.985652797704448
TSEN15	0.0859790663312492	0.951219512195122
EDEM3	0.0239551733508787	0.987087517934003
TRMT1L	0.0210205757634621	0.987087517934003
IVNS1ABP	0.0890093743602972	0.946915351506456
TPR	0.35100343596519	0.809182209469154
C1orf27	0.0313915971193683	0.981348637015782
UCHL5	0.0738606052402357	0.955523672883788
TROVE2	0.140062411749421	0.916786226685796
GLRX2	0.0306375876596801	0.982783357245337
CDC73	0.0743389169276924	0.958393113342898
DENND1B	0.0368279810566277	0.979913916786227
ZNF281	0.0465734882555073	0.972740315638451
DDX59	0.0442046073744395	0.974175035868006
TMEM9	0.06117599738172	0.965566714490674
IPO9	0.0451091210281437	0.972740315638451
TIMM17A	0.0804680919620097	0.951219512195122
RNPEP	0.0845974648524729	0.949784791965567
ARL8A	0.029338377453676	0.982783357245337
KLHL12	0.0201848048082379	0.987087517934003
ADIPOR1	0.129528123363052	0.925394548063128
TMEM183A	0.0874242066155582	0.951219512195122
ZC3H11A	0.0759935281855175	0.955523672883788
ZBED6	0.0193581861547491	0.988522238163558
SNRPE	0.274324920679683	0.84648493543759
SOX13	0.00258633528191086	0.998565279770445
PPP1R15B	0.0183096284531873	0.989956958393113
MDM4	0.106183236495973	0.938307030129125
RBBP5	0.0233766835650302	0.987087517934003
ELK4	0.0163775662268573	0.989956958393113
NUCKS1	0.322614330498597	0.822094691535151
SRGAP2	0.00301241235623455	0.998565279770445
EIF2D	0.101160941226275	0.93974175035868
MAPKAPK2	0.017279388207107	0.989956958393113
YOD1	0.00219749317998372	0.998565279770445
CD46	0.15148921759973	0.90961262553802
DIEXF	0.0358944393170965	0.978479196556671
RCOR3	0.0496642454991733	0.971305595408895
SLC30A1	0.0139333529257382	0.992826398852224
INTS7	0.00219220761783828	0.998565279770445
PPP2R5A	0.0695550471803462	0.961262553802009
NENF	0.255110493924168	0.855093256814921
NSL1	0.126865796417326	0.925394548063128
TATDN3	0.0323039315600372	0.979913916786227
ANGEL2	0.0526065250755779	0.968436154949785
RPS6KC1	0.0127303111079311	0.992826398852224
GPATCH2	0.0230783982689086	0.987087517934003
EPRS	0.123965790651472	0.928263988522238
BPNT1	0.0351875410607673	0.979913916786227
IARS2	0.0485936661040853	0.971305595408895
RAB3GAP2	0.0599036237993829	0.96700143472023
MIA3	0.0532770891186522	0.968436154949785
BROX	0.0331261697209724	0.981348637015782
TP53BP2	0.0119597008581462	0.992826398852224
FBXO28	0.0411104424000107	0.975609756097561
DEGS1	0.204403050719154	0.880918220946915
NVL	0.0306363691279477	0.981348637015782
CNIH4	0.0865048539914855	0.949784791965567
WDR26	0.0327424059921336	0.981348637015782
SRP9	0.658847818839806	0.651362984218077
TMEM63A	0.123014602281637	0.928263988522238
PYCR2	0.179653980489714	0.899569583931133
SDE2	0.0290838639916523	0.984218077474892
ACBD3	0.017081246792747	0.991391678622669
PARP1	0.149500092481662	0.921090387374462
PSEN2	0.00205789602740994	0.998565279770445
ZNF678	0.0184199886238867	0.988522238163558
SNAP47	0.0671345165124617	0.962697274031564
JMJD4	0.0352575341396887	0.978479196556671
ARF1	0.621025300272191	0.670014347202296
C1orf35	0.0937526095243633	0.948350071736011
MRPL55	0.26018715471437	0.847919655667145
GUK1	0.715389248997025	0.618364418938307
IBA57	0.0102658123914049	0.994261119081779
RNF187	0.193367228159947	0.892395982783357
RAB4A	0.143004065771715	0.918220946915351
NUP133	0.0221582482545059	0.985652797704448
ABCB10	0.00257967999102897	0.998565279770445
TAF5L	0.00675774064110531	0.995695839311334
URB2	0.0138665907856987	0.991391678622669
GALNT2	0.0200452599375142	0.988522238163558
COG2	0.0551241299616901	0.968436154949785
TTC13	0.0337146470012069	0.981348637015782
ARV1	0.039614637844941	0.975609756097561
C1orf131	0.150318019328161	0.913916786226686
GNPAT	0.0911620129969962	0.949784791965567
EXOC8	0.018382567738867	0.988522238163558
SPRTN	0.0633891374857752	0.964131994261119
TSNAX	0.172918781509186	0.905308464849354
NTPCR	0.0679848831586822	0.958393113342898
COA6	0.113933778318712	0.93687230989957
TARBP1	0.091603471521955	0.946915351506456
IRF2BP2	0.152944295489097	0.913916786226686
TOMM20	0.571642394222915	0.690100430416069
RBM34	0.0359593565761463	0.979913916786227
ARID4B	0.293904090238949	0.833572453371593
GGPS1	0.178858918532746	0.898134863701578
TBCE	0.0133220310988028	0.992826398852224
B3GALNT2	0.00230680032968831	0.998565279770445
LGALS8	0.0815361446493181	0.952654232424677
HEATR1	0.0338269697844309	0.979913916786227
MTR	0.0355910305665609	0.979913916786227
FH	0.052962800371243	0.971305595408895
CEP170	0.0220911002415119	0.988522238163558
SDCCAG8	0.0778974922438037	0.955523672883788
ZBTB18	0.0174236518200541	0.989956958393113
COX20	0.110232578347994	0.93687230989957
HNRNPU	0.374958002400595	0.790530846484935
SMYD3	0.0792618530639228	0.954088952654232
TFB2M	0.0592689586287095	0.96700143472023
CNST	0.0859875832867665	0.949784791965567
AHCTF1	0.0209953441712864	0.987087517934003
ZNF670	0.00524605016567188	0.997130559540889
ZNF669	0.0219790563186876	0.987087517934003
SH3BP5L	0.00715034517826369	0.995695839311334
ZNF672	0.0490507066018958	0.971305595408895
ACP1	0.358087985477709	0.800573888091822
TMEM18	0.10115045991683	0.941176470588235
TSSC1	0.0950484436982355	0.944045911047346
TRAPPC12	0.061953186179048	0.964131994261119
ADI1	0.229399954062355	0.870875179340029
RNASEH1	0.0416744839697879	0.975609756097561
RPS7	3.73044846285621	0.00430416068866571
ID2	0.540426998240557	0.727403156384505
KIDINS220	0.0667864876319439	0.959827833572453
ITGB1BP1	0.208453907514211	0.87948350071736
CPSF3	0.0327666420321532	0.981348637015782
IAH1	0.254750662995265	0.859397417503587
ADAM17	0.0236775079654573	0.985652797704448
YWHAQ	0.358017824899227	0.799139167862267
TAF1B	0.0390962149844553	0.977044476327116
KLF11	0.0100697274883234	0.994261119081779
ODC1	0.153255104794952	0.911047345767575
NOL10	0.0394228914518509	0.977044476327116
PDIA6	0.262548421868014	0.850789096126255
ROCK2	0.00447719658830641	0.997130559540889
E2F6	0.0197018969333604	0.988522238163558
LPIN1	0.125057257610045	0.932568149210904
NBAS	0.0254386331089313	0.985652797704448
DDX1	0.0946627710969895	0.948350071736011
SMC6	0.0180090392931593	0.989956958393113
RDH14	0.165124852668622	0.905308464849354
TTC32	0.0742119025294452	0.958393113342898
WDR35	0.00774484823371602	0.995695839311334
LAPTM4A	0.29025456866372	0.833572453371593
PUM2	0.0498180425762074	0.971305595408895
RHOB	0.0713872734232741	0.956958393113343
HS1BP3	0.018689972749713	0.988522238163558
