HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
36	FBP2	ENSG00000130957	Fbp2	ENSMUSG00000021456
37	TTC13	ENSG00000143643	Ttc13	ENSMUSG00000037300
38	NUDT14	ENSG00000183828	Nudt14	ENSMUSG00000002804
39	KCNJ14	ENSG00000182324	Kcnj14	ENSMUSG00000058743
40	FXR2	ENSG00000129245	Fxr2	ENSMUSG00000018765
41	RNF182	ENSG00000180537	Rnf182	ENSMUSG00000044164
42	SNRNP48	ENSG00000168566	Snrnp48	ENSMUSG00000021431
43	PUS1	ENSG00000177192	Pus1	ENSMUSG00000029507
44	OR2F2	ENSG00000221910	Olfr453	ENSMUSG00000095831
45	ZNHIT2	ENSG00000174276	Znhit2	ENSMUSG00000075227
46	SYCP3	ENSG00000139351	Gm20897	ENSMUSG00000100892
47	SYCP3	ENSG00000139351	Gm21117	ENSMUSG00000096769
48	SYCP3	ENSG00000139351	Gm35134	ENSMUSG00000103371
49	PRAMEF14	ENSG00000204481	Gm13103	ENSMUSG00000029451
50	PRAMEF19	ENSG00000204480	Gm13103	ENSMUSG00000029451
51	TXNDC9	ENSG00000115514	Txndc9	ENSMUSG00000058407
52	AK4	ENSG00000162433	Ak4	ENSMUSG00000028527
53	PRAMEF18	ENSG00000279804	Gm13103	ENSMUSG00000029451
54	CHST1	ENSG00000175264	Chst1	ENSMUSG00000027221
55	ETV1	ENSG00000006468	Etv1	ENSMUSG00000004151
56	TSC1	ENSG00000165699	Tsc1	ENSMUSG00000026812
57	PARPBP	ENSG00000185480	Parpbp	ENSMUSG00000035365
58	LHFPL2	ENSG00000145685	Lhfpl2	ENSMUSG00000045312
59	OR5P2	ENSG00000183303	Olfr492	ENSMUSG00000109497
60	HELT	ENSG00000187821	Helt	ENSMUSG00000047171
61	PRAMEF20	ENSG00000204478	Gm13103	ENSMUSG00000029451
62	PRAMEF9	ENSG00000204505	Gm13103	ENSMUSG00000029451
63	CCDC182	ENSG00000166329	Ccdc182	ENSMUSG00000034031
64	PRAMEF10	ENSG00000187545	Gm13103	ENSMUSG00000029451
65	PRAMEF27	ENSG00000274764	Gm13103	ENSMUSG00000029451
66	BOD1	ENSG00000145919	Bod1	ENSMUSG00000044502
67	GMNN	ENSG00000112312	Gmnn	ENSMUSG00000006715
68	MEP1B	ENSG00000141434	Mep1b	ENSMUSG00000024313
69	ZMYND11	ENSG00000015171	Zmynd11	ENSMUSG00000021156
70	PRAMEF13	ENSG00000279169	Gm13103	ENSMUSG00000029451
71	DYRK1B	ENSG00000105204	Dyrk1b	ENSMUSG00000002409
72	LDAH	ENSG00000118961	Ldah	ENSMUSG00000037669
73	DOCK7	ENSG00000116641	Dock7	ENSMUSG00000028556
74	PRAMEF17	ENSG00000204479	Gm13103	ENSMUSG00000029451
75	NUDCD2	ENSG00000170584	Nudcd2	ENSMUSG00000020328
76	PRAMEF26	ENSG00000280267	Gm13103	ENSMUSG00000029451
77	IL22RA2	ENSG00000164485	Il22ra2	ENSMUSG00000039760
78	CD27	ENSG00000139193	Cd27	ENSMUSG00000030336
79		ENSG00000258677	Ube2w	ENSMUSG00000025939
80	USP6NL	ENSG00000148429	Usp6nl	ENSMUSG00000039046
81	PRAMEF5	ENSG00000270601	Gm13103	ENSMUSG00000029451
82	PRAMEF25	ENSG00000229571	Gm13103	ENSMUSG00000029451
83	PRAMEF4	ENSG00000243073	Gm13103	ENSMUSG00000029451
84	OR5B12	ENSG00000172362	Olfr1448	ENSMUSG00000048456
85	RBIS	ENSG00000176731	Rbis	ENSMUSG00000078784
86	MBTD1	ENSG00000011258	Mbtd1	ENSMUSG00000059474
87	CDK6	ENSG00000105810	Cdk6	ENSMUSG00000040274
88		ENSG00000285526	Fxyd3	ENSMUSG00000057092
89	PRAMEF12	ENSG00000116726	Gm13103	ENSMUSG00000029451
90	VAMP1	ENSG00000139190	Vamp1	ENSMUSG00000030337
91	PRAMEF2	ENSG00000120952	Gm13103	ENSMUSG00000029451
92	SLC22A16	ENSG00000004809	Slc22a16	ENSMUSG00000019834
93	PRAMEF33	ENSG00000237700	Gm13103	ENSMUSG00000029451
94	PRAMEF7	ENSG00000204510	Gm13103	ENSMUSG00000029451
95	DDX54	ENSG00000123064	Ddx54	ENSMUSG00000029599
96	SLC4A2	ENSG00000164889	Slc4a2	ENSMUSG00000028962
97	PRAMEF11	ENSG00000239810	Gm13103	ENSMUSG00000029451
98	CS	ENSG00000062485	Csl	ENSMUSG00000046934
99	PMCH	ENSG00000183395	Pmch	ENSMUSG00000035383
100	PRAMEF1	ENSG00000116721	Gm13103	ENSMUSG00000029451
101	E2F5	ENSG00000133740	E2f5	ENSMUSG00000027552
102	IQSEC1	ENSG00000144711	Iqsec1	ENSMUSG00000034312
103	ABCA2	ENSG00000107331	Abca2	ENSMUSG00000026944
104	PRAMEF6	ENSG00000232423	Gm13103	ENSMUSG00000029451
105	ZNF398	ENSG00000197024	Zfp398	ENSMUSG00000062519
106	SULT2A1	ENSG00000105398	Sult2a2	ENSMUSG00000070811
107	TOMM7	ENSG00000196683	Tomm7	ENSMUSG00000028998
108	MAGOHB	ENSG00000111196	Magohb	ENSMUSG00000030188
109	HP1BP3	ENSG00000127483	Hp1bp3	ENSMUSG00000028759
110	OR51L1	ENSG00000176798	Olfr587-ps1	ENSMUSG00000080891
111	BOD1L2	ENSG00000228075	Bod1	ENSMUSG00000044502
112	NCL	ENSG00000115053	Ncl	ENSMUSG00000026234
113	ZNF23	ENSG00000167377	Zfp612	ENSMUSG00000044676
114	TAL1	ENSG00000162367	Tal1	ENSMUSG00000028717
115	MYO15A	ENSG00000091536	Myo15	ENSMUSG00000042678
116	FXYD3	ENSG00000089356	Fxyd3	ENSMUSG00000057092
117	PRAMEF8	ENSG00000182330	Gm13103	ENSMUSG00000029451
118	OR2K2	ENSG00000171133	Olfr267	ENSMUSG00000043385
119	UBE2W	ENSG00000104343	Ube2w	ENSMUSG00000025939
120	NLRP12	ENSG00000142405	Nlrp12	ENSMUSG00000078817
121	DNAJA3	ENSG00000103423	Dnaja3	ENSMUSG00000004069
122	LGI4	ENSG00000153902	Lgi4	ENSMUSG00000036560
123	PRAMEF15	ENSG00000204501	Gm13103	ENSMUSG00000029451
124	PPP1R12C	ENSG00000125503	Ppp1r12c	ENSMUSG00000019254
125	TAC4	ENSG00000176358	Tac4	ENSMUSG00000020872
126	TLE7	ENSG00000260734	Tle7	ENSMUSG00000095941
127	SULT2A1	ENSG00000105398	Sult2a1	ENSMUSG00000078798
128	PHC3	ENSG00000173889	Phc3	ENSMUSG00000037652
129	ZNF682	ENSG00000197124	Zfp457	ENSMUSG00000055341
130	DBI	ENSG00000155368	Dbi	ENSMUSG00000026385
131	MORC2	ENSG00000133422	Morc2a	ENSMUSG00000034543
132	C3orf80	ENSG00000180044	1110032F04Rik	ENSMUSG00000046999
133	CYP3A4	ENSG00000160868	Cyp3a13	ENSMUSG00000029727
134	PTPRJ	ENSG00000149177	Ptprj	ENSMUSG00000025314
135	SIGLEC10	ENSG00000142512	Siglecg	ENSMUSG00000030468
136	GAS2L1	ENSG00000185340	Gas2l1	ENSMUSG00000034201
137	ZFPM2	ENSG00000169946	Zfpm2	ENSMUSG00000022306
138	CYP3A7	ENSG00000160870	Cyp3a13	ENSMUSG00000029727
139	PRAMEF8	ENSG00000182330	Pramef6	ENSMUSG00000078512
140	CYP3A43	ENSG00000021461	Cyp3a13	ENSMUSG00000029727
141	LRRC28	ENSG00000168904	Lrrc28	ENSMUSG00000030556
142	RANBP10	ENSG00000141084	Ranbp10	ENSMUSG00000037415
143	MARK3	ENSG00000075413	Mark3	ENSMUSG00000007411
144	ZUP1	ENSG00000153975	Zup1	ENSMUSG00000039531
145	PRAMEF12	ENSG00000116726	Pramef6	ENSMUSG00000078512
146	RDH16	ENSG00000139547	Rdh19	ENSMUSG00000054052
147	IL20RA	ENSG00000016402	Il20ra	ENSMUSG00000020007
148	INTS11	ENSG00000127054	Ints11	ENSMUSG00000029034
149	ATG2B	ENSG00000066739	Atg2b	ENSMUSG00000041341
150	OAZ1	ENSG00000104904	Oaz1	ENSMUSG00000035242
151	MPDU1	ENSG00000129255	Mpdu1	ENSMUSG00000018761
152	PODNL1	ENSG00000132000	Podnl1	ENSMUSG00000012889
153	CYP3A5	ENSG00000106258	Cyp3a13	ENSMUSG00000029727
154	HCN2	ENSG00000099822	Hcn2	ENSMUSG00000020331
155	OR9H1P	ENSG00000228336	Olfr466	ENSMUSG00000049806
156	PRAMEF11	ENSG00000239810	Pramef6	ENSMUSG00000078512
157	LLPH	ENSG00000139233	Llph	ENSMUSG00000020224
158	PRAMEF33	ENSG00000237700	Pramef6	ENSMUSG00000078512
159	PRAMEF7	ENSG00000204510	Pramef6	ENSMUSG00000078512
160	ZNF282	ENSG00000170265	Zfp282	ENSMUSG00000025821
161	ENO1	ENSG00000074800	Eno1b	ENSMUSG00000059040
162	TUG1	ENSG00000253352	Tug1	ENSMUSG00000056579
163	OST4	ENSG00000228474	Ost4	ENSMUSG00000038803
164		ENSG00000282218	Gopc	ENSMUSG00000019861
165	FRMD8	ENSG00000126391	Frmd8	ENSMUSG00000024816
166	L2HGDH	ENSG00000087299	L2hgdh	ENSMUSG00000020988
167	PPIA	ENSG00000196262	Ppia	ENSMUSG00000071866
168	PRAMEF6	ENSG00000232423	Pramef6	ENSMUSG00000078512
169	SOX15	ENSG00000129194	Sox15	ENSMUSG00000041287
170	CD83	ENSG00000112149	Cd83	ENSMUSG00000015396
171	GAREM1	ENSG00000141441	Garem1	ENSMUSG00000042680
172	ATP2A1	ENSG00000196296	Atp2a1	ENSMUSG00000030730
173	ZNF212	ENSG00000170260	Zfp212	ENSMUSG00000052763
174	MAEA	ENSG00000090316	Maea	ENSMUSG00000079562
175	SMARCAL1	ENSG00000138375	Smarcal1	ENSMUSG00000039354
176	MUC5AC	ENSG00000215182	Muc5ac	ENSMUSG00000037974
177	TBL3	ENSG00000183751	Tbl3	ENSMUSG00000040688
178	PRAMEF17	ENSG00000204479	Pramef6	ENSMUSG00000078512
179	ADAMTS12	ENSG00000151388	Adamts12	ENSMUSG00000047497
180	EIF4EBP1	ENSG00000187840	Eif4ebp1	ENSMUSG00000031490
181	KCND2	ENSG00000184408	Kcnd2	ENSMUSG00000060882
182	DACT2	ENSG00000164488	Dact2	ENSMUSG00000048826
183	PRAMEF25	ENSG00000229571	Pramef6	ENSMUSG00000078512
184	AP1S3	ENSG00000152056	Ap1s3	ENSMUSG00000054702
185	SLC38A7	ENSG00000103042	Slc38a7	ENSMUSG00000036534
186	SIGLEC11	ENSG00000161640	Siglecg	ENSMUSG00000030468
187	PRAMEF5	ENSG00000270601	Pramef6	ENSMUSG00000078512
188	PRAMEF26	ENSG00000280267	Pramef6	ENSMUSG00000078512
189	GSKIP	ENSG00000100744	Gskip	ENSMUSG00000044715
190	ZNF695	ENSG00000197472	Zfp457	ENSMUSG00000055341
191	MYADM	ENSG00000179820	Myadm	ENSMUSG00000068566
192	CORO7	ENSG00000262246	Coro7	ENSMUSG00000039637
193	PRAMEF19	ENSG00000204480	Pramef6	ENSMUSG00000078512
194	ZNF747	ENSG00000169955	E430018J23Rik	ENSMUSG00000078580
195	ZNF747	ENSG00000169955	Zfp764	ENSMUSG00000045757
196	EPHB3	ENSG00000182580	Ephb3	ENSMUSG00000005958
197	SMIM3	ENSG00000256235	Smim3	ENSMUSG00000038059
198	VASN	ENSG00000168140	Vasn	ENSMUSG00000039646
199	RASL10A	ENSG00000100276	Rasl10a	ENSMUSG00000034209
200	TUT4	ENSG00000134744	Tut4	ENSMUSG00000034610
201	TMEM248	ENSG00000106609	Tmem248	ENSMUSG00000053094
202	PRAMEF9	ENSG00000204505	Pramef6	ENSMUSG00000078512
203	CORO7-PAM16	ENSG00000103426	Coro7	ENSMUSG00000039637
204	PRAMEF27	ENSG00000274764	Pramef6	ENSMUSG00000078512
205	OR5B3	ENSG00000172769	Olfr1452-ps1	ENSMUSG00000109148
206	OR5B3	ENSG00000172769	Olfr1453	ENSMUSG00000094755
207	OR5B3	ENSG00000172769	Olfr1454	ENSMUSG00000094986
208		ENSG00000261459	E430018J23Rik	ENSMUSG00000078580
209		ENSG00000261459	Zfp764	ENSMUSG00000045757
210	TMEM37	ENSG00000171227	Tmem37	ENSMUSG00000050777
211	FOXO1	ENSG00000150907	Foxo1	ENSMUSG00000044167
212	ZNF681	ENSG00000196172	Zfp457	ENSMUSG00000055341
213	PRKCG	ENSG00000126583	Prkcg	ENSMUSG00000078816
214	CPTP	ENSG00000224051	Cptp	ENSMUSG00000029073
215	RPUSD1	ENSG00000007376	Rpusd1	ENSMUSG00000041199
216	NFIC	ENSG00000141905	Nfic	ENSMUSG00000055053
217	MAP3K20	ENSG00000091436	Map3k20	ENSMUSG00000004085
218	ZNF764	ENSG00000169951	E430018J23Rik	ENSMUSG00000078580
219	ZNF764	ENSG00000169951	Zfp764	ENSMUSG00000045757
220	RAB3IL1	ENSG00000167994	Rab3il1	ENSMUSG00000024663
221	CERKL	ENSG00000188452	Cerkl	ENSMUSG00000075256
222	ENC1	ENSG00000171617	Enc1	ENSMUSG00000041773
223	PPP1R14C	ENSG00000198729	Ppp1r14c	ENSMUSG00000040653
224	CCDC173	ENSG00000154479	Ccdc173	ENSMUSG00000070883
225	OR8K3	ENSG00000280314	Olfr1054	ENSMUSG00000075190
226	CYP3A7-CYP3A51P	ENSG00000282301	Cyp3a13	ENSMUSG00000029727
227	ABRACL	ENSG00000146386	Abracl	ENSMUSG00000078453
228	LRRC4C	ENSG00000148948	Lrrc4c	ENSMUSG00000050587
229	RAMP1	ENSG00000132329	Ramp1	ENSMUSG00000034353
230	PRAMEF15	ENSG00000204501	Pramef6	ENSMUSG00000078512
231	TNIP1	ENSG00000145901	Tnip1	ENSMUSG00000020400
232	GABRR2	ENSG00000111886	Gabrr2	ENSMUSG00000023267
233	VN1R1	ENSG00000178201	Vmn1r238	ENSMUSG00000091539
234	VN1R1	ENSG00000178201	Vmn1r261	ENSMUSG00000106893
235	STAT5B	ENSG00000173757	Stat5b	ENSMUSG00000020919
236	NEUROD1	ENSG00000162992	Neurod1	ENSMUSG00000034701
237	KCNQ5	ENSG00000185760	Kcnq5	ENSMUSG00000028033
238	GRIN2D	ENSG00000105464	Grin2d	ENSMUSG00000002771
239	PPARGC1A	ENSG00000109819	Ppargc1a	ENSMUSG00000029167
240	ZNF727	ENSG00000214652	Zfp457	ENSMUSG00000055341
241	HACD4	ENSG00000188921	Hacd4	ENSMUSG00000028497
242	ZNF678	ENSG00000181450	Zfp457	ENSMUSG00000055341
243	PRAMEF2	ENSG00000120952	Pramef6	ENSMUSG00000078512
244	WHAMM	ENSG00000156232	Whamm	ENSMUSG00000045795
245	SYCP3	ENSG00000139351	Gm21477	ENSMUSG00000094399
246	SYCP3	ENSG00000139351	Gm20850	ENSMUSG00000100902
247	PRAMEF1	ENSG00000116721	Pramef6	ENSMUSG00000078512
248	LIM2	ENSG00000105370	Lim2	ENSMUSG00000118560
249	GOPC	ENSG00000047932	Gopc	ENSMUSG00000019861
250	ZNF724	ENSG00000196081	Zfp457	ENSMUSG00000055341
251	HSPA4	ENSG00000170606	Hspa4	ENSMUSG00000020361
252	FAM133B	ENSG00000234545	Fam133b	ENSMUSG00000058503
253	PRAMEF13	ENSG00000279169	Pramef6	ENSMUSG00000078512
254	ZNF688	ENSG00000229809	Zfp688	ENSMUSG00000045251
255	TMEM159	ENSG00000011638	Tmem159	ENSMUSG00000030917
256	TUBD1	ENSG00000108423	Tubd1	ENSMUSG00000020513
257	MAPK9	ENSG00000050748	Mapk9	ENSMUSG00000020366
258	SCTR	ENSG00000080293	Sctr	ENSMUSG00000026387
259	GRWD1	ENSG00000105447	Grwd1	ENSMUSG00000053801
260	NGEF	ENSG00000066248	Ngef	ENSMUSG00000026259
261	KDELR1	ENSG00000105438	Kdelr1	ENSMUSG00000002778
262	FASTK	ENSG00000164896	Fastk	ENSMUSG00000028959
263	DLGAP3	ENSG00000116544	Dlgap3	ENSMUSG00000042388
264	TMEM33	ENSG00000109133	Tmem33	ENSMUSG00000037720
265	KRT17	ENSG00000128422	Krt17	ENSMUSG00000035557
266	AGBL5	ENSG00000084693	Agbl5	ENSMUSG00000029165
267	PRAMEF4	ENSG00000243073	Pramef6	ENSMUSG00000078512
268	ZNF736	ENSG00000234444	Zfp457	ENSMUSG00000055341
269	FAM171A1	ENSG00000148468	Fam171a1	ENSMUSG00000050530
270	ITGA4	ENSG00000115232	Itga4	ENSMUSG00000027009
271	PRAMEF14	ENSG00000204481	Pramef6	ENSMUSG00000078512
272	AURKC	ENSG00000105146	Aurkc	ENSMUSG00000070837
273	RILPL2	ENSG00000150977	Rilpl2	ENSMUSG00000029401
274	TTC21B	ENSG00000123607	Ttc21b	ENSMUSG00000034848
275	FOCAD	ENSG00000188352	Focad	ENSMUSG00000038368
276	OR5P2	ENSG00000183303	Olfr493	ENSMUSG00000093980
277	OR5P2	ENSG00000183303	Olfr494	ENSMUSG00000109631
278	OR5P2	ENSG00000183303	Olfr495	ENSMUSG00000110253
279	MED22	ENSG00000148297	Med22	ENSMUSG00000015776
280	PRAMEF18	ENSG00000279804	Pramef6	ENSMUSG00000078512
281	SAP18	ENSG00000150459	Sap18b	ENSMUSG00000061104
282	NOXO1	ENSG00000196408	Noxo1	ENSMUSG00000019320
283	CGA	ENSG00000135346	Cga	ENSMUSG00000028298
284	KYNU	ENSG00000115919	Kynu	ENSMUSG00000026866
285	PRAMEF20	ENSG00000204478	Pramef6	ENSMUSG00000078512
286	ZNF85	ENSG00000105750	Zfp457	ENSMUSG00000055341
287	OR5B2	ENSG00000172365	Olfr1451	ENSMUSG00000046913
288	PRAMEF10	ENSG00000187545	Pramef6	ENSMUSG00000078512
289	PHOX2B	ENSG00000109132	Phox2b	ENSMUSG00000012520
290	CYP2E1	ENSG00000130649	Cyp2e1	ENSMUSG00000025479
291	PLEKHF1	ENSG00000166289	Plekhf1	ENSMUSG00000074170
292		ENSG00000233757	Zfp954	ENSMUSG00000062116
293		ENSG00000233757	Zfp773	ENSMUSG00000063535
294	ZNF724	ENSG00000196081	Zfp595	ENSMUSG00000057842
295	ZNF724	ENSG00000196081	Gm49345	ENSMUSG00000114923
296	ZNF724	ENSG00000196081	Zfp738	ENSMUSG00000048280
297	ZNF724	ENSG00000196081	Zfp953	ENSMUSG00000098905
298	OR4N4	ENSG00000183706	Olfr732	ENSMUSG00000091873
299	OR4N4	ENSG00000183706	Olfr733	ENSMUSG00000090874
300	PEX1	ENSG00000127980	Pex1	ENSMUSG00000005907
301	FAM126A	ENSG00000122591	Fam126a	ENSMUSG00000028995
302	OR4Q3	ENSG00000182652	Olfr735	ENSMUSG00000046210
303	ZNF587B	ENSG00000269343	Zfy1	ENSMUSG00000053211
304		ENSG00000256349	Bbs1	ENSMUSG00000006464
305	C9	ENSG00000113600	C9	ENSMUSG00000022149
306	MFN2	ENSG00000116688	Mfn2	ENSMUSG00000029020
307	DNMT1	ENSG00000130816	Dnmt1	ENSMUSG00000004099
308	ARV1	ENSG00000173409	Arv1	ENSMUSG00000031982
309	LIG1	ENSG00000105486	Lig1	ENSMUSG00000056394
310	ZNF549	ENSG00000121406	Zfy1	ENSMUSG00000053211
311	EAF2	ENSG00000145088	Eaf2	ENSMUSG00000022838
312	ZNF479	ENSG00000185177	Gm26965	ENSMUSG00000097565
313	ZNF479	ENSG00000185177	Gm28041	ENSMUSG00000098692
314	ANGPTL3	ENSG00000132855	Angptl3	ENSMUSG00000028553
315	ZNF727	ENSG00000214652	Zfp595	ENSMUSG00000057842
316	ZNF727	ENSG00000214652	Gm49345	ENSMUSG00000114923
317	ZNF727	ENSG00000214652	Zfp738	ENSMUSG00000048280
318	ZNF727	ENSG00000214652	Zfp953	ENSMUSG00000098905
319	ZNF678	ENSG00000181450	Zfp595	ENSMUSG00000057842
320	ZNF678	ENSG00000181450	Gm49345	ENSMUSG00000114923
321	ZNF678	ENSG00000181450	Zfp738	ENSMUSG00000048280
322	ZNF678	ENSG00000181450	Zfp953	ENSMUSG00000098905
323	ZNF134	ENSG00000213762	Zfy1	ENSMUSG00000053211
324	LRRN3	ENSG00000173114	Lrrn3	ENSMUSG00000036295
325	CACNG8	ENSG00000142408	Cacng8	ENSMUSG00000053395
326	ZNF100	ENSG00000197020	Gm26965	ENSMUSG00000097565
327	ZNF100	ENSG00000197020	Gm28041	ENSMUSG00000098692
328	TMEM198	ENSG00000188760	Tmem198	ENSMUSG00000051703
329	KNCN	ENSG00000162456	Kncn	ENSMUSG00000073774
330	RASAL1	ENSG00000111344	Rasal1	ENSMUSG00000029602
331	GLUD2	ENSG00000182890	Glud1	ENSMUSG00000021794
332	ZNF681	ENSG00000196172	Zfp595	ENSMUSG00000057842
333	ZNF681	ENSG00000196172	Gm49345	ENSMUSG00000114923
334	ZNF681	ENSG00000196172	Zfp738	ENSMUSG00000048280
335	ZNF681	ENSG00000196172	Zfp953	ENSMUSG00000098905
336	SLC25A3	ENSG00000075415	Slc25a3	ENSMUSG00000061904
337	OR2AJ1	ENSG00000177275	Olfr169	ENSMUSG00000068535
338	OR2AJ1	ENSG00000177275	Olfr170	ENSMUSG00000062245
339	OR2AJ1	ENSG00000177275	Olfr171	ENSMUSG00000060480
340	LIN7C	ENSG00000148943	Lin7c	ENSMUSG00000027162
341	NTM	ENSG00000182667	Ntm	ENSMUSG00000059974
342	FAM110D	ENSG00000197245	Grrp1	ENSMUSG00000050105
343	RAB11FIP3	ENSG00000090565	Rab11fip3	ENSMUSG00000037098
344	BCL3	ENSG00000069399	Bcl3	ENSMUSG00000053175
345	ARMH3	ENSG00000120029	Armh3	ENSMUSG00000039901
346	MYO3A	ENSG00000095777	Myo3a	ENSMUSG00000025716
347	BMP6	ENSG00000153162	Bmp6	ENSMUSG00000039004
348	MFSD6	ENSG00000151690	Mfsd6	ENSMUSG00000041439
349	ZNF85	ENSG00000105750	Zfp595	ENSMUSG00000057842
350	ZNF85	ENSG00000105750	Gm49345	ENSMUSG00000114923
351	ZNF85	ENSG00000105750	Zfp738	ENSMUSG00000048280
352	ZNF85	ENSG00000105750	Zfp953	ENSMUSG00000098905
353	ZNF419	ENSG00000105136	Zfy1	ENSMUSG00000053211
354	MEF2C	ENSG00000081189	Mef2c	ENSMUSG00000005583
355	SMIM31	ENSG00000248771	Smim31	ENSMUSG00000074300
356		ENSG00000268133	Zfy1	ENSMUSG00000053211
357	PC	ENSG00000173599	Pcx	ENSMUSG00000024892
358	SRA1	ENSG00000213523	Sra1	ENSMUSG00000006050
359	PYCARD	ENSG00000103490	Pycard	ENSMUSG00000030793
360	BEND3	ENSG00000178409	Bend3	ENSMUSG00000038214
361		ENSG00000268163	Zfy1	ENSMUSG00000053211
362	PDZK1IP1	ENSG00000162366	Pdzk1ip1	ENSMUSG00000028716
363	OR5P2	ENSG00000183303	Olfr497	ENSMUSG00000095239
364	OR5P2	ENSG00000183303	Olfr498	ENSMUSG00000096679
365	OR5P2	ENSG00000183303	Olfr502	ENSMUSG00000058014
366	OR5P2	ENSG00000183303	Olfr506	ENSMUSG00000058244
367	OR5P2	ENSG00000183303	Olfr507	ENSMUSG00000061000
368	OR5P2	ENSG00000183303	Olfr510	ENSMUSG00000096209
369	RABEP2	ENSG00000177548	Rabep2	ENSMUSG00000030727
370	CHRNA6	ENSG00000147434	Chrna6	ENSMUSG00000031491
371	ICOSLG	ENSG00000160223	Icosl	ENSMUSG00000000732
372	BAX	ENSG00000087088	Bax	ENSMUSG00000003873
373	STIMATE	ENSG00000213533	Stimate	ENSMUSG00000006526
374	ESCO1	ENSG00000141446	Esco1	ENSMUSG00000024293
375	HOXB1	ENSG00000120094	Hoxb1	ENSMUSG00000018973
376	ATP13A1	ENSG00000105726	Atp13a1	ENSMUSG00000031862
377	NUCB1	ENSG00000104805	Nucb1	ENSMUSG00000030824
378		ENSG00000279408	Olfr732	ENSMUSG00000091873
379		ENSG00000279408	Olfr733	ENSMUSG00000090874
380	OR2L2	ENSG00000203663	Olfr167	ENSMUSG00000045341
381	PPP1CC	ENSG00000186298	Ppp1cc	ENSMUSG00000004455
382	HOMER2	ENSG00000103942	Homer2	ENSMUSG00000025813
383	NEU2	ENSG00000115488	Neu2	ENSMUSG00000079434
384	LINC02203	ENSG00000280709	Olfr732	ENSMUSG00000091873
385	LINC02203	ENSG00000280709	Olfr733	ENSMUSG00000090874
386	TMEM178B	ENSG00000261115	Tmem178b	ENSMUSG00000057716
387	SLCO2B1	ENSG00000137491	Slco2b1	ENSMUSG00000030737
388	POLE3	ENSG00000148229	Pole3	ENSMUSG00000028394
389	CDC25B	ENSG00000101224	Cdc25b	ENSMUSG00000027330
390	NBN	ENSG00000104320	Nbn	ENSMUSG00000028224
391	ZNF680	ENSG00000173041	Gm26965	ENSMUSG00000097565
392	ZNF680	ENSG00000173041	Gm28041	ENSMUSG00000098692
393	ZNF584	ENSG00000171574	Zfy1	ENSMUSG00000053211
394	RSKR	ENSG00000167524	Rskr	ENSMUSG00000037593
395	GUK1	ENSG00000143774	Guk1	ENSMUSG00000020444
396	DDB2	ENSG00000134574	Ddb2	ENSMUSG00000002109
