HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
48	GMEB1	ENSG00000162419	Gmeb1	ENSMUSG00000028901
49	GCKR	ENSG00000084734	Gckr	ENSMUSG00000059434
50	CER1	ENSG00000147869	Cer1	ENSMUSG00000038192
51	CLCNKA	ENSG00000186510	Clcnkb	ENSMUSG00000006216
52	CEP135	ENSG00000174799	Cep135	ENSMUSG00000036403
53	FAM3A	ENSG00000071889	Fam3a	ENSMUSG00000031399
54	LCE2D	ENSG00000187223	Lce1e	ENSMUSG00000068889
55	DEXI	ENSG00000182108	Dexi	ENSMUSG00000038055
56	TBC1D8B	ENSG00000133138	Tbc1d8b	ENSMUSG00000042473
57	TMOD4	ENSG00000163157	Tmod4	ENSMUSG00000005628
58	LUZP2	ENSG00000187398	Luzp2	ENSMUSG00000063297
59	RB1CC1	ENSG00000023287	Rb1cc1	ENSMUSG00000025907
60	NET1	ENSG00000173848	Net1	ENSMUSG00000021215
61	C1GALT1	ENSG00000106392	C1galt1	ENSMUSG00000042460
62	CTNND2	ENSG00000169862	Ctnnd2	ENSMUSG00000022240
63	CAPN5	ENSG00000149260	Capn5	ENSMUSG00000035547
64	EIF4G3	ENSG00000075151	Eif4g3	ENSMUSG00000028760
65	ZNF510	ENSG00000081386	Zfp949	ENSMUSG00000032425
66	COMMD3	ENSG00000148444	Commd3	ENSMUSG00000051154
67	ZNF322	ENSG00000181315	Zfp322a	ENSMUSG00000046351
68	FOXN4	ENSG00000139445	Foxn4	ENSMUSG00000042002
69	CALML5	ENSG00000178372	Calm5	ENSMUSG00000099269
70	CCL19	ENSG00000172724	Ccl19	ENSMUSG00000071005
71	CORIN	ENSG00000145244	Corin	ENSMUSG00000005220
72	HELLS	ENSG00000119969	Hells	ENSMUSG00000025001
73	CDK5	ENSG00000164885	Cdk5	ENSMUSG00000028969
74	CTDP1	ENSG00000060069	Ctdp1	ENSMUSG00000033323
75	FAM171A1	ENSG00000148468	Fam171a1	ENSMUSG00000050530
76	FAM193B	ENSG00000146067	Fam193b	ENSMUSG00000021495
77	ITFG1	ENSG00000129636	Itfg1	ENSMUSG00000031703
78	UGDH	ENSG00000109814	Ugdh	ENSMUSG00000029201
79	PTPN4	ENSG00000088179	Ptpn4	ENSMUSG00000026384
80	VMO1	ENSG00000182853	Vmo1	ENSMUSG00000020830
81	RPL18	ENSG00000063177	Rpl18	ENSMUSG00000059070
82	SULT2A1	ENSG00000105398	Sult2a8	ENSMUSG00000030378
83	BRINP1	ENSG00000078725	Brinp1	ENSMUSG00000028351
84	IMPDH2	ENSG00000178035	Impdh2	ENSMUSG00000062867
85	MELK	ENSG00000165304	Melk	ENSMUSG00000035683
86	SOX14	ENSG00000168875	Sox14	ENSMUSG00000053747
87	CDKN3	ENSG00000100526	Cdkn3	ENSMUSG00000037628
88	IGBP1	ENSG00000089289	Igbp1	ENSMUSG00000031221
89	LCE2A	ENSG00000187173	Lce1e	ENSMUSG00000068889
90	LYRM2	ENSG00000083099	Lyrm2	ENSMUSG00000045854
91	FBXW12	ENSG00000164049	Fbxw15	ENSMUSG00000074060
92	LNPEP	ENSG00000113441	Lnpep	ENSMUSG00000023845
93	PLCG2	ENSG00000197943	Plcg2	ENSMUSG00000034330
94	FREM1	ENSG00000164946	Frem1	ENSMUSG00000059049
95	NPC1L1	ENSG00000015520	Npc1l1	ENSMUSG00000020447
96	HNRNPF	ENSG00000169813	Hnrnpf	ENSMUSG00000042079
97	MYORG	ENSG00000164976	AI464131	ENSMUSG00000046312
98	LCE5A	ENSG00000186207	Lce1e	ENSMUSG00000068889
99	TBC1D22A	ENSG00000054611	Tbc1d22a	ENSMUSG00000051864
100	TIE1	ENSG00000066056	Tie1	ENSMUSG00000033191
101	LIG4	ENSG00000174405	Lig4	ENSMUSG00000049717
102	LCE2B	ENSG00000159455	Lce1e	ENSMUSG00000068889
103	OR4C15	ENSG00000181939	Olfr1226	ENSMUSG00000075097
104	PDCD6	ENSG00000249915	Pdcd6	ENSMUSG00000021576
105	NDEL1	ENSG00000166579	Ndel1	ENSMUSG00000018736
106	RRBP1	ENSG00000125844	Rrbp1	ENSMUSG00000027422
107	EPHX2	ENSG00000120915	Ephx2	ENSMUSG00000022040
108	LCE2C	ENSG00000187180	Lce1e	ENSMUSG00000068889
109	KLHL12	ENSG00000117153	Klhl12	ENSMUSG00000026455
110		ENSG00000266826	Igbp1	ENSMUSG00000031221
111	NDUFAF3	ENSG00000178057	Ndufaf3	ENSMUSG00000070283
112	ABO	ENSG00000175164	Abo	ENSMUSG00000015787
113	MTMR10	ENSG00000166912	Mtmr10	ENSMUSG00000030522
114	UBAP2L	ENSG00000143569	Ubap2l	ENSMUSG00000042520
115	MRPS18C	ENSG00000163319	Mrps18c	ENSMUSG00000016833
116	PARN	ENSG00000140694	Parn	ENSMUSG00000022685
117	RNASE3	ENSG00000169397	Ear1	ENSMUSG00000072601
118	SURF6	ENSG00000148296	Surf6	ENSMUSG00000036160
119	RNU11-6P	ENSG00000212429	Gm28872	ENSMUSG00000099937
120	PPP2R5C	ENSG00000078304	Ppp2r5c	ENSMUSG00000017843
121	DUSP4	ENSG00000120875	Dusp4	ENSMUSG00000031530
122	OR14A2	ENSG00000241128	Olfr294	ENSMUSG00000062042
123	RIPPLY1	ENSG00000147223	Ripply1	ENSMUSG00000072945
124	SMYD3	ENSG00000185420	Smyd3	ENSMUSG00000055067
125	ANO6	ENSG00000177119	Ano6	ENSMUSG00000064210
126	C9orf24	ENSG00000164972	1110017D15Rik	ENSMUSG00000028441
127	TARS	ENSG00000113407	Tars	ENSMUSG00000022241
128	SLC22A9	ENSG00000149742	Slc22a26	ENSMUSG00000053303
129	PCCA	ENSG00000175198	Pcca	ENSMUSG00000041650
130	NAB1	ENSG00000138386	Nab1	ENSMUSG00000002881
131	C8orf59	ENSG00000176731	1810022K09Rik	ENSMUSG00000078784
132	NPY4R	ENSG00000204174	Npy4r	ENSMUSG00000048337
133	CIITA	ENSG00000179583	Ciita	ENSMUSG00000022504
134	SMYD1	ENSG00000115593	Smyd1	ENSMUSG00000055027
135	NPY4R2	ENSG00000264717	Npy4r	ENSMUSG00000048337
136	CC2D1A	ENSG00000132024	Cc2d1a	ENSMUSG00000036686
137	PTGDR2	ENSG00000183134	Ptgdr2	ENSMUSG00000034117
138	OR1F1	ENSG00000168124	Olfr161	ENSMUSG00000051003
139	C10orf95	ENSG00000120055	2310034G01Rik	ENSMUSG00000099655
140	IRF3	ENSG00000126456	Irf3	ENSMUSG00000003184
141	NUP35	ENSG00000163002	Nup35	ENSMUSG00000026999
142	TTC13	ENSG00000143643	Ttc13	ENSMUSG00000037300
143	IFT27	ENSG00000100360	Ift27	ENSMUSG00000016637
144	DLL4	ENSG00000128917	Dll4	ENSMUSG00000027314
145	MAMDC4	ENSG00000177943	Mamdc4	ENSMUSG00000026941
146	HAX1	ENSG00000143575	Hax1	ENSMUSG00000027944
147	NAIF1	ENSG00000171169	Naif1	ENSMUSG00000039164
148	KCNT1	ENSG00000107147	Kcnt1	ENSMUSG00000058740
149	SERPINA3	ENSG00000196136	Serpina3b	ENSMUSG00000066364
150	SERPINA3	ENSG00000196136	Serpina3c	ENSMUSG00000066361
151	DPYSL4	ENSG00000151640	Dpysl4	ENSMUSG00000025478
152	CYBRD1	ENSG00000071967	Cybrd1	ENSMUSG00000027015
153	CLDN2	ENSG00000165376	Cldn2	ENSMUSG00000047230
154	SYCP3	ENSG00000139351	Gm4836	ENSMUSG00000094624
155	SYCP3	ENSG00000139351	Gm21209	ENSMUSG00000095979
156	SYCP3	ENSG00000139351	Gm10147	ENSMUSG00000096457
157	POU4F3	ENSG00000091010	Pou4f3	ENSMUSG00000024497
158	ARRDC1	ENSG00000197070	Arrdc1	ENSMUSG00000026972
159	CCDC97	ENSG00000142039	Ccdc97	ENSMUSG00000002608
160	TWIST2	ENSG00000233608	Twist2	ENSMUSG00000007805
161	BOD1L1	ENSG00000038219	Bod1l	ENSMUSG00000061755
162	FGFRL1	ENSG00000127418	Fgfrl1	ENSMUSG00000008090
163	LETM1	ENSG00000168924	Letm1	ENSMUSG00000005299
164	KBTBD8	ENSG00000163376	Kbtbd8	ENSMUSG00000030031
165	INHA	ENSG00000123999	Inha	ENSMUSG00000032968
166	VLDLR	ENSG00000147852	Vldlr	ENSMUSG00000024924
167	BRMS1L	ENSG00000100916	Brms1l	ENSMUSG00000012076
168	LILRA4	ENSG00000239961	Gm15448	ENSMUSG00000074419
169	GPRIN2	ENSG00000204175	Gprin2	ENSMUSG00000071531
170	TRIM43	ENSG00000144015	Trim43a	ENSMUSG00000090693
171	SPARCL1	ENSG00000152583	Sparcl1	ENSMUSG00000029309
172	IFITM10	ENSG00000244242	Ifitm10	ENSMUSG00000045777
173	COL28A1	ENSG00000215018	Col28a1	ENSMUSG00000068794
174	SLC44A2	ENSG00000129353	Slc44a2	ENSMUSG00000057193
175	UQCR10	ENSG00000184076	Uqcr10	ENSMUSG00000059534
176	GLTPD2	ENSG00000182327	Gltpd2	ENSMUSG00000046811
177	SMIM14	ENSG00000163683	Smim14	ENSMUSG00000037822
178	TNKS	ENSG00000173273	Tnks	ENSMUSG00000031529
179	AGRN	ENSG00000188157	Agrn	ENSMUSG00000041936
180	PITPNM3	ENSG00000091622	Pitpnm3	ENSMUSG00000040543
181	SIPA1L3	ENSG00000105738	Sipa1l3	ENSMUSG00000030583
182	OLFML2A	ENSG00000185585	Olfml2a	ENSMUSG00000046618
183	KATNAL1	ENSG00000102781	Katnal1	ENSMUSG00000041298
184	OGFRL1	ENSG00000119900	Ogfrl1	ENSMUSG00000026158
185	KRCC1	ENSG00000172086	Krcc1	ENSMUSG00000053012
186	C1orf43	ENSG00000143612	4933434E20Rik	ENSMUSG00000027942
187	E2F5	ENSG00000133740	E2f5	ENSMUSG00000027552
188	ELK1	ENSG00000126767	Elk1	ENSMUSG00000009406
189	DUSP19	ENSG00000162999	Dusp19	ENSMUSG00000027001
190	KCNA10	ENSG00000143105	Kcna10	ENSMUSG00000042861
191	AASS	ENSG00000008311	Aass	ENSMUSG00000029695
192	SCN8A	ENSG00000196876	Scn8a	ENSMUSG00000023033
193	TUBB2A	ENSG00000137267	Tubb2a	ENSMUSG00000058672
194	CBFB	ENSG00000067955	Cbfb	ENSMUSG00000031885
195	PRKCG	ENSG00000126583	Prkcg	ENSMUSG00000078816
196	EPN2	ENSG00000072134	Epn2	ENSMUSG00000001036
197	CCDC151	ENSG00000198003	Ccdc151	ENSMUSG00000039632
198	NEDD4	ENSG00000069869	Nedd4	ENSMUSG00000032216
199	TMED9	ENSG00000184840	Tmed9	ENSMUSG00000058569
200	OR5W2	ENSG00000187612	Olfr1135	ENSMUSG00000075153
201	OR5W2	ENSG00000187612	Olfr1136	ENSMUSG00000075151
202	OR5W2	ENSG00000187612	Olfr1137	ENSMUSG00000075150
203	CEP192	ENSG00000101639	Cep192	ENSMUSG00000024542
204	NCK2	ENSG00000071051	Nck2	ENSMUSG00000066877
205	CTSD	ENSG00000117984	Gm49369	ENSMUSG00000110040
206	CTSD	ENSG00000117984	Ctsd	ENSMUSG00000007891
207	CSK	ENSG00000103653	Csk	ENSMUSG00000032312
208	UTP11	ENSG00000183520	Utp11	ENSMUSG00000028907
209	COLGALT1	ENSG00000130309	Colgalt1	ENSMUSG00000034807
210		ENSG00000250644	Gm49369	ENSMUSG00000110040
211		ENSG00000250644	Ctsd	ENSMUSG00000007891
212	ARL11	ENSG00000152213	Arl11	ENSMUSG00000043157
213	SEMA4B	ENSG00000185033	Sema4b	ENSMUSG00000030539
214	ZMAT5	ENSG00000100319	Zmat5	ENSMUSG00000009076
215	GGACT	ENSG00000134864	Ggact	ENSMUSG00000041625
216	AIG1	ENSG00000146416	Aig1	ENSMUSG00000019806
217	SLC35D2	ENSG00000130958	Slc35d2	ENSMUSG00000033114
218	ACOT9	ENSG00000123130	Acot9	ENSMUSG00000025287
219	DGAT2L6	ENSG00000184210	Dgat2l6	ENSMUSG00000067597
220	NLRP12	ENSG00000142405	Nlrp12	ENSMUSG00000078817
221	ATP5MPL	ENSG00000156411	Atp5mpl	ENSMUSG00000021290
222	EXO5	ENSG00000164002	Exo5	ENSMUSG00000028629
223	ZDHHC6	ENSG00000023041	Zdhhc6	ENSMUSG00000024982
224	ATOH1	ENSG00000172238	Atoh1	ENSMUSG00000073043
225	MLC1	ENSG00000100427	Mlc1	ENSMUSG00000035805
226	MFSD13A	ENSG00000138111	Mfsd13a	ENSMUSG00000025227
227	TRIM43B	ENSG00000144010	Trim43a	ENSMUSG00000090693
228	APOA2	ENSG00000158874	Apoa2	ENSMUSG00000005681
229	RNH1	ENSG00000023191	Rnh1	ENSMUSG00000038650
230	SLC25A25	ENSG00000148339	Slc25a25	ENSMUSG00000026819
231	BCL2L12	ENSG00000126453	Bcl2l12	ENSMUSG00000003190
232	FAM219A	ENSG00000164970	Fam219a	ENSMUSG00000028439
233	SIX4	ENSG00000100625	Six4	ENSMUSG00000034460
234	GRM8	ENSG00000179603	Grm8	ENSMUSG00000024211
235	MFSD1	ENSG00000118855	Mfsd1	ENSMUSG00000027775
236	C7orf26	ENSG00000146576	E130309D02Rik	ENSMUSG00000039244
237	LRP11	ENSG00000120256	Lrp11	ENSMUSG00000019796
238	RNU11-3P	ENSG00000212413	Gm28872	ENSMUSG00000099937
239	ROCK2	ENSG00000134318	Rock2	ENSMUSG00000020580
240	ABHD13	ENSG00000139826	Abhd13	ENSMUSG00000040396
241	IGHV6-1	ENSG00000211933	Ighv3-8	ENSMUSG00000076674
242	LEPROT	ENSG00000213625	Leprot	ENSMUSG00000035212
243	GALNT1	ENSG00000141429	Galnt1	ENSMUSG00000000420
244	ACSL5	ENSG00000197142	Acsl5	ENSMUSG00000024981
245	CSRP1	ENSG00000159176	Csrp1	ENSMUSG00000026421
246	KCNA2	ENSG00000177301	Kcna2	ENSMUSG00000040724
247	MZT1	ENSG00000204899	Mzt1	ENSMUSG00000033186
248	RNASE2	ENSG00000169385	Ear1	ENSMUSG00000072601
249	AK2	ENSG00000004455	Ak2	ENSMUSG00000028792
250		ENSG00000285269	Slc35d2	ENSMUSG00000033114
251	SLC8A2	ENSG00000118160	Slc8a2	ENSMUSG00000030376
252	NKX6-3	ENSG00000165066	Nkx6-3	ENSMUSG00000063672
253	NPHP1	ENSG00000144061	Nphp1	ENSMUSG00000027378
254	MZT2A	ENSG00000173272	Mzt2	ENSMUSG00000022671
255	HPS1	ENSG00000107521	Hps1	ENSMUSG00000025188
256	KLHL4	ENSG00000102271	Klhl4	ENSMUSG00000025597
257	MZT2B	ENSG00000152082	Mzt2	ENSMUSG00000022671
258	ELAVL2	ENSG00000107105	Elavl2	ENSMUSG00000008489
259	CCDC86	ENSG00000110104	Ccdc86	ENSMUSG00000024732
260	NRG1	ENSG00000157168	Nrg1	ENSMUSG00000062991
261	PRCC	ENSG00000143294	Prcc	ENSMUSG00000004895
262	HFM1	ENSG00000162669	Hfm1	ENSMUSG00000043410
263	UNC13A	ENSG00000130477	Unc13a	ENSMUSG00000034799
264	TNFSF13B	ENSG00000102524	Tnfsf13b	ENSMUSG00000031497
265	TMTC4	ENSG00000125247	Tmtc4	ENSMUSG00000041594
266	SLC38A7	ENSG00000103042	Slc38a7	ENSMUSG00000036534
267	PHPT1	ENSG00000054148	Phpt1	ENSMUSG00000036504
268	B3GAT2	ENSG00000112309	B3gat2	ENSMUSG00000026156
269	YWHAQ	ENSG00000134308	Ywhaq	ENSMUSG00000076432
270	CEACAM4	ENSG00000105352	Psg16	ENSMUSG00000066760
271	GAP43	ENSG00000172020	Gap43	ENSMUSG00000047261
272	PDIA3	ENSG00000167004	Pdia3	ENSMUSG00000027248
273	ATP10A	ENSG00000206190	Atp10a	ENSMUSG00000025324
274	TNFAIP2	ENSG00000185215	Tnfaip2	ENSMUSG00000021281
275	BCKDK	ENSG00000103507	Bckdk	ENSMUSG00000030802
276	PIBF1	ENSG00000083535	Pibf1	ENSMUSG00000022064
277	CRYBG2	ENSG00000176092	Crybg2	ENSMUSG00000012123
278	FAM168B	ENSG00000152102	Fam168b	ENSMUSG00000037503
279	TRAF1	ENSG00000056558	Traf1	ENSMUSG00000026875
280	SMAP2	ENSG00000084070	Smap2	ENSMUSG00000032870
281	PHF11	ENSG00000136147	Phf11d	ENSMUSG00000068245
282	PHF11	ENSG00000136147	Phf11c	ENSMUSG00000091144
283	P2RY4	ENSG00000186912	P2ry4	ENSMUSG00000044359
284	MOV10L1	ENSG00000073146	Mov10l1	ENSMUSG00000015365
285	AKNAD1	ENSG00000162641	Aknad1	ENSMUSG00000049565
286	LGI4	ENSG00000153902	Lgi4	ENSMUSG00000036560
287	ACBD7	ENSG00000176244	Acbd7	ENSMUSG00000026644
288	PRPF40B	ENSG00000110844	Prpf40b	ENSMUSG00000023007
289	IL7	ENSG00000104432	Il7	ENSMUSG00000040329
290	CMSS1	ENSG00000184220	Cmss1	ENSMUSG00000022748
291	SYNJ2BP	ENSG00000213463	Synj2bp	ENSMUSG00000090935
292	DIRAS2	ENSG00000165023	Diras2	ENSMUSG00000047842
293	CDC42BPG	ENSG00000171219	Cdc42bpg	ENSMUSG00000024769
294	OR5W2	ENSG00000187612	Olfr1138	ENSMUSG00000075149
295	OR5W2	ENSG00000187612	Olfr1140	ENSMUSG00000068817
296	OR5W2	ENSG00000187612	Olfr1141	ENSMUSG00000075148
297	NLRP4	ENSG00000160505	Nlrp4e	ENSMUSG00000045693
298	IFRD2	ENSG00000214706	Ifrd2	ENSMUSG00000010048
299	CUBN	ENSG00000107611	Cubn	ENSMUSG00000026726
300	EPHA5	ENSG00000145242	Epha5	ENSMUSG00000029245
301	BUD13	ENSG00000137656	Bud13	ENSMUSG00000032077
302	KCTD10	ENSG00000110906	Kctd10	ENSMUSG00000001098
303	LRRN4	ENSG00000125872	Lrrn4	ENSMUSG00000043110
304	GAS7	ENSG00000007237	Gas7	ENSMUSG00000033066
305	ANKRD6	ENSG00000135299	Ankrd6	ENSMUSG00000040183
306	FEZF1	ENSG00000128610	Fezf1	ENSMUSG00000029697
307	COX16	ENSG00000133983	Cox16	ENSMUSG00000091803
308	SULT2A1	ENSG00000105398	Sult2a7	ENSMUSG00000094156
309	MAF1	ENSG00000179632	Maf1	ENSMUSG00000022553
310	C2orf40	ENSG00000119147	1500015O10Rik	ENSMUSG00000026051
311	HDAC4	ENSG00000068024	Hdac4	ENSMUSG00000026313
312	UXT	ENSG00000126756	Uxt	ENSMUSG00000001134
313	TFB2M	ENSG00000162851	Tfb2m	ENSMUSG00000026492
314	ZNF800	ENSG00000048405	Zfp800	ENSMUSG00000039841
315	CCDC81	ENSG00000149201	Ccdc81	ENSMUSG00000039391
316	CD52	ENSG00000169442	Cd52	ENSMUSG00000000682
317	FILIP1L	ENSG00000168386	Filip1l	ENSMUSG00000043336
318	ATP13A4	ENSG00000127249	Atp13a4	ENSMUSG00000038094
319	CA1	ENSG00000133742	Car1	ENSMUSG00000027556
320	SLC22A13	ENSG00000172940	Slc22a13b-ps	ENSMUSG00000092212
321	G0S2	ENSG00000123689	G0s2	ENSMUSG00000009633
322	IGHV3-15	ENSG00000211943	Ighv13-2	ENSMUSG00000076671
323	IGHV3-15	ENSG00000211943	Ighv6-3	ENSMUSG00000076677
324	IGHV3-15	ENSG00000211943	Ighv6-4	ENSMUSG00000094174
325	IGHV3-15	ENSG00000211943	Ighv6-5	ENSMUSG00000096407
326	IGHV3-15	ENSG00000211943	Ighv6-6	ENSMUSG00000076680
327	IGHV3-15	ENSG00000211943	Ighv6-7	ENSMUSG00000087582
328	CA13	ENSG00000185015	Car13	ENSMUSG00000027555
329	PRSS2	ENSG00000275896	Prss2	ENSMUSG00000057163
330	FOLH1	ENSG00000086205	Folh1	ENSMUSG00000001773
331	PSMG4	ENSG00000180822	Psmg4	ENSMUSG00000071451
332	GPAT4	ENSG00000158669	Gpat4	ENSMUSG00000031545
333	SPIN2A	ENSG00000147059	Gm20773	ENSMUSG00000095900
334	STK26	ENSG00000134602	Stk26	ENSMUSG00000031112
335	PNISR	ENSG00000132424	Pnisr	ENSMUSG00000028248
336	SV2A	ENSG00000159164	Sv2a	ENSMUSG00000038486
337	POMZP3	ENSG00000146707	Zp3	ENSMUSG00000004948
338	GMPS	ENSG00000163655	Gmps	ENSMUSG00000027823
339	ASB11	ENSG00000165192	Asb11	ENSMUSG00000031382
340	OR51T1	ENSG00000176900	Olfr574	ENSMUSG00000045824
341	SYT15	ENSG00000204176	Syt15	ENSMUSG00000041479
342	TBC1D1	ENSG00000065882	Tbc1d1	ENSMUSG00000029174
343	FAM205C	ENSG00000187791	Fam205c	ENSMUSG00000050141
344	RNF222	ENSG00000189051	Rnf222	ENSMUSG00000046490
345	HIF3A	ENSG00000124440	Hif3a	ENSMUSG00000004328
346	SH2D7	ENSG00000183476	Sh2d7	ENSMUSG00000046460
347	HIKESHI	ENSG00000149196	Hikeshi	ENSMUSG00000062797
348	CABP7	ENSG00000100314	Cabp7	ENSMUSG00000009075
349	CEACAM21	ENSG00000007129	Psg16	ENSMUSG00000066760
350	PTPN22	ENSG00000134242	Ptpn22	ENSMUSG00000027843
351	MNAT1	ENSG00000020426	Mnat1	ENSMUSG00000021103
352	EBPL	ENSG00000123179	Ebpl	ENSMUSG00000021928
353	MIOS	ENSG00000164654	Mios	ENSMUSG00000042447
354	RNF144A	ENSG00000151692	Rnf144a	ENSMUSG00000020642
355	LIN28A	ENSG00000131914	Lin28a	ENSMUSG00000050966
356	PAX5	ENSG00000196092	Pax5	ENSMUSG00000014030
357	NMT2	ENSG00000152465	Nmt2	ENSMUSG00000026643
358	EXOC4	ENSG00000131558	Exoc4	ENSMUSG00000029763
359	LAMB3	ENSG00000196878	Lamb3	ENSMUSG00000026639
360	SAMD8	ENSG00000156671	Samd8	ENSMUSG00000021770
361	TCERG1	ENSG00000113649	Tcerg1	ENSMUSG00000024498
362	LCE2C	ENSG00000187180	Lce1g	ENSMUSG00000027919
363	FXYD3	ENSG00000089356	Fxyd3	ENSMUSG00000057092
364	RAB15	ENSG00000139998	Rab15	ENSMUSG00000021062
365	RAB42	ENSG00000188060	Rab42	ENSMUSG00000089687
366	TAF12	ENSG00000120656	Taf12	ENSMUSG00000028899
367	LCE2A	ENSG00000187173	Lce1g	ENSMUSG00000027919
368	MTMR11	ENSG00000014914	Mtmr11	ENSMUSG00000045934
369	MYOCD	ENSG00000141052	Myocd	ENSMUSG00000020542
370	SERAC1	ENSG00000122335	Serac1	ENSMUSG00000015659
371	RRM2B	ENSG00000048392	Rrm2b	ENSMUSG00000022292
372	AP1M1	ENSG00000072958	Ap1m1	ENSMUSG00000003033
373	HRAS	ENSG00000174775	Hras	ENSMUSG00000025499
374	PSPC1	ENSG00000121390	Pspc1	ENSMUSG00000021938
375	SDR42E1	ENSG00000184860	Sdr42e1	ENSMUSG00000034308
376	C7	ENSG00000112936	C7	ENSMUSG00000079105
377	EVA1A	ENSG00000115363	Eva1a	ENSMUSG00000035104
378	NSMAF	ENSG00000035681	Nsmaf	ENSMUSG00000028245
379	UPF3B	ENSG00000125351	Upf3b	ENSMUSG00000036572
380	GLP2R	ENSG00000065325	Glp2r	ENSMUSG00000049928
381	SF3B4	ENSG00000143368	Sf3b4	ENSMUSG00000068856
382	CIB3	ENSG00000141977	Cib3	ENSMUSG00000074240
383	CDK5RAP2	ENSG00000136861	Cdk5rap2	ENSMUSG00000039298
384	FAM186B	ENSG00000135436	Fam186b	ENSMUSG00000078907
385	CIB2	ENSG00000136425	Cib2	ENSMUSG00000037493
386	GIMAP8	ENSG00000171115	Gimap8	ENSMUSG00000064262
387	KPRP	ENSG00000203786	Kprp	ENSMUSG00000059832
388	LGALSL	ENSG00000119862	Lgalsl	ENSMUSG00000042363
389	NMNAT3	ENSG00000163864	Nmnat3	ENSMUSG00000032456
390	CFAP221	ENSG00000163075	Cfap221	ENSMUSG00000036962
391	UBQLN1	ENSG00000135018	Ubqln1	ENSMUSG00000005312
392	TUFM	ENSG00000178952	Tufm	ENSMUSG00000073838
393	DUSP13	ENSG00000079393	Dusp13	ENSMUSG00000021768
394	PRIMPOL	ENSG00000164306	Primpol	ENSMUSG00000038225
395	USP54	ENSG00000166348	Usp54	ENSMUSG00000034235
