HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
71	PRAMEF17	ENSG00000204479	Gm13103	ENSMUSG00000029451
72	PRAMEF14	ENSG00000204481	Gm13103	ENSMUSG00000029451
73	SLC4A2	ENSG00000164889	Slc4a2	ENSMUSG00000028962
74	PRAMEF15	ENSG00000204501	Gm13103	ENSMUSG00000029451
75	OR5P2	ENSG00000183303	Olfr492	ENSMUSG00000109497
76	BOD1L2	ENSG00000228075	Bod1	ENSMUSG00000044502
77	PPP1R12C	ENSG00000125503	Ppp1r12c	ENSMUSG00000019254
78	E2F5	ENSG00000133740	E2f5	ENSMUSG00000027552
79	TLE7	ENSG00000260734	Tle7	ENSMUSG00000095941
80	PRAMEF26	ENSG00000280267	Gm13103	ENSMUSG00000029451
81	CHST1	ENSG00000175264	Chst1	ENSMUSG00000027221
82	DNAJA3	ENSG00000103423	Dnaja3	ENSMUSG00000004069
83	PRAMEF11	ENSG00000239810	Gm13103	ENSMUSG00000029451
84	PRAMEF5	ENSG00000270601	Gm13103	ENSMUSG00000029451
85	TOMM7	ENSG00000196683	Tomm7	ENSMUSG00000028998
86	NCL	ENSG00000115053	Ncl	ENSMUSG00000026234
87	RBIS	ENSG00000176731	Rbis	ENSMUSG00000078784
88	PRAMEF10	ENSG00000187545	Gm13103	ENSMUSG00000029451
89	IL22RA2	ENSG00000164485	Il22ra2	ENSMUSG00000039760
90	PRAMEF33	ENSG00000237700	Gm13103	ENSMUSG00000029451
91	PRAMEF4	ENSG00000243073	Gm13103	ENSMUSG00000029451
92	TSC1	ENSG00000165699	Tsc1	ENSMUSG00000026812
93	AK4	ENSG00000162433	Ak4	ENSMUSG00000028527
94	HP1BP3	ENSG00000127483	Hp1bp3	ENSMUSG00000028759
95	BOD1	ENSG00000145919	Bod1	ENSMUSG00000044502
96	LGI4	ENSG00000153902	Lgi4	ENSMUSG00000036560
97	MYO15A	ENSG00000091536	Myo15	ENSMUSG00000042678
98	DOCK7	ENSG00000116641	Dock7	ENSMUSG00000028556
99	USP6NL	ENSG00000148429	Usp6nl	ENSMUSG00000039046
100	CS	ENSG00000062485	Csl	ENSMUSG00000046934
101	OR51L1	ENSG00000176798	Olfr587-ps1	ENSMUSG00000080891
102	PRAMEF27	ENSG00000274764	Gm13103	ENSMUSG00000029451
103	PRAMEF7	ENSG00000204510	Gm13103	ENSMUSG00000029451
104	TAC4	ENSG00000176358	Tac4	ENSMUSG00000020872
105	ZMYND11	ENSG00000015171	Zmynd11	ENSMUSG00000021156
106	NLRP12	ENSG00000142405	Nlrp12	ENSMUSG00000078817
107	TXNDC9	ENSG00000115514	Txndc9	ENSMUSG00000058407
108	CCDC182	ENSG00000166329	Ccdc182	ENSMUSG00000034031
109	TAL1	ENSG00000162367	Tal1	ENSMUSG00000028717
110	PRAMEF20	ENSG00000204478	Gm13103	ENSMUSG00000029451
111	ZNF398	ENSG00000197024	Zfp398	ENSMUSG00000062519
112	SULT2A1	ENSG00000105398	Sult2a2	ENSMUSG00000070811
113	OR2K2	ENSG00000171133	Olfr267	ENSMUSG00000043385
114	PRAMEF6	ENSG00000232423	Gm13103	ENSMUSG00000029451
115	PRAMEF2	ENSG00000120952	Gm13103	ENSMUSG00000029451
116	PRAMEF19	ENSG00000204480	Gm13103	ENSMUSG00000029451
117	MEP1B	ENSG00000141434	Mep1b	ENSMUSG00000024313
118	DDX54	ENSG00000123064	Ddx54	ENSMUSG00000029599
119		ENSG00000285526	Fxyd3	ENSMUSG00000057092
120	PRAMEF25	ENSG00000229571	Gm13103	ENSMUSG00000029451
121	HELT	ENSG00000187821	Helt	ENSMUSG00000047171
122	ETV1	ENSG00000006468	Etv1	ENSMUSG00000004151
123	ABCA2	ENSG00000107331	Abca2	ENSMUSG00000026944
124	PRAMEF12	ENSG00000116726	Gm13103	ENSMUSG00000029451
125	VAMP1	ENSG00000139190	Vamp1	ENSMUSG00000030337
126	CDK6	ENSG00000105810	Cdk6	ENSMUSG00000040274
127	PRAMEF14	ENSG00000204481	Pramef6	ENSMUSG00000078512
128	CGA	ENSG00000135346	Cga	ENSMUSG00000028298
129	PRAMEF9	ENSG00000204505	Pramef6	ENSMUSG00000078512
130	OR9H1P	ENSG00000228336	Olfr466	ENSMUSG00000049806
131	MED22	ENSG00000148297	Med22	ENSMUSG00000015776
132	CORO7	ENSG00000262246	Coro7	ENSMUSG00000039637
133	NEUROD1	ENSG00000162992	Neurod1	ENSMUSG00000034701
134	PHOX2B	ENSG00000109132	Phox2b	ENSMUSG00000012520
135	CPTP	ENSG00000224051	Cptp	ENSMUSG00000029073
136	ZNF736	ENSG00000234444	Zfp457	ENSMUSG00000055341
137	HACD4	ENSG00000188921	Hacd4	ENSMUSG00000028497
138	ZNF681	ENSG00000196172	Zfp457	ENSMUSG00000055341
139	INTS11	ENSG00000127054	Ints11	ENSMUSG00000029034
140	HSPA4	ENSG00000170606	Hspa4	ENSMUSG00000020361
141	LIM2	ENSG00000105370	Lim2	ENSMUSG00000118560
142	SCTR	ENSG00000080293	Sctr	ENSMUSG00000026387
143	OST4	ENSG00000228474	Ost4	ENSMUSG00000038803
144	MPDU1	ENSG00000129255	Mpdu1	ENSMUSG00000018761
145	SOX15	ENSG00000129194	Sox15	ENSMUSG00000041287
146	PRAMEF11	ENSG00000239810	Pramef6	ENSMUSG00000078512
147	GRIN2D	ENSG00000105464	Grin2d	ENSMUSG00000002771
148	PRAMEF10	ENSG00000187545	Pramef6	ENSMUSG00000078512
149	LLPH	ENSG00000139233	Llph	ENSMUSG00000020224
150	RILPL2	ENSG00000150977	Rilpl2	ENSMUSG00000029401
151	PRAMEF4	ENSG00000243073	Pramef6	ENSMUSG00000078512
152	CYP3A4	ENSG00000160868	Cyp3a13	ENSMUSG00000029727
153	MAPK9	ENSG00000050748	Mapk9	ENSMUSG00000020366
154	FASTK	ENSG00000164896	Fastk	ENSMUSG00000028959
155	SYCP3	ENSG00000139351	Gm21477	ENSMUSG00000094399
156	SYCP3	ENSG00000139351	Gm20850	ENSMUSG00000100902
157	ABRACL	ENSG00000146386	Abracl	ENSMUSG00000078453
158	PHC3	ENSG00000173889	Phc3	ENSMUSG00000037652
159	ZUP1	ENSG00000153975	Zup1	ENSMUSG00000039531
160	ATP2A1	ENSG00000196296	Atp2a1	ENSMUSG00000030730
161	GRWD1	ENSG00000105447	Grwd1	ENSMUSG00000053801
162	DLGAP3	ENSG00000116544	Dlgap3	ENSMUSG00000042388
163	PRKCG	ENSG00000126583	Prkcg	ENSMUSG00000078816
164	PRAMEF20	ENSG00000204478	Pramef6	ENSMUSG00000078512
165	CORO7-PAM16	ENSG00000103426	Coro7	ENSMUSG00000039637
166	AGBL5	ENSG00000084693	Agbl5	ENSMUSG00000029165
167	PTPRJ	ENSG00000149177	Ptprj	ENSMUSG00000025314
168	GAREM1	ENSG00000141441	Garem1	ENSMUSG00000042680
169	TNIP1	ENSG00000145901	Tnip1	ENSMUSG00000020400
170	LRRC4C	ENSG00000148948	Lrrc4c	ENSMUSG00000050587
171	ATG2B	ENSG00000066739	Atg2b	ENSMUSG00000041341
172	RPUSD1	ENSG00000007376	Rpusd1	ENSMUSG00000041199
173	PPP1R14C	ENSG00000198729	Ppp1r14c	ENSMUSG00000040653
174	ZNF747	ENSG00000169955	E430018J23Rik	ENSMUSG00000078580
175	ZNF747	ENSG00000169955	Zfp764	ENSMUSG00000045757
176	IL20RA	ENSG00000016402	Il20ra	ENSMUSG00000020007
177	TMEM33	ENSG00000109133	Tmem33	ENSMUSG00000037720
178	KCND2	ENSG00000184408	Kcnd2	ENSMUSG00000060882
179	PRAMEF7	ENSG00000204510	Pramef6	ENSMUSG00000078512
180	KDELR1	ENSG00000105438	Kdelr1	ENSMUSG00000002778
181	KCNQ5	ENSG00000185760	Kcnq5	ENSMUSG00000028033
182	PRAMEF25	ENSG00000229571	Pramef6	ENSMUSG00000078512
183	ZNF724	ENSG00000196081	Zfp457	ENSMUSG00000055341
184	CYP3A7	ENSG00000160870	Cyp3a13	ENSMUSG00000029727
185	OAZ1	ENSG00000104904	Oaz1	ENSMUSG00000035242
186	GABRR2	ENSG00000111886	Gabrr2	ENSMUSG00000023267
187	SIGLEC10	ENSG00000142512	Siglecg	ENSMUSG00000030468
188	TMEM159	ENSG00000011638	Tmem159	ENSMUSG00000030917
189	TUBD1	ENSG00000108423	Tubd1	ENSMUSG00000020513
190	ZNF688	ENSG00000229809	Zfp688	ENSMUSG00000045251
191	ZNF212	ENSG00000170260	Zfp212	ENSMUSG00000052763
192	PRAMEF2	ENSG00000120952	Pramef6	ENSMUSG00000078512
193	SMARCAL1	ENSG00000138375	Smarcal1	ENSMUSG00000039354
194	PRAMEF19	ENSG00000204480	Pramef6	ENSMUSG00000078512
195	ENC1	ENSG00000171617	Enc1	ENSMUSG00000041773
196	FOCAD	ENSG00000188352	Focad	ENSMUSG00000038368
197	TMEM37	ENSG00000171227	Tmem37	ENSMUSG00000050777
198	PRAMEF18	ENSG00000279804	Pramef6	ENSMUSG00000078512
199	PRAMEF8	ENSG00000182330	Pramef6	ENSMUSG00000078512
200	EIF4EBP1	ENSG00000187840	Eif4ebp1	ENSMUSG00000031490
201	HCN2	ENSG00000099822	Hcn2	ENSMUSG00000020331
202	ADAMTS12	ENSG00000151388	Adamts12	ENSMUSG00000047497
203	PRAMEF13	ENSG00000279169	Pramef6	ENSMUSG00000078512
204	PRAMEF17	ENSG00000204479	Pramef6	ENSMUSG00000078512
205	SIGLEC11	ENSG00000161640	Siglecg	ENSMUSG00000030468
206	MAP3K20	ENSG00000091436	Map3k20	ENSMUSG00000004085
207	FAM171A1	ENSG00000148468	Fam171a1	ENSMUSG00000050530
208	RAMP1	ENSG00000132329	Ramp1	ENSMUSG00000034353
209	ZNF678	ENSG00000181450	Zfp457	ENSMUSG00000055341
210	MARK3	ENSG00000075413	Mark3	ENSMUSG00000007411
211	GSKIP	ENSG00000100744	Gskip	ENSMUSG00000044715
212	WHAMM	ENSG00000156232	Whamm	ENSMUSG00000045795
213	PRAMEF1	ENSG00000116721	Pramef6	ENSMUSG00000078512
214	RDH16	ENSG00000139547	Rdh19	ENSMUSG00000054052
215	NGEF	ENSG00000066248	Ngef	ENSMUSG00000026259
216	MORC2	ENSG00000133422	Morc2a	ENSMUSG00000034543
217	CYP3A7-CYP3A51P	ENSG00000282301	Cyp3a13	ENSMUSG00000029727
218	ZFPM2	ENSG00000169946	Zfpm2	ENSMUSG00000022306
219	EPHB3	ENSG00000182580	Ephb3	ENSMUSG00000005958
220	PRAMEF5	ENSG00000270601	Pramef6	ENSMUSG00000078512
221	C3orf80	ENSG00000180044	1110032F04Rik	ENSMUSG00000046999
222	CCDC173	ENSG00000154479	Ccdc173	ENSMUSG00000070883
223	RASL10A	ENSG00000100276	Rasl10a	ENSMUSG00000034209
224	RANBP10	ENSG00000141084	Ranbp10	ENSMUSG00000037415
225	PRAMEF33	ENSG00000237700	Pramef6	ENSMUSG00000078512
226	CYP3A43	ENSG00000021461	Cyp3a13	ENSMUSG00000029727
227	TBL3	ENSG00000183751	Tbl3	ENSMUSG00000040688
228	CYP2E1	ENSG00000130649	Cyp2e1	ENSMUSG00000025479
229	ZNF282	ENSG00000170265	Zfp282	ENSMUSG00000025821
230	SMIM3	ENSG00000256235	Smim3	ENSMUSG00000038059
231	MYADM	ENSG00000179820	Myadm	ENSMUSG00000068566
232	PRAMEF15	ENSG00000204501	Pramef6	ENSMUSG00000078512
233	OR5P2	ENSG00000183303	Olfr493	ENSMUSG00000093980
234	OR5P2	ENSG00000183303	Olfr494	ENSMUSG00000109631
235	OR5P2	ENSG00000183303	Olfr495	ENSMUSG00000110253
236	NFIC	ENSG00000141905	Nfic	ENSMUSG00000055053
237	CERKL	ENSG00000188452	Cerkl	ENSMUSG00000075256
238	DBI	ENSG00000155368	Dbi	ENSMUSG00000026385
239	PRAMEF26	ENSG00000280267	Pramef6	ENSMUSG00000078512
240		ENSG00000282218	Gopc	ENSMUSG00000019861
241	NOXO1	ENSG00000196408	Noxo1	ENSMUSG00000019320
242	GAS2L1	ENSG00000185340	Gas2l1	ENSMUSG00000034201
243	PODNL1	ENSG00000132000	Podnl1	ENSMUSG00000012889
244	KYNU	ENSG00000115919	Kynu	ENSMUSG00000026866
245	SULT2A1	ENSG00000105398	Sult2a1	ENSMUSG00000078798
246	MUC5AC	ENSG00000215182	Muc5ac	ENSMUSG00000037974
247	FRMD8	ENSG00000126391	Frmd8	ENSMUSG00000024816
248	ITGA4	ENSG00000115232	Itga4	ENSMUSG00000027009
249	SAP18	ENSG00000150459	Sap18b	ENSMUSG00000061104
250	TTC21B	ENSG00000123607	Ttc21b	ENSMUSG00000034848
251	TUT4	ENSG00000134744	Tut4	ENSMUSG00000034610
252	OR8K3	ENSG00000280314	Olfr1054	ENSMUSG00000075190
253	DACT2	ENSG00000164488	Dact2	ENSMUSG00000048826
254		ENSG00000261459	E430018J23Rik	ENSMUSG00000078580
255		ENSG00000261459	Zfp764	ENSMUSG00000045757
256	TUG1	ENSG00000253352	Tug1	ENSMUSG00000056579
257	FOXO1	ENSG00000150907	Foxo1	ENSMUSG00000044167
258	ENO1	ENSG00000074800	Eno1b	ENSMUSG00000059040
259	STAT5B	ENSG00000173757	Stat5b	ENSMUSG00000020919
260	CD83	ENSG00000112149	Cd83	ENSMUSG00000015396
261	PRAMEF27	ENSG00000274764	Pramef6	ENSMUSG00000078512
262	ZNF695	ENSG00000197472	Zfp457	ENSMUSG00000055341
263	AURKC	ENSG00000105146	Aurkc	ENSMUSG00000070837
264	CYP3A5	ENSG00000106258	Cyp3a13	ENSMUSG00000029727
265	PPARGC1A	ENSG00000109819	Ppargc1a	ENSMUSG00000029167
266	KRT17	ENSG00000128422	Krt17	ENSMUSG00000035557
267	MAEA	ENSG00000090316	Maea	ENSMUSG00000079562
268	ZNF682	ENSG00000197124	Zfp457	ENSMUSG00000055341
269	ZNF727	ENSG00000214652	Zfp457	ENSMUSG00000055341
270	PRAMEF12	ENSG00000116726	Pramef6	ENSMUSG00000078512
271	AP1S3	ENSG00000152056	Ap1s3	ENSMUSG00000054702
272	FAM133B	ENSG00000234545	Fam133b	ENSMUSG00000058503
273	RAB3IL1	ENSG00000167994	Rab3il1	ENSMUSG00000024663
274	PRAMEF6	ENSG00000232423	Pramef6	ENSMUSG00000078512
275	TMEM248	ENSG00000106609	Tmem248	ENSMUSG00000053094
276	OR5B2	ENSG00000172365	Olfr1451	ENSMUSG00000046913
277	LRRC28	ENSG00000168904	Lrrc28	ENSMUSG00000030556
278	L2HGDH	ENSG00000087299	L2hgdh	ENSMUSG00000020988
279	ZNF764	ENSG00000169951	E430018J23Rik	ENSMUSG00000078580
280	ZNF764	ENSG00000169951	Zfp764	ENSMUSG00000045757
281	GOPC	ENSG00000047932	Gopc	ENSMUSG00000019861
282	OR5B3	ENSG00000172769	Olfr1452-ps1	ENSMUSG00000109148
283	OR5B3	ENSG00000172769	Olfr1453	ENSMUSG00000094755
284	OR5B3	ENSG00000172769	Olfr1454	ENSMUSG00000094986
285	VASN	ENSG00000168140	Vasn	ENSMUSG00000039646
286	ZNF85	ENSG00000105750	Zfp457	ENSMUSG00000055341
287	SLC38A7	ENSG00000103042	Slc38a7	ENSMUSG00000036534
288	RILPL1	ENSG00000188026	Rilpl1	ENSMUSG00000029392
289	DOCK6	ENSG00000130158	Dock6	ENSMUSG00000032198
290	ZNF205	ENSG00000122386	Zfp13	ENSMUSG00000062012
291	PCGF5	ENSG00000180628	Pcgf5	ENSMUSG00000024805
292	NLRP4	ENSG00000160505	Nlrp4c	ENSMUSG00000034690
293	PPP1R15A	ENSG00000087074	Ppp1r15a	ENSMUSG00000040435
294	GLUD2	ENSG00000182890	Glud1	ENSMUSG00000021794
295	SMIM32	ENSG00000271824	Gm45623	ENSMUSG00000110086
296	AZGP1	ENSG00000160862	Azgp1	ENSMUSG00000037053
297	TMEM198	ENSG00000188760	Tmem198	ENSMUSG00000051703
298	CYP4X1	ENSG00000186377	Cyp4x1	ENSMUSG00000047155
299	C1orf232	ENSG00000282872	Gm30191	ENSMUSG00000108398
300	SLC25A3	ENSG00000075415	Slc25a3	ENSMUSG00000061904
301	SLC9A7	ENSG00000065923	Slc9a7	ENSMUSG00000037341
302	LIG1	ENSG00000105486	Lig1	ENSMUSG00000056394
303	SYCP3	ENSG00000139351	Gm20906	ENSMUSG00000099856
304	SYCP3	ENSG00000139351	Gm20920	ENSMUSG00000100485
305	SYCP3	ENSG00000139351	Gm28102	ENSMUSG00000101915
306	BCL3	ENSG00000069399	Bcl3	ENSMUSG00000053175
307	PPCS	ENSG00000127125	Ppcs	ENSMUSG00000028636
308	ESCO1	ENSG00000141446	Esco1	ENSMUSG00000024293
309	HPS6	ENSG00000166189	Hps6	ENSMUSG00000074811
310	GATAD1	ENSG00000157259	Gatad1	ENSMUSG00000007415
311	AREL1	ENSG00000119682	Arel1	ENSMUSG00000042350
312	DYNC2H1	ENSG00000187240	Dync2h1	ENSMUSG00000047193
313	MRPS33	ENSG00000090263	Mrps33	ENSMUSG00000029918
314	NME1	ENSG00000239672	Nme1	ENSMUSG00000037601
315	TAF10	ENSG00000166337	Taf10	ENSMUSG00000043866
316	C19orf84	ENSG00000262874		ENSMUSG00000118553
317	C19orf84	ENSG00000262874	Lim2	ENSMUSG00000093639
318	KRBOX1	ENSG00000240747	Zfp65	ENSMUSG00000071281
319	EPHB4	ENSG00000196411	Ephb4	ENSMUSG00000029710
320	TSNAXIP1	ENSG00000102904	Tsnaxip1	ENSMUSG00000031893
321	MYO3A	ENSG00000095777	Myo3a	ENSMUSG00000025716
322	CDK5R1	ENSG00000176749	Cdk5r1	ENSMUSG00000048895
323	ZNF418	ENSG00000196724	Zfy1	ENSMUSG00000053211
324	SNRPD1	ENSG00000167088	Snrpd1	ENSMUSG00000002477
325	CD59	ENSG00000085063	Cd59b	ENSMUSG00000068686
326	SLCO2B1	ENSG00000137491	Slco2b1	ENSMUSG00000030737
327	ZNF681	ENSG00000196172	Zfp595	ENSMUSG00000057842
328	ZNF681	ENSG00000196172	Gm49345	ENSMUSG00000114923
329	ZNF681	ENSG00000196172	Zfp738	ENSMUSG00000048280
330	ZNF681	ENSG00000196172	Zfp953	ENSMUSG00000098905
331	ZNF552	ENSG00000178935	Zfy1	ENSMUSG00000053211
332	CCDC27	ENSG00000162592	Ccdc27	ENSMUSG00000039492
333	CRYZL1	ENSG00000205758	Cryzl1	ENSMUSG00000058240
334	BRF1	ENSG00000185024	Brf1	ENSMUSG00000011158
335	C12orf75	ENSG00000235162	1500009L16Rik	ENSMUSG00000087651
336	PHOSPHO2	ENSG00000144362	Phospho2	ENSMUSG00000027088
337	NUS1	ENSG00000153989	Nus1	ENSMUSG00000023068
338	GREB1	ENSG00000196208	Greb1	ENSMUSG00000036523
339	PRADC1	ENSG00000135617	Pradc1	ENSMUSG00000030008
340	CDK12	ENSG00000167258	Cdk12	ENSMUSG00000003119
341	UBE2F-SCLY	ENSG00000258984	Ube2f	ENSMUSG00000034343
342	BBS1	ENSG00000174483	Bbs1	ENSMUSG00000006464
343	ZCCHC10	ENSG00000155329	Zcchc10	ENSMUSG00000018239
344	ZNF792	ENSG00000180884	Zfy1	ENSMUSG00000053211
345	ABCB9	ENSG00000150967	Abcb9	ENSMUSG00000029408
346	MCC	ENSG00000171444	Mcc	ENSMUSG00000071856
347	ZNF419	ENSG00000105136	Zfy1	ENSMUSG00000053211
348	RABEP2	ENSG00000177548	Rabep2	ENSMUSG00000030727
349	ATP13A1	ENSG00000105726	Atp13a1	ENSMUSG00000031862
350	ARHGAP10	ENSG00000071205	Arhgap10	ENSMUSG00000037148
351	IMMP2L	ENSG00000184903	Immp2l	ENSMUSG00000056899
352	ODF1	ENSG00000155087	Odf1	ENSMUSG00000061923
353	OR11G2	ENSG00000196832	Olfr738	ENSMUSG00000094692
354	RAB11FIP3	ENSG00000090565	Rab11fip3	ENSMUSG00000037098
355	ADAM22	ENSG00000008277	Adam22	ENSMUSG00000040537
356	NAPG	ENSG00000134265	Napg	ENSMUSG00000024581
357	ARMH3	ENSG00000120029	Armh3	ENSMUSG00000039901
358	OR2F2	ENSG00000221910	Olfr38	ENSMUSG00000095236
359	OR2F2	ENSG00000221910	Olfr452	ENSMUSG00000094192
360	IQCB1	ENSG00000173226	Iqcb1	ENSMUSG00000022837
361	TRMT10C	ENSG00000174173	Trmt10c	ENSMUSG00000044763
362	DHDH	ENSG00000104808	Dhdh	ENSMUSG00000011382
363	DHDH	ENSG00000104808	Gm45808	ENSMUSG00000109926
364	OR4Q3	ENSG00000182652	Olfr735	ENSMUSG00000046210
365	AGTR1	ENSG00000144891	Agtr1a	ENSMUSG00000049115
366	LRRN3	ENSG00000173114	Lrrn3	ENSMUSG00000036295
367	STIMATE	ENSG00000213533	Stimate	ENSMUSG00000006526
368	ZNF479	ENSG00000185177	Gm26965	ENSMUSG00000097565
369	ZNF479	ENSG00000185177	Gm28044	ENSMUSG00000098781
370	ZNF479	ENSG00000185177	Gm28041	ENSMUSG00000098692
371		ENSG00000268107	Zfy1	ENSMUSG00000053211
372	TGFBR1	ENSG00000106799	Tgfbr1	ENSMUSG00000007613
373	OR2L3	ENSG00000198128	Olfr167	ENSMUSG00000045341
374	FBP1	ENSG00000165140	Fbp1	ENSMUSG00000069805
375	ASPSCR1	ENSG00000169696	Aspscr1	ENSMUSG00000025142
376	HEPACAM2	ENSG00000188175	Hepacam2	ENSMUSG00000044156
377	C9	ENSG00000113600	C9	ENSMUSG00000022149
378	NME1-NME2	ENSG00000011052	Gm20390	ENSMUSG00000091228
379	ZNF154	ENSG00000179909	Zfy1	ENSMUSG00000053211
380	SMAD5	ENSG00000113658	Smad5	ENSMUSG00000021540
381	ZNF562	ENSG00000171466	Zfy1	ENSMUSG00000053211
382	GABRR1	ENSG00000146276	Gabrr1	ENSMUSG00000028280
383	OPCML	ENSG00000183715	Opcml	ENSMUSG00000062257
384	OR2AJ1	ENSG00000177275	Olfr169	ENSMUSG00000068535
385	OR2AJ1	ENSG00000177275	Olfr170	ENSMUSG00000062245
386	OR2AJ1	ENSG00000177275	Olfr171	ENSMUSG00000060480
387	MSI1	ENSG00000135097	Msi1	ENSMUSG00000054256
388	SLC17A7	ENSG00000104888	Slc17a7	ENSMUSG00000070570
389	EBF1	ENSG00000164330	Ebf1	ENSMUSG00000057098
390	ARV1	ENSG00000173409	Arv1	ENSMUSG00000031982
391	ZNF304	ENSG00000131845	Zfy1	ENSMUSG00000053211
392	ZAN	ENSG00000146839	Zan	ENSMUSG00000079173
393	SLC35D3	ENSG00000182747	Slc35d3	ENSMUSG00000050473
394	OBSL1	ENSG00000124006	Obsl1	ENSMUSG00000026211
