HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
34	ZNF548	ENSG00000188785	Zfy1	ENSMUSG00000053211
35	TIMM17B	ENSG00000126768	Timm17b	ENSMUSG00000031158
36	THOC2	ENSG00000125676	Thoc2	ENSMUSG00000037475
37	ZNF146	ENSG00000167635	Zfp146	ENSMUSG00000037029
38	SLC1A6	ENSG00000105143	Slc1a6	ENSMUSG00000005357
39	NACC2	ENSG00000148411	Nacc2	ENSMUSG00000026932
40	TMEM115	ENSG00000126062	Tmem115	ENSMUSG00000010045
41	NT5C3A	ENSG00000122643	Nt5c3	ENSMUSG00000029780
42	PPIH	ENSG00000171960	Ppih	ENSMUSG00000060288
43	SLAIN1	ENSG00000139737	Slain1	ENSMUSG00000055717
44	LY96	ENSG00000154589	Ly96	ENSMUSG00000025779
45	FBLN2	ENSG00000163520	Fbln2	ENSMUSG00000064080
46	CYB561D2	ENSG00000114395	Cyb561d2	ENSMUSG00000037190
47	TRBV3-1	ENSG00000237702	Trbv4	ENSMUSG00000107486
48	ZNF837	ENSG00000152475	Zfy1	ENSMUSG00000053211
49	MRPS30	ENSG00000112996	Mrps30	ENSMUSG00000021731
50	LMBRD1	ENSG00000168216	Lmbrd1	ENSMUSG00000073725
51	ZNF793	ENSG00000188227	Zfy1	ENSMUSG00000053211
52	LYPD8	ENSG00000259823	Lypd8	ENSMUSG00000013643
53	LPL	ENSG00000175445	Lpl	ENSMUSG00000015568
54	UBA3	ENSG00000144744	Uba3	ENSMUSG00000030061
55	LMCD1	ENSG00000071282	Lmcd1	ENSMUSG00000057604
56		ENSG00000268107	Zfy1	ENSMUSG00000053211
57	EHD2	ENSG00000024422	Ehd2	ENSMUSG00000074364
58	GRK6	ENSG00000198055	Grk6	ENSMUSG00000074886
59	ZNF256	ENSG00000152454	Zfy1	ENSMUSG00000053211
60	BRIX1	ENSG00000113460	Brix1	ENSMUSG00000022247
61	UBA2	ENSG00000126261	Uba2	ENSMUSG00000052997
62	CCDC178	ENSG00000166960	Ccdc178	ENSMUSG00000024306
63	CD200R1	ENSG00000163606	Cd200r4	ENSMUSG00000062082
64	ZNF418	ENSG00000196724	Zfy1	ENSMUSG00000053211
65	ZNF610	ENSG00000167554	Zfy1	ENSMUSG00000053211
66	SPIB	ENSG00000269404	Spib	ENSMUSG00000008193
67		ENSG00000268163	Zfy1	ENSMUSG00000053211
68	ALYREF	ENSG00000183684	Gm20765	ENSMUSG00000095022
69	ALYREF	ENSG00000183684	Gm4340	ENSMUSG00000090854
70	SYCP3	ENSG00000139351	Gm20937	ENSMUSG00000096016
71	ARRDC3	ENSG00000113369	Arrdc3	ENSMUSG00000074794
72	BHLHB9	ENSG00000198908	Bhlhb9	ENSMUSG00000072964
73	NUDC	ENSG00000090273	Nudc	ENSMUSG00000028851
74	C10orf67	ENSG00000179133	4921504E06Rik	ENSMUSG00000026734
75	CYP1A1	ENSG00000140465	Cyp1a1	ENSMUSG00000032315
76	PCBD1	ENSG00000166228	Pcbd1	ENSMUSG00000020098
77	ZNF772	ENSG00000197128	Zfy1	ENSMUSG00000053211
78	ZNF480	ENSG00000198464	Zfy1	ENSMUSG00000053211
79		ENSG00000142539	Spib	ENSMUSG00000008193
80	CDK9	ENSG00000136807	Cdk9	ENSMUSG00000009555
81	F2	ENSG00000180210	F2	ENSMUSG00000027249
82	SLMAP	ENSG00000163681	Slmap	ENSMUSG00000021870
83	WDR35	ENSG00000118965	Wdr35	ENSMUSG00000066643
84	FLVCR2	ENSG00000119686	Flvcr2	ENSMUSG00000034258
85		ENSG00000286015	Lypd8	ENSMUSG00000013643
86	TRMT13	ENSG00000122435	Trmt13	ENSMUSG00000033439
87	CAPRIN2	ENSG00000110888	Caprin2	ENSMUSG00000030309
88	OR8H1	ENSG00000181693	Gm13723	ENSMUSG00000086338
89	YY1	ENSG00000100811	Yy1	ENSMUSG00000021264
90		ENSG00000180448	Arhgap45	ENSMUSG00000035697
91	FYN	ENSG00000010810	Fyn	ENSMUSG00000019843
92	ZNF419	ENSG00000105136	Zfy1	ENSMUSG00000053211
93	ZNF134	ENSG00000213762	Zfy1	ENSMUSG00000053211
94	TUBB2B	ENSG00000137285	Tubb2b	ENSMUSG00000045136
95	ZNF773	ENSG00000152439	Zfy1	ENSMUSG00000053211
96	PRSS27	ENSG00000172382	Prss27	ENSMUSG00000050762
97	YWHAH	ENSG00000128245	Ywhah	ENSMUSG00000018965
98	PPIH	ENSG00000171960	Gm7879	ENSMUSG00000033036
99	CLRN1	ENSG00000163646	Clrn1	ENSMUSG00000043850
100	OR8H3	ENSG00000181761	Gm13723	ENSMUSG00000086338
101	TMEM229A	ENSG00000234224	Tmem229a	ENSMUSG00000048022
102	RBM12B	ENSG00000183808	Rbm12b1	ENSMUSG00000046667
103	ZNF549	ENSG00000121406	Zfy1	ENSMUSG00000053211
104	BATF	ENSG00000156127	Batf	ENSMUSG00000034266
105	ZNF586	ENSG00000083828	Zfy1	ENSMUSG00000053211
106	INTS14	ENSG00000138614	Ints14	ENSMUSG00000034263
107	SPAM1	ENSG00000106304	Hyal5	ENSMUSG00000029678
108	OR8H2	ENSG00000181767	Gm13723	ENSMUSG00000086338
109	ADGRG3	ENSG00000182885	Adgrg3	ENSMUSG00000060470
110		ENSG00000131845	Zfy1	ENSMUSG00000053211
111	RC3H2	ENSG00000056586	Rc3h2	ENSMUSG00000075376
112	ZNF561	ENSG00000171469	Zfy1	ENSMUSG00000053211
113	ZNF154	ENSG00000179909	Zfy1	ENSMUSG00000053211
114	ZNF562	ENSG00000171466	Zfy1	ENSMUSG00000053211
115		ENSG00000286237	Bhlhb9	ENSMUSG00000072964
116	PIAS4	ENSG00000105229	Pias4	ENSMUSG00000004934
117	LITAFD	ENSG00000283516	Gm5767	ENSMUSG00000107252
118	CD200R1L	ENSG00000206531	Cd200r4	ENSMUSG00000062082
119	POU4F2	ENSG00000151615	Pou4f2	ENSMUSG00000031688
120	ZNF274	ENSG00000171606	Zfp369	ENSMUSG00000021514
121	RPS6KA6	ENSG00000072133	Rps6ka6	ENSMUSG00000025665
122	SPOPL	ENSG00000144228	Spopl	ENSMUSG00000026771
123	OR8H3	ENSG00000181761	Olfr1097	ENSMUSG00000075170
124	OR8H3	ENSG00000181761	Olfr1098	ENSMUSG00000075169
125	OR8H3	ENSG00000181761	Olfr1099	ENSMUSG00000075168
126	OR8H3	ENSG00000181761	Olfr1100	ENSMUSG00000070875
127	GRP	ENSG00000134443	Grp	ENSMUSG00000024517
128	MLIP	ENSG00000146147	Mlip	ENSMUSG00000032355
129	FGFBP1	ENSG00000137440	Fgfbp1	ENSMUSG00000048373
130	OR8H1	ENSG00000181693	Olfr1097	ENSMUSG00000075170
131	OR8H1	ENSG00000181693	Olfr1098	ENSMUSG00000075169
132	OR8H1	ENSG00000181693	Olfr1099	ENSMUSG00000075168
133	OR8H1	ENSG00000181693	Olfr1100	ENSMUSG00000070875
134	MED12L	ENSG00000144893	Med12l	ENSMUSG00000056476
135	LRRC39	ENSG00000122477	Lrrc39	ENSMUSG00000027961
136	WNT7A	ENSG00000154764	Wnt7a	ENSMUSG00000030093
137	DTWD2	ENSG00000169570	Dtwd2	ENSMUSG00000024505
138	SLC22A9	ENSG00000149742	Slc22a19	ENSMUSG00000024757
139	TTC29	ENSG00000137473	Ttc29	ENSMUSG00000037101
140	N4BP2L2	ENSG00000244754	N4bp2l2	ENSMUSG00000029655
141	CAP1	ENSG00000131236	Cap1	ENSMUSG00000028656
142	ABCC1	ENSG00000103222	Abcc1	ENSMUSG00000023088
143	HACD3	ENSG00000074696	Hacd3	ENSMUSG00000033629
144	OR5T1	ENSG00000181698	Olfr1102	ENSMUSG00000049843
145	KDM5D	ENSG00000012817	Kdm5d	ENSMUSG00000056673
146	HEATR3	ENSG00000155393	Heatr3	ENSMUSG00000031657
147	MTOR	ENSG00000198793	Mtor	ENSMUSG00000028991
148	BLOC1S5-TXNDC5	ENSG00000259040	Bloc1s5	ENSMUSG00000038982
149	DGKH	ENSG00000102780	Dgkh	ENSMUSG00000034731
150	FAM92A	ENSG00000188343	Fam92a	ENSMUSG00000028218
151	NEK10	ENSG00000163491	Nek10	ENSMUSG00000042567
152	CLOCK	ENSG00000134852	Clock	ENSMUSG00000029238
153	IRF4	ENSG00000137265	Irf4	ENSMUSG00000021356
154	ASPH	ENSG00000198363	Asph	ENSMUSG00000028207
155	GPRASP1	ENSG00000198932	Gprasp1	ENSMUSG00000043384
156	POLE3	ENSG00000148229	Pole3	ENSMUSG00000028394
157	OR8H2	ENSG00000181767	Olfr1097	ENSMUSG00000075170
158	OR8H2	ENSG00000181767	Olfr1098	ENSMUSG00000075169
159	OR8H2	ENSG00000181767	Olfr1099	ENSMUSG00000075168
160	OR8H2	ENSG00000181767	Olfr1100	ENSMUSG00000070875
161	ERI3	ENSG00000117419	Eri3	ENSMUSG00000033423
162	TMEM250	ENSG00000238227	Tmem250-ps	ENSMUSG00000087679
163	GDAP1	ENSG00000104381	Gdap1	ENSMUSG00000025777
164	VN1R5	ENSG00000197617	Vmn1r4	ENSMUSG00000071893
165	VN1R5	ENSG00000197617	Vmn1r5	ENSMUSG00000090346
166	VN1R5	ENSG00000197617	Vmn1r6	ENSMUSG00000115701
167	VN1R5	ENSG00000197617	Vmn1r7	ENSMUSG00000093696
168	VN1R5	ENSG00000197617	Vmn1r8	ENSMUSG00000061208
169	VN1R5	ENSG00000197617	Vmn1r9	ENSMUSG00000091541
170	VN1R5	ENSG00000197617	Vmn1r10	ENSMUSG00000115181
171	VN1R5	ENSG00000197617	Vmn1r11	ENSMUSG00000115236
172	ALDH3B2	ENSG00000132746	Aldh3b3	ENSMUSG00000037263
173	PRMT5	ENSG00000100462	Prmt5	ENSMUSG00000023110
174	KBTBD11	ENSG00000176595	Kbtbd11	ENSMUSG00000055675
175	LGMN	ENSG00000100600	Lgmn	ENSMUSG00000021190
176		ENSG00000286224		ENSMUSG00000117965
177	PDIA2	ENSG00000185615	Pdia2	ENSMUSG00000024184
178	ZNF408	ENSG00000175213	Zfp408	ENSMUSG00000075040
179	CDON	ENSG00000064309	Cdon	ENSMUSG00000038119
180	RNF103	ENSG00000239305	Rnf103	ENSMUSG00000052656
181	OTUD1	ENSG00000165312	Otud1	ENSMUSG00000043415
182	PANX1	ENSG00000110218	Panx1	ENSMUSG00000031934
183	OR8I2	ENSG00000172154	Olfr1104	ENSMUSG00000075166
184	GYS2	ENSG00000111713	Gys2	ENSMUSG00000030244
185	ROPN1B	ENSG00000114547	Ropn1	ENSMUSG00000022832
186	MMADHC	ENSG00000168288	Mmadhc	ENSMUSG00000026766
187	RNASE3	ENSG00000169397	Ear14	ENSMUSG00000050766
188	RNASE3	ENSG00000169397	Rnase2a	ENSMUSG00000047222
189	LACTBL1	ENSG00000215906	Lactbl1	ENSMUSG00000070683
190	POGLUT3	ENSG00000178202	Kdelc2	ENSMUSG00000034487
191	CCDC14	ENSG00000175455	Ccdc14	ENSMUSG00000022833
192	TNFAIP3	ENSG00000118503	Tnfaip3	ENSMUSG00000019850
193	CERS1	ENSG00000223802	Cers1	ENSMUSG00000087408
194	MFAP2	ENSG00000117122	Mfap2	ENSMUSG00000060572
195	ZBTB6	ENSG00000186130	Zbtb6	ENSMUSG00000066798
196	ZSWIM8	ENSG00000214655	Zswim8	ENSMUSG00000021819
197	PCNT	ENSG00000160299	Pcnt	ENSMUSG00000001151
198		ENSG00000080511	Rdh8	ENSMUSG00000053773
199	ARMCX5	ENSG00000125962	Armcx5	ENSMUSG00000072969
200	ITIH1	ENSG00000055957	Itih1	ENSMUSG00000006529
201	F7	ENSG00000057593	F7	ENSMUSG00000031443
202	ZNF786	ENSG00000197362	Zfp786	ENSMUSG00000051499
203	ZRANB2	ENSG00000132485	Zranb2	ENSMUSG00000028180
204	FMR1NB	ENSG00000176988	Fmr1nb	ENSMUSG00000062170
205	HDAC4	ENSG00000068024	Hdac4	ENSMUSG00000026313
206	LRP1	ENSG00000123384	Lrp1	ENSMUSG00000040249
207	RNF103-CHMP3	ENSG00000249884	Chmp3	ENSMUSG00000053119
208	CISD2	ENSG00000145354	Cisd2	ENSMUSG00000028165
209	SLC1A2	ENSG00000110436	Slc1a2	ENSMUSG00000005089
210	MET	ENSG00000105976	Met	ENSMUSG00000009376
211	CCDC3	ENSG00000151468	Ccdc3	ENSMUSG00000026676
212	OR5T3	ENSG00000172489	Olfr1102	ENSMUSG00000049843
213	RASGRF1	ENSG00000058335	Rasgrf1	ENSMUSG00000032356
214	C11orf65	ENSG00000166323	4930550C14Rik	ENSMUSG00000005131
215	ZBTB26	ENSG00000171448	Zbtb26	ENSMUSG00000050714
216	ATP6V1E1	ENSG00000131100	Atp6v1e1	ENSMUSG00000019210
217	ROPN1	ENSG00000065371	Ropn1	ENSMUSG00000022832
218	LIN52	ENSG00000205659	Lin52	ENSMUSG00000085793
219	CHMP3	ENSG00000115561	Chmp3	ENSMUSG00000053119
220	ARSJ	ENSG00000180801	Arsj	ENSMUSG00000046561
221	ANGPTL7	ENSG00000171819	Angptl7	ENSMUSG00000028989
222	DIO2	ENSG00000211448	Dio2	ENSMUSG00000007682
223	OR2H2	ENSG00000204657	Olfr90	ENSMUSG00000056600
224	OR2H2	ENSG00000204657	Olfr91	ENSMUSG00000095377
225	OR2H2	ENSG00000204657	Olfr92	ENSMUSG00000096477
226	PPT1	ENSG00000131238	Ppt1	ENSMUSG00000028657
227	EDNRB	ENSG00000136160	Ednrb	ENSMUSG00000022122
228	SPRYD7	ENSG00000123178	Spryd7	ENSMUSG00000021930
229	GSTM1	ENSG00000134184	Gstm6	ENSMUSG00000068762
230	ALAD	ENSG00000148218	Alad	ENSMUSG00000028393
231	TTC8	ENSG00000165533	Ttc8	ENSMUSG00000021013
232	ANKRD16	ENSG00000134461	Ankrd16	ENSMUSG00000047909
233	GPRASP2	ENSG00000158301	Gprasp2	ENSMUSG00000072966
234	RNF216	ENSG00000011275	Rnf216	ENSMUSG00000045078
235	TEX46	ENSG00000227868	Tex46	ENSMUSG00000036921
236	SSUH2	ENSG00000125046	Ssu2	ENSMUSG00000034387
237	SAMD5	ENSG00000203727	Samd5	ENSMUSG00000060487
238	IL1RL1	ENSG00000115602	Il1rl1	ENSMUSG00000026069
239	KLC4	ENSG00000137171	Klc4	ENSMUSG00000003546
240	PLPPR1	ENSG00000148123	Plppr1	ENSMUSG00000063446
241	PDIA4	ENSG00000155660	Pdia4	ENSMUSG00000025823
242	BICRA	ENSG00000063169	Bicra	ENSMUSG00000070808
243	CSF1R	ENSG00000182578	Csf1r	ENSMUSG00000024621
244	COX7A1	ENSG00000161281	Cox7a1	ENSMUSG00000074218
245	ANG	ENSG00000214274	Ang2	ENSMUSG00000047894
246	PHIP	ENSG00000146247	Phip	ENSMUSG00000032253
247	KCTD5	ENSG00000167977	Kctd5	ENSMUSG00000016946
248	BLOC1S5	ENSG00000188428	Bloc1s5	ENSMUSG00000038982
249	SYP	ENSG00000102003	Syp	ENSMUSG00000031144
250	HMGXB3	ENSG00000113716	Hmgxb3	ENSMUSG00000024622
251	PLEKHS1	ENSG00000148735	Plekhs1	ENSMUSG00000035818
252	TRIM13	ENSG00000204977	Trim13	ENSMUSG00000035235
253	SYCP3	ENSG00000139351	Gm20835	ENSMUSG00000101933
254	CLCN7	ENSG00000103249	Clcn7	ENSMUSG00000036636
255	JPH1	ENSG00000104369	Jph1	ENSMUSG00000042686
256	OR5T2	ENSG00000181718	Olfr1101	ENSMUSG00000075167
257	ASB12	ENSG00000198881	Asb12	ENSMUSG00000031204
258	OR2H1	ENSG00000204688	Olfr90	ENSMUSG00000056600
259	OR2H1	ENSG00000204688	Olfr91	ENSMUSG00000095377
260	OR2H1	ENSG00000204688	Olfr92	ENSMUSG00000096477
261	RNASE2	ENSG00000169385	Ear14	ENSMUSG00000050766
262	RNASE2	ENSG00000169385	Rnase2a	ENSMUSG00000047222
263	NPTX2	ENSG00000106236	Nptx2	ENSMUSG00000059991
264	SH2D3C	ENSG00000095370	Sh2d3c	ENSMUSG00000059013
265	GDF1	ENSG00000130283	Cers1	ENSMUSG00000087408
266	VSX2	ENSG00000119614	Vsx2	ENSMUSG00000021239
267	OGT	ENSG00000147162	Ogt	ENSMUSG00000034160
268	TRBV10-3	ENSG00000275791	Trbv13-1	ENSMUSG00000076467
269	TRBV10-3	ENSG00000275791	Trbv13-2	ENSMUSG00000076469
270	TRBV10-3	ENSG00000275791	Trbv13-3	ENSMUSG00000076470
271	NUDT2	ENSG00000164978	Nudt2	ENSMUSG00000028443
272	SLC15A2	ENSG00000163406	Slc15a2	ENSMUSG00000022899
273	FUCA2	ENSG00000001036	Fuca2	ENSMUSG00000019810
274	FKBP2	ENSG00000173486	Fkbp2	ENSMUSG00000056629
275	UPF1	ENSG00000005007	Upf1	ENSMUSG00000058301
276	IGSF10	ENSG00000152580	Igsf10	ENSMUSG00000036334
277	UCHL3	ENSG00000118939	Uchl3	ENSMUSG00000022111
278	DLGAP5	ENSG00000126787	Dlgap5	ENSMUSG00000037544
279	FBXO36	ENSG00000153832	Fbxo36	ENSMUSG00000073633
280	SLC22A9	ENSG00000149742	Slc22a26	ENSMUSG00000053303
281	ASXL3	ENSG00000141431	Asxl3	ENSMUSG00000045215
282	TLR2	ENSG00000137462	Tlr2	ENSMUSG00000027995
283	CDK7	ENSG00000134058	Cdk7	ENSMUSG00000069089
284	LHX3	ENSG00000107187	Lhx3	ENSMUSG00000026934
285	KCNRG	ENSG00000198553	Kcnrg	ENSMUSG00000046168
286	CNOT3	ENSG00000088038	Cnot3	ENSMUSG00000035632
287	LCP1	ENSG00000136167	Lcp1	ENSMUSG00000021998
288	RNF128	ENSG00000133135	Rnf128	ENSMUSG00000031438
289	RUFY3	ENSG00000018189	Rufy3	ENSMUSG00000029291
290		ENSG00000042317	Spata7	ENSMUSG00000021007
291	VN1R1	ENSG00000178201	Vmn1r-ps7	ENSMUSG00000106893
292	VN1R1	ENSG00000178201	Vmn1r2	ENSMUSG00000115072
293	VN1R1	ENSG00000178201	Vmn1r3	ENSMUSG00000115466
294	LENG1	ENSG00000105617	Leng1	ENSMUSG00000078813
295	OR11A1	ENSG00000204694	Olfr96	ENSMUSG00000064121
296	OR10C1	ENSG00000206474	Olfr95	ENSMUSG00000049561
297	NLRP4	ENSG00000160505	Nlrp4c	ENSMUSG00000034690
298	HFM1	ENSG00000162669	Hfm1	ENSMUSG00000043410
299	SFRP2	ENSG00000145423	Sfrp2	ENSMUSG00000027996
300	GPN2	ENSG00000142751	Gpn2	ENSMUSG00000028848
301	LCN12	ENSG00000184925	Lcn12	ENSMUSG00000026943
302	ERG28	ENSG00000133935	Erg28	ENSMUSG00000021252
303	C9orf43	ENSG00000157653	4933430I17Rik	ENSMUSG00000058046
304	FDXACB1	ENSG00000255561	Fdxacb1	ENSMUSG00000037845
305	PDCL2	ENSG00000163440	Pdcl2	ENSMUSG00000029235
306	LDLRAP1	ENSG00000157978	Ldlrap1	ENSMUSG00000037295
307	TBC1D8B	ENSG00000133138	Tbc1d8b	ENSMUSG00000042473
308	ZFYVE28	ENSG00000159733	Zfyve28	ENSMUSG00000037224
309	MARCH2	ENSG00000099785	March2	ENSMUSG00000079557
310	KIRREL3	ENSG00000149571	Kirrel3	ENSMUSG00000032036
311	P2RX4	ENSG00000135124	P2rx4	ENSMUSG00000029470
312	TRBV12-5	ENSG00000275158	Trbv16	ENSMUSG00000076473
313	CDK19	ENSG00000155111	Cdk19	ENSMUSG00000038481
314	CD200R1	ENSG00000163606	Cd200r2	ENSMUSG00000090176
315	NOS1	ENSG00000089250	Nos1	ENSMUSG00000029361
316	MIIP	ENSG00000116691	Miip	ENSMUSG00000029022
317	CWC27	ENSG00000153015	Cwc27	ENSMUSG00000021715
318	CLDN34	ENSG00000234469	Cldn34c4	ENSMUSG00000043569
319	CAPNS1	ENSG00000126247	Capns1	ENSMUSG00000001794
320	EEF1E1	ENSG00000124802	Eef1e1	ENSMUSG00000001707
321	ZNF282	ENSG00000170265	Zfp282	ENSMUSG00000025821
322	TBC1D13	ENSG00000107021	Tbc1d13	ENSMUSG00000039678
323	CTNNAL1	ENSG00000119326	Ctnnal1	ENSMUSG00000038816
324	PCOLCE2	ENSG00000163710	Pcolce2	ENSMUSG00000015354
325	SYCP1	ENSG00000198765	Sycp1	ENSMUSG00000027855
326	TMEM130	ENSG00000166448	Tmem130	ENSMUSG00000043388
327	TAS2R41	ENSG00000221855	Tas2r126	ENSMUSG00000048284
328	VEPH1	ENSG00000197415	Veph1	ENSMUSG00000027831
329	LCA5L	ENSG00000157578	Lca5l	ENSMUSG00000045275
330	IMPG2	ENSG00000081148	Impg2	ENSMUSG00000035270
331	TENT4B	ENSG00000121274	Tent4b	ENSMUSG00000036779
332	CHSY3	ENSG00000198108	Chsy3	ENSMUSG00000058152
333	PABPN1	ENSG00000100836	Pabpn1	ENSMUSG00000022194
334	SEC63	ENSG00000025796	Sec63	ENSMUSG00000019802
335		ENSG00000258529	Alg9	ENSMUSG00000032059
336		ENSG00000275740	Rbm27	ENSMUSG00000024491
337	PSMG4	ENSG00000180822	Psmg4	ENSMUSG00000071451
338	CD63	ENSG00000135404	Cd63	ENSMUSG00000025351
339	RFX4	ENSG00000111783	Rfx4	ENSMUSG00000020037
340	HACE1	ENSG00000085382	Hace1	ENSMUSG00000038822
341	PPP1R14C	ENSG00000198729	Ppp1r14c	ENSMUSG00000040653
342	LMOD3	ENSG00000163380	Lmod3	ENSMUSG00000044086
343	CERS1	ENSG00000223802	Gdf1	ENSMUSG00000109523
344	PRICKLE3	ENSG00000012211	Prickle3	ENSMUSG00000031145
345	BCL2L2-PABPN1	ENSG00000258643	Gm20521	ENSMUSG00000092232
346	GABRA6	ENSG00000145863	Gabra6	ENSMUSG00000020428
347	TRBV12-4	ENSG00000276953	Trbv16	ENSMUSG00000076473
348	TRBV20OR9-2	ENSG00000205274	Trbv20	ENSMUSG00000076476
349	DAPP1	ENSG00000070190	Dapp1	ENSMUSG00000028159
350	GPR171	ENSG00000174946	Gpr171	ENSMUSG00000050075
351	OXTR	ENSG00000180914	Oxtr	ENSMUSG00000049112
352	GYPC	ENSG00000136732	Gypc	ENSMUSG00000090523
353	P2RY14	ENSG00000174944	P2ry14	ENSMUSG00000036381
354	OSCP1	ENSG00000116885	Oscp1	ENSMUSG00000042616
355	SAMD9L	ENSG00000177409	Samd9l	ENSMUSG00000047735
356	KIF3A	ENSG00000131437	Kif3a	ENSMUSG00000018395
357	SCFD1	ENSG00000092108	Scfd1	ENSMUSG00000020952
358	ZNF398	ENSG00000197024	Zfp398	ENSMUSG00000062519
359	C19orf66	ENSG00000130813	A230050P20Rik	ENSMUSG00000038884
360	VWCE	ENSG00000167992	Vwce	ENSMUSG00000043789
361	SLC25A29	ENSG00000197119	Slc25a29	ENSMUSG00000021265
362	PHTF2	ENSG00000006576	Phtf2	ENSMUSG00000039987
363	ALKBH1	ENSG00000100601	Alkbh1	ENSMUSG00000079036
364	C5orf22	ENSG00000082213	6030458C11Rik	ENSMUSG00000022195
365	TRBV11-3	ENSG00000276597	Trbv14	ENSMUSG00000076471
366	GSDMC	ENSG00000147697	Gsdmc4	ENSMUSG00000055748
367	ARHGDIG	ENSG00000242173	Arhgdig	ENSMUSG00000073433
368	ELMO1	ENSG00000155849	Elmo1	ENSMUSG00000041112
369	LSM10	ENSG00000181817	Lsm10	ENSMUSG00000050188
370	AKR1B1	ENSG00000085662	Akr1b3	ENSMUSG00000001642
371	PLP2	ENSG00000102007	Plp2	ENSMUSG00000031146
372	C15orf39	ENSG00000167173	1700017B05Rik	ENSMUSG00000032300
373	FAM177A1	ENSG00000151327	Fam177a	ENSMUSG00000095595
374	TRBV12-3	ENSG00000274752	Trbv16	ENSMUSG00000076473
375	ANGPTL6	ENSG00000130812	Angptl6	ENSMUSG00000038742
376	OR2H2	ENSG00000204657	Olfr93	ENSMUSG00000091601
377	OR2H2	ENSG00000204657	Olfr753-ps1	ENSMUSG00000090556
378	OAZ2	ENSG00000180304	Oaz2	ENSMUSG00000040652
379	EEF1E1-BLOC1S5	ENSG00000265818	Eef1e1	ENSMUSG00000001707
380	TRAF3IP2	ENSG00000056972	Traf3ip2	ENSMUSG00000019842
381	CD37	ENSG00000104894	Cd37	ENSMUSG00000030798
382	S100A9	ENSG00000163220	Gm5849	ENSMUSG00000096621
383	NMU	ENSG00000109255	Nmu	ENSMUSG00000029236
384		ENSG00000127529	Olfr1356	ENSMUSG00000051190
385	CRISPLD1	ENSG00000121005	Crispld1	ENSMUSG00000025776
386	TRBV15	ENSG00000276819	Trbv17	ENSMUSG00000076474
387	EIF2S3	ENSG00000130741	Eif2s3y	ENSMUSG00000069049
388	OR4S2	ENSG00000174982	Olfr1191-ps1	ENSMUSG00000081948
389	EEF2	ENSG00000167658	Eef2	ENSMUSG00000034994
390	TRMO	ENSG00000136932	Trmo	ENSMUSG00000028331
391	EIF2S3B	ENSG00000180574	Eif2s3y	ENSMUSG00000069049
392	PEX5L	ENSG00000114757	Pex5l	ENSMUSG00000027674
393	TRBV10-2	ENSG00000229769	Trbv13-1	ENSMUSG00000076467
394	TRBV10-2	ENSG00000229769	Trbv13-2	ENSMUSG00000076469
395	TRBV10-2	ENSG00000229769	Trbv13-3	ENSMUSG00000076470
