HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
34	OR8K1	ENSG00000150261	Olfr1046	ENSMUSG00000075197
35	SYT16	ENSG00000139973	Syt16	ENSMUSG00000044912
36	CORO2A	ENSG00000106789	Coro2a	ENSMUSG00000028337
37	IRS4	ENSG00000133124	Irs4	ENSMUSG00000054667
38	SEPHS2	ENSG00000179918	Sephs2	ENSMUSG00000049091
39	ERMP1	ENSG00000099219	Ermp1	ENSMUSG00000046324
40	EFR3B	ENSG00000084710	Efr3b	ENSMUSG00000020658
41	DMRT2	ENSG00000173253	Dmrt2	ENSMUSG00000048138
42	NOSTRIN	ENSG00000163072	Nostrin	ENSMUSG00000034738
43	MXD1	ENSG00000059728	Mxd1	ENSMUSG00000001156
44	KRTAP16-1	ENSG00000212657	Krtap16-1	ENSMUSG00000078253
45	OR6C6	ENSG00000188324	Olfr779	ENSMUSG00000044537
46	NFYC	ENSG00000066136	Nfyc	ENSMUSG00000032897
47	MYO1D	ENSG00000176658	Myo1d	ENSMUSG00000035441
48	CHCHD6	ENSG00000159685	Chchd6	ENSMUSG00000030086
49		ENSG00000268107	Zfy1	ENSMUSG00000053211
50	IGHV1-45	ENSG00000211961	Ighv1-23	ENSMUSG00000103290
51	ZNF480	ENSG00000198464	Zfy1	ENSMUSG00000053211
52	RINT1	ENSG00000135249	Rint1	ENSMUSG00000028999
53	LRRC41	ENSG00000132128	Lrrc41	ENSMUSG00000028703
54	ZNF562	ENSG00000171466	Zfy1	ENSMUSG00000053211
55	ZNF584	ENSG00000171574	Zfy1	ENSMUSG00000053211
56	DNAH5	ENSG00000039139	Dnah5	ENSMUSG00000022262
57	NANS	ENSG00000095380	Nans	ENSMUSG00000028334
58	IGHV1-69D	ENSG00000280411	Ighv1-23	ENSMUSG00000103290
59	ZNF772	ENSG00000197128	Zfy1	ENSMUSG00000053211
60	IGHV1OR15-9	ENSG00000188403	Ighv1-23	ENSMUSG00000103290
61	IGHV1-3	ENSG00000211935	Ighv1-23	ENSMUSG00000103290
62	ZNF837	ENSG00000152475	Zfy1	ENSMUSG00000053211
63	ERICH6	ENSG00000163645	Erich6	ENSMUSG00000070471
64	IGHV1-58	ENSG00000211968	Ighv1-23	ENSMUSG00000103290
65	IGHV1-69	ENSG00000211973	Ighv1-23	ENSMUSG00000103290
66	PDZRN4	ENSG00000165966	Pdzrn4	ENSMUSG00000036218
67	ZNF134	ENSG00000213762	Zfy1	ENSMUSG00000053211
68	FGA	ENSG00000171560	Fga	ENSMUSG00000028001
69	IPO8	ENSG00000133704	Ipo8	ENSMUSG00000040029
70	RGS9	ENSG00000108370	Rgs9	ENSMUSG00000020599
71	MEIS1	ENSG00000143995	Meis1	ENSMUSG00000020160
72	RAD54L	ENSG00000085999	Rad54l	ENSMUSG00000028702
73	SRGAP1	ENSG00000196935	Srgap1	ENSMUSG00000020121
74	ZNF587B	ENSG00000269343	Zfy1	ENSMUSG00000053211
75	ZNF419	ENSG00000105136	Zfy1	ENSMUSG00000053211
76	WDR26	ENSG00000162923	Wdr26	ENSMUSG00000038733
77	ST8SIA2	ENSG00000140557	St8sia2	ENSMUSG00000025789
78	UQCR11	ENSG00000127540	Uqcr11	ENSMUSG00000020163
79	HPGDS	ENSG00000163106	Hpgds	ENSMUSG00000029919
80	RAI14	ENSG00000039560	Rai14	ENSMUSG00000022246
81	NAPRT	ENSG00000147813	Naprt	ENSMUSG00000022574
82	SESN3	ENSG00000149212	Sesn3	ENSMUSG00000032009
83	ZNF549	ENSG00000121406	Zfy1	ENSMUSG00000053211
84	ZNF548	ENSG00000188785	Zfy1	ENSMUSG00000053211
85	IGHV1-18	ENSG00000211945	Ighv1-23	ENSMUSG00000103290
86	CYP2U1	ENSG00000155016	Cyp2u1	ENSMUSG00000027983
87		ENSG00000267059	Uqcr11	ENSMUSG00000020163
88	TRIM14	ENSG00000106785	Trim14	ENSMUSG00000039853
89	IGHV1-2	ENSG00000211934	Ighv1-23	ENSMUSG00000103290
90	SCN1B	ENSG00000105711	Scn1b	ENSMUSG00000019194
91	LLCFC1	ENSG00000165131	Llcfc1	ENSMUSG00000029867
92	ZNF773	ENSG00000152439	Zfy1	ENSMUSG00000053211
93	IQANK1	ENSG00000203499	Iqank1	ENSMUSG00000102018
94	SIAH2	ENSG00000181788	Siah2	ENSMUSG00000036432
95	ATP10B	ENSG00000118322	Atp10b	ENSMUSG00000055415
96	VCP	ENSG00000165280	Vcp	ENSMUSG00000028452
97	IGHV1-46	ENSG00000211962	Ighv1-23	ENSMUSG00000103290
98		ENSG00000268133	Zfy1	ENSMUSG00000053211
99	ZNF304	ENSG00000131845	Zfy1	ENSMUSG00000053211
100	IGHV1OR15-1	ENSG00000270505	Ighv1-23	ENSMUSG00000103290
101	ZNF418	ENSG00000196724	Zfy1	ENSMUSG00000053211
102	C9orf131	ENSG00000174038	1700022I11Rik	ENSMUSG00000028451
103	RGS16	ENSG00000143333	Rgs16	ENSMUSG00000026475
104	ZNF561	ENSG00000171469	Zfy1	ENSMUSG00000053211
105		ENSG00000281179	Ighv1-23	ENSMUSG00000103290
106	CCNK	ENSG00000090061	Ccnk	ENSMUSG00000021258
107	OPALIN	ENSG00000197430	Opalin	ENSMUSG00000050121
108	CSDE1	ENSG00000009307	Csde1	ENSMUSG00000068823
109	IGHV1-24	ENSG00000211950	Ighv1-23	ENSMUSG00000103290
110	POU6F2	ENSG00000106536	Pou6f2	ENSMUSG00000009734
111	ZNF154	ENSG00000179909	Zfy1	ENSMUSG00000053211
112	GCAT	ENSG00000100116	Gcat	ENSMUSG00000116378
113	AADACL4	ENSG00000204518	9430007A20Rik	ENSMUSG00000028593
114	AADACL4	ENSG00000204518	Aadacl4	ENSMUSG00000070609
115	OR7G2	ENSG00000170923	Olfr845	ENSMUSG00000061614
116	OR7G2	ENSG00000170923	Olfr846	ENSMUSG00000058692
117	OR7G2	ENSG00000170923	Olfr847	ENSMUSG00000059821
118	IGHV1-69-2	ENSG00000281990	Ighv1-23	ENSMUSG00000103290
119	ZNF792	ENSG00000180884	Zfy1	ENSMUSG00000053211
120	ZNF610	ENSG00000167554	Zfy1	ENSMUSG00000053211
121	RABGGTB	ENSG00000137955	Rabggtb	ENSMUSG00000038975
122	C1orf21	ENSG00000116667	1700025G04Rik	ENSMUSG00000032666
123	ZNF552	ENSG00000178935	Zfy1	ENSMUSG00000053211
124	IGHV1OR21-1	ENSG00000277282	Ighv1-23	ENSMUSG00000103290
125	ZNF586	ENSG00000083828	Zfy1	ENSMUSG00000053211
126	OR8D2	ENSG00000279116	Olfr924	ENSMUSG00000062103
127	METTL5	ENSG00000138382	Mettl5	ENSMUSG00000051730
128	ZNF793	ENSG00000188227	Zfy1	ENSMUSG00000053211
129	TEK	ENSG00000120156	Tek	ENSMUSG00000006386
130	ZNF256	ENSG00000152454	Zfy1	ENSMUSG00000053211
131		ENSG00000268163	Zfy1	ENSMUSG00000053211
132	FAM135B	ENSG00000147724	Fam135b	ENSMUSG00000036800
133	OR2B11	ENSG00000177535	Olfr222	ENSMUSG00000059610
134	ZFAND1	ENSG00000104231	Zfand1	ENSMUSG00000039795
135	ANKRD42	ENSG00000137494	Ankrd42	ENSMUSG00000041343
136	PLEKHA2	ENSG00000169499	Plekha2	ENSMUSG00000031557
137	SAMD8	ENSG00000156671	Samd8	ENSMUSG00000021770
138	FRMD6	ENSG00000139926	Frmd6	ENSMUSG00000048285
139	RTL8B	ENSG00000212747	Rtl8a	ENSMUSG00000067925
140	RTL8B	ENSG00000212747	Rtl8b	ENSMUSG00000067924
141	ELK1	ENSG00000126767	Elk1	ENSMUSG00000009406
142	PPP1R32	ENSG00000162148	Ppp1r32	ENSMUSG00000035179
143	PUM2	ENSG00000055917	Pum2	ENSMUSG00000020594
144	MARCH5	ENSG00000198060	March5	ENSMUSG00000023307
145	PLPPR1	ENSG00000148123	Plppr1	ENSMUSG00000063446
146	ADH7	ENSG00000196344	Adh7	ENSMUSG00000055301
147	WDR1	ENSG00000071127	Wdr1	ENSMUSG00000005103
148		ENSG00000286239	Wdfy1	ENSMUSG00000073643
149	RTKN2	ENSG00000182010	Rtkn2	ENSMUSG00000037846
150	SSB	ENSG00000138385	Ssb	ENSMUSG00000068882
151	EEF1D	ENSG00000104529	Eef1d	ENSMUSG00000055762
152	ZNF606	ENSG00000166704	Zfp606	ENSMUSG00000030386
153	RPL22L1	ENSG00000163584	Rpl22l1	ENSMUSG00000039221
154	EHD1	ENSG00000110047	Ehd1	ENSMUSG00000024772
155	IFNA6	ENSG00000120235	Ifna14	ENSMUSG00000095896
156	IFNA6	ENSG00000120235	Ifna15	ENSMUSG00000096011
157	IFNA6	ENSG00000120235	Ifna9	ENSMUSG00000095270
158	FOXA1	ENSG00000129514	Foxa1	ENSMUSG00000035451
159	CCDC90B	ENSG00000137500	Ccdc90b	ENSMUSG00000030613
160	SLC22A23	ENSG00000137266	Slc22a23	ENSMUSG00000038267
161	VCPIP1	ENSG00000175073	Vcpip1	ENSMUSG00000045210
162	SDAD1	ENSG00000198301	Sdad1	ENSMUSG00000029415
163	GJA1	ENSG00000152661	Gja1	ENSMUSG00000050953
164	HADHB	ENSG00000138029	Hadhb	ENSMUSG00000059447
165	IFNA4	ENSG00000236637	Ifna14	ENSMUSG00000095896
166	IFNA4	ENSG00000236637	Ifna15	ENSMUSG00000096011
167	IFNA4	ENSG00000236637	Ifna9	ENSMUSG00000095270
168	GAPDH	ENSG00000111640	Gm15294	ENSMUSG00000081607
169	RTL8A	ENSG00000203950	Rtl8a	ENSMUSG00000067925
170	RTL8A	ENSG00000203950	Rtl8b	ENSMUSG00000067924
171	ITGAE	ENSG00000083457	Itgae	ENSMUSG00000005947
172	SLC25A15	ENSG00000102743	Slc25a15	ENSMUSG00000031482
173	CACNG2	ENSG00000166862	Cacng2	ENSMUSG00000019146
174	FAM229B	ENSG00000203778	Fam229b	ENSMUSG00000051736
175	RFC1	ENSG00000035928	Rfc1	ENSMUSG00000029191
176	MLF2	ENSG00000089693	Mlf2	ENSMUSG00000030120
177	EPC1	ENSG00000120616	Epc1	ENSMUSG00000024240
178	CPEB3	ENSG00000107864	Cpeb3	ENSMUSG00000039652
179	HASPIN	ENSG00000177602	Haspin	ENSMUSG00000050107
180	IFNA13	ENSG00000233816	Ifna14	ENSMUSG00000095896
181	IFNA13	ENSG00000233816	Ifna15	ENSMUSG00000096011
182	IFNA13	ENSG00000233816	Ifna9	ENSMUSG00000095270
183	AMPD2	ENSG00000116337	Ampd2	ENSMUSG00000027889
184	WDFY1	ENSG00000085449	Wdfy1	ENSMUSG00000073643
185	CMBL	ENSG00000164237	Cmbl	ENSMUSG00000022235
186	KRT33A	ENSG00000006059	Krt33a	ENSMUSG00000035592
187	IFNA5	ENSG00000147873	Ifna14	ENSMUSG00000095896
188	IFNA5	ENSG00000147873	Ifna15	ENSMUSG00000096011
189	IFNA5	ENSG00000147873	Ifna9	ENSMUSG00000095270
190	C20orf96	ENSG00000196476	6820408C15Rik	ENSMUSG00000032680
191	ESX1	ENSG00000123576	Esx1	ENSMUSG00000023443
192	SAMD9L	ENSG00000177409	Samd9l	ENSMUSG00000047735
193	IL1R2	ENSG00000115590	Il1r2	ENSMUSG00000026073
194	RAX	ENSG00000134438	Rax	ENSMUSG00000024518
195	SNRNP27	ENSG00000124380	Snrnp27	ENSMUSG00000001158
196	MINDY4B	ENSG00000214237	Mindy4b-ps	ENSMUSG00000101860
197	EIF6	ENSG00000242372	Eif6	ENSMUSG00000027613
198	UXT	ENSG00000126756	Uxt	ENSMUSG00000001134
199	FMO2	ENSG00000094963	Fmo2	ENSMUSG00000040170
200	IFNA16	ENSG00000147885	Ifna14	ENSMUSG00000095896
201	IFNA16	ENSG00000147885	Ifna15	ENSMUSG00000096011
202	IFNA16	ENSG00000147885	Ifna9	ENSMUSG00000095270
203	NLRP3	ENSG00000162711	Nlrp3	ENSMUSG00000032691
204	MRPL44	ENSG00000135900	Mrpl44	ENSMUSG00000026248
205	WASHC3	ENSG00000120860	Washc3	ENSMUSG00000020056
206	IFNA14	ENSG00000228083	Ifna14	ENSMUSG00000095896
207	IFNA14	ENSG00000228083	Ifna15	ENSMUSG00000096011
208	IFNA14	ENSG00000228083	Ifna9	ENSMUSG00000095270
209	IFNA7	ENSG00000214042	Ifna14	ENSMUSG00000095896
210	IFNA7	ENSG00000214042	Ifna15	ENSMUSG00000096011
211	IFNA7	ENSG00000214042	Ifna9	ENSMUSG00000095270
212	CDC42BPG	ENSG00000171219	Cdc42bpg	ENSMUSG00000024769
213	HTRA4	ENSG00000169495	Htra4	ENSMUSG00000037406
214	ZFYVE21	ENSG00000100711	Zfyve21	ENSMUSG00000021286
215	CATSPER1	ENSG00000175294	Catsper1	ENSMUSG00000038498
216	SLAIN2	ENSG00000109171	Slain2	ENSMUSG00000036087
217	KEL	ENSG00000197993	Kel	ENSMUSG00000029866
218	GSDME	ENSG00000105928	Gsdme	ENSMUSG00000029821
219	ADCYAP1R1	ENSG00000078549	Adcyap1r1	ENSMUSG00000029778
220	ABCC8	ENSG00000006071	Abcc8	ENSMUSG00000040136
221	IL15RA	ENSG00000134470	Il15ra	ENSMUSG00000023206
222	CDKN2AIPNL	ENSG00000237190	Cdkn2aipnl	ENSMUSG00000020392
223	IFNA2	ENSG00000188379	Ifna14	ENSMUSG00000095896
224	IFNA2	ENSG00000188379	Ifna15	ENSMUSG00000096011
225	IFNA2	ENSG00000188379	Ifna9	ENSMUSG00000095270
226	PTGES2	ENSG00000148334	Ptges2	ENSMUSG00000026820
227	TXNRD3	ENSG00000197763	Txnrd3	ENSMUSG00000000811
228	ZNF592	ENSG00000166716	Zfp592	ENSMUSG00000005621
229	PRPSAP2	ENSG00000141127	Prpsap2	ENSMUSG00000020528
230	AMPD3	ENSG00000133805	Ampd3	ENSMUSG00000005686
231	IFNA17	ENSG00000234829	Ifna14	ENSMUSG00000095896
232	IFNA17	ENSG00000234829	Ifna15	ENSMUSG00000096011
233	IFNA17	ENSG00000234829	Ifna9	ENSMUSG00000095270
234	CAMK2A	ENSG00000070808	Camk2a	ENSMUSG00000024617
235	KCTD17	ENSG00000100379	Kctd17	ENSMUSG00000033287
236	CABP4	ENSG00000175544	Cabp4	ENSMUSG00000024842
237	TNNT1	ENSG00000105048	Tnnt1	ENSMUSG00000064179
238	AADACL4	ENSG00000204518	Gm436	ENSMUSG00000078505
239	AADACL4	ENSG00000204518	Gm13178	ENSMUSG00000041735
240	IFNA10	ENSG00000186803	Ifna14	ENSMUSG00000095896
241	IFNA10	ENSG00000186803	Ifna15	ENSMUSG00000096011
242	IFNA10	ENSG00000186803	Ifna9	ENSMUSG00000095270
243	IFNA1	ENSG00000197919	Ifna14	ENSMUSG00000095896
244	IFNA1	ENSG00000197919	Ifna15	ENSMUSG00000096011
245	IFNA1	ENSG00000197919	Ifna9	ENSMUSG00000095270
246	XPC	ENSG00000154767	Xpc	ENSMUSG00000030094
247	HYPM	ENSG00000187516	Hypm	ENSMUSG00000040456
248	IFNA21	ENSG00000137080	Ifna14	ENSMUSG00000095896
249	IFNA21	ENSG00000137080	Ifna15	ENSMUSG00000096011
250	IFNA21	ENSG00000137080	Ifna9	ENSMUSG00000095270
251	XKR4	ENSG00000206579	Xkr4	ENSMUSG00000051951
252	FAM83C	ENSG00000125998	Fam83c	ENSMUSG00000074647
253	OR8K5	ENSG00000181752	Olfr1048	ENSMUSG00000075195
254	SPOPL	ENSG00000144228	Spopl	ENSMUSG00000026771
255	RNF141	ENSG00000110315	Rnf141	ENSMUSG00000030788
256	DUSP13	ENSG00000079393	Dusp13	ENSMUSG00000021768
257	PLXNA4	ENSG00000221866	Plxna4	ENSMUSG00000029765
258	C4orf17	ENSG00000138813	4930579F01Rik	ENSMUSG00000012042
259	IFNB1	ENSG00000171855	Ifnb1	ENSMUSG00000048806
260	IFNA8	ENSG00000120242	Ifna14	ENSMUSG00000095896
261	IFNA8	ENSG00000120242	Ifna15	ENSMUSG00000096011
262	IFNA8	ENSG00000120242	Ifna9	ENSMUSG00000095270
263	IKZF1	ENSG00000185811	Ikzf1	ENSMUSG00000018654
264	AQP3	ENSG00000165272	Aqp3	ENSMUSG00000028435
265	MPP6	ENSG00000105926	Mpp6	ENSMUSG00000038388
266	ADGRG4	ENSG00000156920	Adgrg4	ENSMUSG00000053852
267	GPR152	ENSG00000175514	Gpr152	ENSMUSG00000044724
268	GSPT2	ENSG00000189369	Gspt2	ENSMUSG00000071723
269	CCNDBP1	ENSG00000166946	Ccndbp1	ENSMUSG00000023572
270		ENSG00000256591	Sdhaf2	ENSMUSG00000024668
271	DRAM1	ENSG00000136048	Dram1	ENSMUSG00000020057
272	SSX1	ENSG00000126752	Ssxa1	ENSMUSG00000062814
273	RNASEL	ENSG00000135828	Rnasel	ENSMUSG00000066800
274	CCDC85C	ENSG00000205476	Ccdc85c	ENSMUSG00000084883
275	PRAMEF10	ENSG00000187545	C87499	ENSMUSG00000038330
276	TNRC6B	ENSG00000100354	Tnrc6b	ENSMUSG00000047888
277	CHST9	ENSG00000154080	Chst9	ENSMUSG00000047161
278	PRAMEF15	ENSG00000204501	C87499	ENSMUSG00000038330
279	ADCK1	ENSG00000063761	Adck1	ENSMUSG00000021044
280	SSX5	ENSG00000165583	Ssxa1	ENSMUSG00000062814
281	C1QC	ENSG00000159189	C1qc	ENSMUSG00000036896
282	NSD1	ENSG00000165671	Nsd1	ENSMUSG00000021488
283	IFNA7	ENSG00000214042	Ifna12	ENSMUSG00000073811
284	IFNA7	ENSG00000214042	Ifna13	ENSMUSG00000063376
285	IFNA7	ENSG00000214042	Ifna16	ENSMUSG00000078355
286	IFNA7	ENSG00000214042	Ifna2	ENSMUSG00000078354
287	IFNA7	ENSG00000214042	Ifnab	ENSMUSG00000100079
288	PPP1R14C	ENSG00000198729	Ppp1r14c	ENSMUSG00000040653
289	NUP35	ENSG00000163002	Nup35	ENSMUSG00000026999
290	IGHV1OR15-9	ENSG00000188403	Ighv1-24	ENSMUSG00000094241
291	IGHV1OR15-9	ENSG00000188403	Ighv1-26	ENSMUSG00000094546
292	IGHV1OR15-9	ENSG00000188403	Ighv1-31	ENSMUSG00000096649
293	IGHV1OR15-9	ENSG00000188403	Ighv1-34	ENSMUSG00000093955
294	OR52B4	ENSG00000221996	Olfr548-ps1	ENSMUSG00000073978
295	PARN	ENSG00000140694	Parn	ENSMUSG00000022685
296	ZNF518B	ENSG00000178163	Zfp518b	ENSMUSG00000046572
297	RPS6KL1	ENSG00000198208	Rps6kl1	ENSMUSG00000019235
298	PRAMEF4	ENSG00000243073	C87499	ENSMUSG00000038330
299	ANG	ENSG00000214274	Ang5	ENSMUSG00000053961
300	ANG	ENSG00000214274	Ang6	ENSMUSG00000072598
301	PSMD8	ENSG00000099341	Psmd8	ENSMUSG00000030591
302	KCNH5	ENSG00000140015	Kcnh5	ENSMUSG00000034402
303	STAT5A	ENSG00000126561	Stat5a	ENSMUSG00000004043
304	CACNA1S	ENSG00000081248	Cacna1s	ENSMUSG00000026407
305	OR6N1	ENSG00000197403	Olfr429	ENSMUSG00000049528
306	IFNA2	ENSG00000188379	Ifna12	ENSMUSG00000073811
307	IFNA2	ENSG00000188379	Ifna13	ENSMUSG00000063376
308	IFNA2	ENSG00000188379	Ifna16	ENSMUSG00000078355
309	IFNA2	ENSG00000188379	Ifna2	ENSMUSG00000078354
310	IFNA2	ENSG00000188379	Ifnab	ENSMUSG00000100079
311	BCLAF1	ENSG00000029363	Bclaf1	ENSMUSG00000037608
312	RNF115	ENSG00000265491	Rnf115	ENSMUSG00000028098
313	ENDOD1	ENSG00000149218	Endod1	ENSMUSG00000037419
314	TAF1L	ENSG00000122728	Taf1	ENSMUSG00000031314
315	RBMS1	ENSG00000153250	Rbms1	ENSMUSG00000026970
316	WDR81	ENSG00000167716	Wdr81	ENSMUSG00000045374
317	CAT	ENSG00000121691	Cat	ENSMUSG00000027187
318	C1QB	ENSG00000173369	C1qb	ENSMUSG00000036905
319	NEMP1	ENSG00000166881	Nemp1	ENSMUSG00000040195
320	USP34	ENSG00000115464	Usp34	ENSMUSG00000056342
321	AADACL4	ENSG00000204518	Gm438	ENSMUSG00000078504
322	TMCO5A	ENSG00000166069	Tmco5	ENSMUSG00000027355
323	DEFB129	ENSG00000125903	Defb23	ENSMUSG00000074681
324	COG6	ENSG00000133103	Cog6	ENSMUSG00000027742
325	LSM12	ENSG00000161654	Lsm12	ENSMUSG00000020922
326	RARS2	ENSG00000146282	Rars2	ENSMUSG00000028292
327	KRT34	ENSG00000131737	Krt34	ENSMUSG00000043485
328	IGHV1-46	ENSG00000211962	Ighv1-24	ENSMUSG00000094241
329	IGHV1-46	ENSG00000211962	Ighv1-26	ENSMUSG00000094546
330	IGHV1-46	ENSG00000211962	Ighv1-31	ENSMUSG00000096649
331	IGHV1-46	ENSG00000211962	Ighv1-34	ENSMUSG00000093955
332	TAF1	ENSG00000147133	Taf1	ENSMUSG00000031314
333	GDPD4	ENSG00000178795	Gdpd4	ENSMUSG00000035582
334	MTF1	ENSG00000188786	Mtf1	ENSMUSG00000028890
335	YRDC	ENSG00000196449	Yrdc	ENSMUSG00000028889
336	OR8K5	ENSG00000181752	Olfr1049	ENSMUSG00000075194
337	LSM3	ENSG00000170860	Lsm3	ENSMUSG00000034192
338	MIA	ENSG00000261857	Gm21983	ENSMUSG00000095538
339	MIA	ENSG00000261857	Mia	ENSMUSG00000089661
340		ENSG00000284922	Lrrc51	ENSMUSG00000064307
341	C1orf122	ENSG00000197982	1110065P20Rik	ENSMUSG00000078570
342	PRAMEF33	ENSG00000237700	C87499	ENSMUSG00000038330
343	RIC8B	ENSG00000111785	Ric8b	ENSMUSG00000035620
344	TDP1	ENSG00000042088	Tdp1	ENSMUSG00000021177
345	PRDM14	ENSG00000147596	Prdm14	ENSMUSG00000042414
346	DMTF1	ENSG00000135164	4932411N23Rik	ENSMUSG00000058670
347	ENPP1	ENSG00000197594	Enpp1	ENSMUSG00000037370
348	NAB2	ENSG00000166886	Nab2	ENSMUSG00000025402
349	EIF5AL1	ENSG00000253626	Eif5a	ENSMUSG00000078812
350	ALPK3	ENSG00000136383	Alpk3	ENSMUSG00000038763
351	ARHGAP21	ENSG00000107863	Arhgap21	ENSMUSG00000036591
352	PRAMEF7	ENSG00000204510	C87499	ENSMUSG00000038330
353	RAB4B	ENSG00000167578	Rab4b	ENSMUSG00000053291
354	SLC20A2	ENSG00000168575	Slc20a2	ENSMUSG00000037656
355	SOCS2	ENSG00000120833	Socs2	ENSMUSG00000020027
356	ITGAL	ENSG00000005844	Itgal	ENSMUSG00000030830
357	TMEM214	ENSG00000119777	Tmem214	ENSMUSG00000038828
358	IGHV1-69D	ENSG00000280411	Ighv1-24	ENSMUSG00000094241
359	IGHV1-69D	ENSG00000280411	Ighv1-26	ENSMUSG00000094546
360	IGHV1-69D	ENSG00000280411	Ighv1-31	ENSMUSG00000096649
361	IGHV1-69D	ENSG00000280411	Ighv1-34	ENSMUSG00000093955
362	SGMS2	ENSG00000164023	Sgms2	ENSMUSG00000050931
363	DUSP19	ENSG00000162999	Dusp19	ENSMUSG00000027001
364	FAM20B	ENSG00000116199	Fam20b	ENSMUSG00000033557
365	KDM5C	ENSG00000126012	Kdm5c	ENSMUSG00000025332
366	PRAMEF9	ENSG00000204505	C87499	ENSMUSG00000038330
367	PIP	ENSG00000159763	Pip	ENSMUSG00000058499
368	IFNA6	ENSG00000120235	Ifna12	ENSMUSG00000073811
369	IFNA6	ENSG00000120235	Ifna13	ENSMUSG00000063376
370	IFNA6	ENSG00000120235	Ifna16	ENSMUSG00000078355
371	IFNA6	ENSG00000120235	Ifna2	ENSMUSG00000078354
372	IFNA6	ENSG00000120235	Ifnab	ENSMUSG00000100079
373	GALNT5	ENSG00000136542	Galnt5	ENSMUSG00000026828
374	PSAP	ENSG00000197746	Psap	ENSMUSG00000004207
375	PRAMEF5	ENSG00000270601	C87499	ENSMUSG00000038330
376	SKOR2	ENSG00000215474	Skor2	ENSMUSG00000091519
377	HMSD	ENSG00000221887	Serpinb6b	ENSMUSG00000042842
378	IGHV1-69	ENSG00000211973	Ighv1-24	ENSMUSG00000094241
379	IGHV1-69	ENSG00000211973	Ighv1-26	ENSMUSG00000094546
380	IGHV1-69	ENSG00000211973	Ighv1-31	ENSMUSG00000096649
381	IGHV1-69	ENSG00000211973	Ighv1-34	ENSMUSG00000093955
382	OR4D6	ENSG00000166884	Olfr1428	ENSMUSG00000067524
383	MGAM2	ENSG00000257743	Mgam2-ps	ENSMUSG00000102802
384	LRTOMT	ENSG00000184154	Tomt	ENSMUSG00000078630
385	ACO1	ENSG00000122729	Aco1	ENSMUSG00000028405
386	IFNA4	ENSG00000236637	Ifna12	ENSMUSG00000073811
387	IFNA4	ENSG00000236637	Ifna13	ENSMUSG00000063376
388	IFNA4	ENSG00000236637	Ifna16	ENSMUSG00000078355
389	IFNA4	ENSG00000236637	Ifna2	ENSMUSG00000078354
390	IFNA4	ENSG00000236637	Ifnab	ENSMUSG00000100079
391	UBE4B	ENSG00000130939	Ube4b	ENSMUSG00000028960
392	CCSER2	ENSG00000107771	Ccser2	ENSMUSG00000058690
393	ID3	ENSG00000117318	Id3	ENSMUSG00000007872
394	SSX4B	ENSG00000269791	Ssxa1	ENSMUSG00000062814
