HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
171	FLI1	ENSG00000151702	Fli1	ENSMUSG00000016087
172	CEACAM3	ENSG00000170956	Ceacam2	ENSMUSG00000054385
173	BCL2	ENSG00000171791	Bcl2	ENSMUSG00000057329
174	RP1	ENSG00000104237	Rp1	ENSMUSG00000025900
175	TAF2	ENSG00000064313	Taf2	ENSMUSG00000037343
176	OR14J1	ENSG00000204695	Olfr125	ENSMUSG00000050613
177	LINGO1	ENSG00000169783	Lingo1	ENSMUSG00000049556
178	CEACAM7	ENSG00000007306	Ceacam2	ENSMUSG00000054385
179	OR6S1	ENSG00000181803	Olfr750	ENSMUSG00000035932
180	LANCL1	ENSG00000115365	Lancl1	ENSMUSG00000026000
181	ZNF700	ENSG00000196757	Gm15446	ENSMUSG00000090015
182	MAB21L1	ENSG00000180660	Mab21l1	ENSMUSG00000056947
183	AFF3	ENSG00000144218	Aff3	ENSMUSG00000037138
184	OR1E2	ENSG00000127780	Olfr23	ENSMUSG00000069816
185	SKIDA1	ENSG00000180592	Skida1	ENSMUSG00000054074
186	P4HTM	ENSG00000178467	P4htm	ENSMUSG00000006675
187	RNF8	ENSG00000112130	Rnf8	ENSMUSG00000090083
188	RNF8	ENSG00000112130	Gm28043	ENSMUSG00000098374
189	ING1	ENSG00000153487	Ing1	ENSMUSG00000045969
190	MYO6	ENSG00000196586	Myo6	ENSMUSG00000033577
191	MBD3L2B	ENSG00000196589	Mbd3l2	ENSMUSG00000047508
192	AIM2	ENSG00000163568	Aim2	ENSMUSG00000037860
193	OR4X2	ENSG00000172208	Gm13769	ENSMUSG00000089859
194	SLC36A1	ENSG00000123643	Slc36a1	ENSMUSG00000020261
195	PIR	ENSG00000087842	Pir	ENSMUSG00000031379
196	MYL12A	ENSG00000101608	Myl12a	ENSMUSG00000024048
197	WWC2	ENSG00000151718	Wwc2	ENSMUSG00000031563
198	TTC39B	ENSG00000155158	Ttc39b	ENSMUSG00000038172
199	FRMPD4	ENSG00000169933	Frmpd4	ENSMUSG00000049176
200	NTN1	ENSG00000065320	Ntn1	ENSMUSG00000020902
201	ACSL1	ENSG00000151726	Acsl1	ENSMUSG00000018796
202	SEC14L3	ENSG00000100012	Sec14l3	ENSMUSG00000054986
203	C12orf73	ENSG00000204954	1190007I07Rik	ENSMUSG00000063320
204	LAYN	ENSG00000204381	Layn	ENSMUSG00000060594
205	HIST1H4K	ENSG00000273542	Hist1h4f	ENSMUSG00000069274
206	NCF2	ENSG00000116701	Ncf2	ENSMUSG00000026480
207	C5orf15	ENSG00000113583	9530068E07Rik	ENSMUSG00000036275
208	DHODH	ENSG00000102967	Dhodh	ENSMUSG00000031730
209	SLC7A14	ENSG00000013293	Slc7a14	ENSMUSG00000069072
210	METTL22	ENSG00000067365	Mettl22	ENSMUSG00000039345
211	PCDH7	ENSG00000169851	Pcdh7	ENSMUSG00000029108
212	STXBP4	ENSG00000166263	Stxbp4	ENSMUSG00000020546
213	ZFP62	ENSG00000196670	Zfp62	ENSMUSG00000046311
214	RNASE11	ENSG00000173464	Rnase11	ENSMUSG00000059648
215	MBD3L3	ENSG00000182315	Mbd3l2	ENSMUSG00000047508
216	PSG1	ENSG00000231924	Ceacam2	ENSMUSG00000054385
217	KRT33B	ENSG00000131738	Krt33a	ENSMUSG00000035592
218	KRT33B	ENSG00000131738	Krt33b	ENSMUSG00000057723
219	KRT33B	ENSG00000131738	Krt34	ENSMUSG00000043485
220	KRT33B	ENSG00000131738	Krt31	ENSMUSG00000048981
221	ZNF558	ENSG00000167785	Zfp558	ENSMUSG00000074500
222	PSG6	ENSG00000170848	Ceacam2	ENSMUSG00000054385
223	ANKS6	ENSG00000165138	Anks6	ENSMUSG00000066191
224	SSH2	ENSG00000141298	Ssh2	ENSMUSG00000037926
225	PTH	ENSG00000152266	Pth	ENSMUSG00000059077
226	MBD3L5	ENSG00000237247	Mbd3l2	ENSMUSG00000047508
227	CMTR1	ENSG00000137200	Cmtr1	ENSMUSG00000024019
228	APOL4	ENSG00000100336	Apol10b	ENSMUSG00000050014
229	ITGAM	ENSG00000169896	Itgam	ENSMUSG00000108596
230	ITGAM	ENSG00000169896	Itgam	ENSMUSG00000030786
231	FAF2	ENSG00000113194	Faf2	ENSMUSG00000025873
232	APOL2	ENSG00000128335	Apol10b	ENSMUSG00000050014
233	LYAR	ENSG00000145220	Lyar	ENSMUSG00000067367
234	CDK16	ENSG00000102225	Cdk16	ENSMUSG00000031065
235	CXCL17	ENSG00000189377	Cxcl17	ENSMUSG00000060188
236	HILPDA	ENSG00000135245	Hilpda	ENSMUSG00000043421
237	RIPPLY2	ENSG00000203877	Ripply2	ENSMUSG00000047897
238	MS4A14	ENSG00000166928	Ms4a14	ENSMUSG00000099398
239	BTG4	ENSG00000137707	Btg4	ENSMUSG00000032056
240	APOL1	ENSG00000100342	Apol10b	ENSMUSG00000050014
241	ZNF124	ENSG00000196418	5730507C01Rik	ENSMUSG00000073197
242	KIAA1328	ENSG00000150477	AW554918	ENSMUSG00000033632
243	MLYCD	ENSG00000103150	Mlycd	ENSMUSG00000074064
244	PSG5	ENSG00000204941	Ceacam2	ENSMUSG00000054385
245	ARHGEF18	ENSG00000104880	Arhgef18	ENSMUSG00000004568
246	HIST1H2BL	ENSG00000185130	Hist1h2bh	ENSMUSG00000114456
247	PSG4	ENSG00000243137	Ceacam2	ENSMUSG00000054385
248	PSG9	ENSG00000183668	Ceacam2	ENSMUSG00000054385
249	MYCN	ENSG00000134323	Mycn	ENSMUSG00000037169
250	SP4	ENSG00000105866	Sp4	ENSMUSG00000025323
251	APOL3	ENSG00000128284	Apol10b	ENSMUSG00000050014
252	RNASE12	ENSG00000258436	Rnase12	ENSMUSG00000068407
253	SFRP5	ENSG00000120057	Sfrp5	ENSMUSG00000018822
254	CGAS	ENSG00000164430	Mb21d1	ENSMUSG00000032344
255	CDC42BPA	ENSG00000143776	Cdc42bpa	ENSMUSG00000026490
256	REG3G	ENSG00000143954	Reg3b	ENSMUSG00000071356
257	CYP2B6	ENSG00000197408	Cyp2b9	ENSMUSG00000040660
258	CEACAM6	ENSG00000086548	Ceacam2	ENSMUSG00000054385
259	RAB27A	ENSG00000069974	Rab27a	ENSMUSG00000032202
260	GAD2	ENSG00000136750	Gad2	ENSMUSG00000026787
261	CLDN22	ENSG00000177300	Cldn24	ENSMUSG00000061974
262	CLDN22	ENSG00000177300	Cldn22	ENSMUSG00000038064
263		ENSG00000268861	Arhgef18	ENSMUSG00000004568
264	CEACAM8	ENSG00000124469	Ceacam2	ENSMUSG00000054385
265	PRSS58	ENSG00000258223	Prss58	ENSMUSG00000051936
266	REM2	ENSG00000139890	Rem2	ENSMUSG00000022176
267		ENSG00000282034	Gm42715	ENSMUSG00000107023
268	SAMD5	ENSG00000203727	Samd5	ENSMUSG00000060487
269	CLDN24	ENSG00000185758	Cldn24	ENSMUSG00000061974
270	CLDN24	ENSG00000185758	Cldn22	ENSMUSG00000038064
271	NUDT16	ENSG00000198585	1700080E11Rik	ENSMUSG00000032566
272	KRT34	ENSG00000131737	Krt33a	ENSMUSG00000035592
273	KRT34	ENSG00000131737	Krt33b	ENSMUSG00000057723
274	KRT34	ENSG00000131737	Krt34	ENSMUSG00000043485
275	KRT34	ENSG00000131737	Krt31	ENSMUSG00000048981
276	PSG2	ENSG00000242221	Ceacam2	ENSMUSG00000054385
277	CSPP1	ENSG00000104218	Cspp1	ENSMUSG00000056763
278	MBD3L2	ENSG00000230522	Mbd3l2	ENSMUSG00000047508
279	DDX58	ENSG00000107201	Ddx58	ENSMUSG00000040296
280	KRT33A	ENSG00000006059	Krt33a	ENSMUSG00000035592
281	KRT33A	ENSG00000006059	Krt33b	ENSMUSG00000057723
282	KRT33A	ENSG00000006059	Krt34	ENSMUSG00000043485
283	KRT33A	ENSG00000006059	Krt31	ENSMUSG00000048981
284	CEACAM5	ENSG00000105388	Ceacam2	ENSMUSG00000054385
285	HBP1	ENSG00000105856	Hbp1	ENSMUSG00000002996
286	MBD3L4	ENSG00000205718	Mbd3l2	ENSMUSG00000047508
287	IQCF5	ENSG00000214681	Iqcf5	ENSMUSG00000066382
288	TNRC6A	ENSG00000090905	Tnrc6a	ENSMUSG00000052707
289	TJAP1	ENSG00000137221	Tjap1	ENSMUSG00000012296
290	REG3A	ENSG00000172016	Reg3b	ENSMUSG00000071356
291	SGK1	ENSG00000118515	Sgk1	ENSMUSG00000019970
292	CNPPD1	ENSG00000115649	Cnppd1	ENSMUSG00000033159
293	ADGRG5	ENSG00000159618	Adgrg5	ENSMUSG00000061577
294	KRT31	ENSG00000094796	Krt33a	ENSMUSG00000035592
295	KRT31	ENSG00000094796	Krt33b	ENSMUSG00000057723
296	KRT31	ENSG00000094796	Krt34	ENSMUSG00000043485
297	KRT31	ENSG00000094796	Krt31	ENSMUSG00000048981
298	PSG7	ENSG00000221878	Ceacam2	ENSMUSG00000054385
299	PEX5L	ENSG00000114757	Pex5l	ENSMUSG00000027674
300	CRIP1	ENSG00000213145	Crip1	ENSMUSG00000006360
301	TBC1D22B	ENSG00000065491	Tbc1d22b	ENSMUSG00000042203
302	MTX2	ENSG00000128654	Mtx2	ENSMUSG00000027099
303	DDX1	ENSG00000079785	Ddx1	ENSMUSG00000037149
304	CLDN7	ENSG00000181885	Cldn7	ENSMUSG00000018569
305	SMPD4	ENSG00000136699	Smpd4	ENSMUSG00000005899
306	SPZ1	ENSG00000164299	Spz1	ENSMUSG00000046957
307	DEFB105B	ENSG00000186599	Defb12	ENSMUSG00000043787
308	DEFB106B	ENSG00000187082	Defb34	ENSMUSG00000052554
309	PLPP6	ENSG00000205808	Plpp6	ENSMUSG00000040105
310	FAT2	ENSG00000086570	Fat2	ENSMUSG00000055333
311	BLOC1S4	ENSG00000186222	Bloc1s4	ENSMUSG00000060708
312	ETDC	ENSG00000283644	Etd	ENSMUSG00000060967
313	WNT10B	ENSG00000169884	Wnt10b	ENSMUSG00000022996
314	PPP1R10	ENSG00000204569	Ppp1r10	ENSMUSG00000039220
315	COLCA2	ENSG00000214290	Colca2	ENSMUSG00000079559
316	C5AR2	ENSG00000134830	C5ar2	ENSMUSG00000074361
317	PSG6	ENSG00000170848	Ceacam1	ENSMUSG00000074272
318	SARS	ENSG00000031698	Sars	ENSMUSG00000068739
319	INAFM1	ENSG00000257704	Inafm1	ENSMUSG00000091811
320	PEX16	ENSG00000121680	Pex16	ENSMUSG00000027222
321	CYP4X1	ENSG00000186377	Cyp4x1	ENSMUSG00000047155
322	DNMT3B	ENSG00000088305	Dnmt3c	ENSMUSG00000082079
323	PLPP7	ENSG00000160539	Plpp7	ENSMUSG00000051373
324	RCHY1	ENSG00000163743	Rchy1	ENSMUSG00000029397
325	DEFB106A	ENSG00000186579	Defb34	ENSMUSG00000052554
326	APOL1	ENSG00000100342	Apol11b	ENSMUSG00000091694
327	WDR70	ENSG00000082068	Wdr70	ENSMUSG00000039828
328	CLDND1	ENSG00000080822	Cldnd1	ENSMUSG00000022744
329	RFT1	ENSG00000163933	Rft1	ENSMUSG00000052395
330		ENSG00000250644		ENSMUSG00000110040
331		ENSG00000250644	Ctsd	ENSMUSG00000007891
332	CNKSR3	ENSG00000153721	Ipcef1	ENSMUSG00000064065
333	PSG5	ENSG00000204941	Ceacam1	ENSMUSG00000074272
334	RUNDC1	ENSG00000198863	Rundc1	ENSMUSG00000035007
335	PTGER3	ENSG00000050628	Ptger3	ENSMUSG00000040016
336	PRLR	ENSG00000113494	Prlr	ENSMUSG00000005268
337	MRLN	ENSG00000227877	Mrln	ENSMUSG00000019933
338	DKK1	ENSG00000107984	Dkk1	ENSMUSG00000024868
339	SYNGAP1	ENSG00000197283	Syngap1	ENSMUSG00000067629
340	NANOS3	ENSG00000187556	Nanos3	ENSMUSG00000056155
341	MYO9B	ENSG00000099331	Myo9b	ENSMUSG00000004677
342	ODAM	ENSG00000109205	Odam	ENSMUSG00000009580
343	SPC25	ENSG00000152253	Spc25	ENSMUSG00000005233
344	DNAJA2	ENSG00000069345	Dnaja2	ENSMUSG00000031701
345	RPS6KA5	ENSG00000100784	Rps6ka5	ENSMUSG00000021180
346	PRNP	ENSG00000171867	Prnp	ENSMUSG00000079037
347	CYB5R4	ENSG00000065615	Cyb5r4	ENSMUSG00000032872
348	SSX1	ENSG00000126752	Ssxb1	ENSMUSG00000079705
349	SSX1	ENSG00000126752	Ssxb10	ENSMUSG00000068219
350	SSX1	ENSG00000126752	Ssxb9	ENSMUSG00000068218
351	SSX1	ENSG00000126752	Ssxb2	ENSMUSG00000023165
352	TMEM147	ENSG00000105677	Tmem147	ENSMUSG00000006315
353	SYT3	ENSG00000213023	Syt3	ENSMUSG00000030731
354	APOL2	ENSG00000128335	Apol11b	ENSMUSG00000091694
355	TMPRSS5	ENSG00000166682	Tmprss5	ENSMUSG00000032268
356	LDHC	ENSG00000166796	Ldhc	ENSMUSG00000030851
357	REG1A	ENSG00000115386	Reg2	ENSMUSG00000023140
358	REG1A	ENSG00000115386	Reg1	ENSMUSG00000059654
359	VN1R1	ENSG00000178201	Vmn1r238	ENSMUSG00000091539
360	AGXT2	ENSG00000113492	Agxt2	ENSMUSG00000089678
361	UNG	ENSG00000076248	Ung	ENSMUSG00000029591
362	ETAA1	ENSG00000143971	Etaa1	ENSMUSG00000016984
363	PPIH	ENSG00000171960	Ppih	ENSMUSG00000060288
364	CKMT1A	ENSG00000223572	Ckmt1	ENSMUSG00000000308
365	TEC	ENSG00000135605	Tec	ENSMUSG00000029217
366	APOL3	ENSG00000128284	Apol11b	ENSMUSG00000091694
367	IFITM10	ENSG00000244242	Ifitm10	ENSMUSG00000045777
368	OR52E2	ENSG00000176787	Olfr589	ENSMUSG00000051362
369	PSG9	ENSG00000183668	Ceacam1	ENSMUSG00000074272
370	NLRP12	ENSG00000142405	Nlrp12	ENSMUSG00000078817
371	ALDH1B1	ENSG00000137124	Aldh1b1	ENSMUSG00000035561
372	NFKBID	ENSG00000167604	Nfkbid	ENSMUSG00000036931
373	TSHZ3	ENSG00000121297	Tshz3	ENSMUSG00000021217
374	IGF2BP3	ENSG00000136231	Igf2bp3	ENSMUSG00000029814
375	RFX6	ENSG00000185002	Rfx6	ENSMUSG00000019900
376	ZNF358	ENSG00000198816	Zfp358	ENSMUSG00000047264
377	RTL8C	ENSG00000134590	Rtl8c	ENSMUSG00000051851
378	RTL8C	ENSG00000134590	Rtl8a	ENSMUSG00000067925
379	RTL8C	ENSG00000134590	Rtl8b	ENSMUSG00000067924
380	HAS2	ENSG00000170961	Has2	ENSMUSG00000022367
381	MRPL15	ENSG00000137547	Mrpl15	ENSMUSG00000033845
382	SPATA6L	ENSG00000106686	4430402I18Rik	ENSMUSG00000064202
383	MBD3L1	ENSG00000170948	Mbd3l1	ENSMUSG00000038691
384	SOX17	ENSG00000164736	Sox17	ENSMUSG00000025902
385	HNF4G	ENSG00000164749	Hnf4g	ENSMUSG00000017688
386	PSG2	ENSG00000242221	Ceacam1	ENSMUSG00000074272
387	GLT8D2	ENSG00000120820	Glt8d2	ENSMUSG00000020251
388	OR14A2	ENSG00000241128	Olfr307	ENSMUSG00000055610
389	OR14A2	ENSG00000241128	Olfr305	ENSMUSG00000055571
390	OR14A2	ENSG00000241128	Olfr304	ENSMUSG00000062426
391	PEX11G	ENSG00000104883	Pex11g	ENSMUSG00000069633
392	STX5	ENSG00000162236	Stx5a	ENSMUSG00000010110
393	CEACAM5	ENSG00000105388	Ceacam1	ENSMUSG00000074272
394	RSPH6A	ENSG00000104941	Rsph6a	ENSMUSG00000040866
395	NFKBIZ	ENSG00000144802	Nfkbiz	ENSMUSG00000035356
396	CEACAM1	ENSG00000079385	Ceacam1	ENSMUSG00000074272
397	ZNF451	ENSG00000112200	Zfp451	ENSMUSG00000042197
