HGNC_symbol	HGNC_ensembl_gene_id	MGI_symbol	MGI_ensembl_gene_id
91	SSTR1	ENSG00000139874	Sstr1	ENSMUSG00000035431
92		ENSG00000268799	H3f3b	ENSMUSG00000016559
93	MAST2	ENSG00000086015	Mast2	ENSMUSG00000003810
94	ACTBL2	ENSG00000169067	Actbl2	ENSMUSG00000055194
95	FAM91A1	ENSG00000176853	Fam91a1	ENSMUSG00000037119
96	PRAMEF20	ENSG00000204478	Oog4	ENSMUSG00000047799
97	KCNQ5	ENSG00000185760	Kcnq5	ENSMUSG00000028033
98	PTPN11	ENSG00000179295	Ptpn11	ENSMUSG00000043733
99	OR7E24	ENSG00000237521	Olfr18	ENSMUSG00000066896
100	HMGN3	ENSG00000118418	Hmgn3	ENSMUSG00000066456
101	CHST9	ENSG00000154080	Chst9	ENSMUSG00000047161
102		ENSG00000269466	H3f3b	ENSMUSG00000016559
103	MRPL53	ENSG00000204822	Mrpl53	ENSMUSG00000030037
104	PRAMEF2	ENSG00000120952	Oog4	ENSMUSG00000047799
105	SPAG11B	ENSG00000164871	Spag11b	ENSMUSG00000059463
106	HCRT	ENSG00000161610	Hcrt	ENSMUSG00000045471
107	SYNGR3	ENSG00000127561	Syngr3	ENSMUSG00000007021
108	HCN2	ENSG00000099822	Hcn2	ENSMUSG00000020331
109	PRAMEF4	ENSG00000243073	Oog4	ENSMUSG00000047799
110	ESRP1	ENSG00000104413	Esrp1	ENSMUSG00000040728
111	MRGPRX3	ENSG00000179826	Mrgpra3	ENSMUSG00000078698
112	ATG5	ENSG00000057663	Atg5	ENSMUSG00000038160
113	RPL38	ENSG00000172809	Rpl38	ENSMUSG00000057322
114	CRH	ENSG00000147571	Crh	ENSMUSG00000049796
115	SEMA6A	ENSG00000092421	Sema6a	ENSMUSG00000019647
116	PRAMEF5	ENSG00000270601	Oog4	ENSMUSG00000047799
117	NDUFA6	ENSG00000184983	Ndufa6	ENSMUSG00000022450
118	SLFN12L	ENSG00000205045	Slfn4	ENSMUSG00000000204
119	H3F3C	ENSG00000188375	H3f3b	ENSMUSG00000016559
120	JMJD8	ENSG00000161999	Jmjd8	ENSMUSG00000025736
121	KIAA1217	ENSG00000120549	Etl4	ENSMUSG00000036617
122	FRG2B	ENSG00000225899	Frg2f1	ENSMUSG00000087385
123	PRAMEF27	ENSG00000274764	Oog4	ENSMUSG00000047799
124	CUL2	ENSG00000108094	Cul2	ENSMUSG00000024231
125	TBC1D24	ENSG00000162065	Tbc1d24	ENSMUSG00000036473
126	FPR3	ENSG00000187474	Fpr-rs4	ENSMUSG00000048062
127	HLA-A	ENSG00000206503	H2-Q5	ENSMUSG00000055413
128	PRAMEF7	ENSG00000204510	Oog4	ENSMUSG00000047799
129	SEC14L4	ENSG00000133488	Sec14l4	ENSMUSG00000019368
130	THOC2	ENSG00000125676	BC005561	ENSMUSG00000079065
131	HLA-F	ENSG00000204642	H2-Q5	ENSMUSG00000055413
132	KDM5A	ENSG00000073614	Kdm5a	ENSMUSG00000030180
133	ENO1	ENSG00000074800	Eno1	ENSMUSG00000063524
134	MRGPRX4	ENSG00000179817	Mrgpra3	ENSMUSG00000078698
135	TSBP1	ENSG00000204296	BC051142	ENSMUSG00000057246
136	MRGPRX2	ENSG00000183695	Mrgpra3	ENSMUSG00000078698
137	ATP5IF1	ENSG00000130770	Atpif1	ENSMUSG00000054428
138	LIN7B	ENSG00000104863	Lin7b	ENSMUSG00000003872
139	GALM	ENSG00000143891	Galm	ENSMUSG00000035473
140	NDUFA7	ENSG00000267855	Ndufa7	ENSMUSG00000041881
141	CALB1	ENSG00000104327	Calb1	ENSMUSG00000028222
142	FRG2	ENSG00000205097	Frg2f1	ENSMUSG00000087385
143	HLA-B	ENSG00000234745	H2-Q5	ENSMUSG00000055413
144	WDR73	ENSG00000177082	Wdr73	ENSMUSG00000025722
145	ZFP1	ENSG00000184517	Zfp1	ENSMUSG00000055835
146		ENSG00000262304	Shpk	ENSMUSG00000005951
147		ENSG00000265303	Smg8	ENSMUSG00000020495
148	NLK	ENSG00000087095	Nlk	ENSMUSG00000017376
149	FRG2C	ENSG00000172969	Frg2f1	ENSMUSG00000087385
150	ZMAT5	ENSG00000100319	Zmat5	ENSMUSG00000009076
151	INPP4A	ENSG00000040933	Inpp4a	ENSMUSG00000026113
152	TBP	ENSG00000112592	Tbp	ENSMUSG00000014767
153	GNB1L	ENSG00000185838	Gnb1l	ENSMUSG00000000884
154	MELTF	ENSG00000163975	Meltf	ENSMUSG00000022780
155	MCM10	ENSG00000065328	Mcm10	ENSMUSG00000026669
156	MRGPRX1	ENSG00000170255	Mrgpra3	ENSMUSG00000078698
157	SRGN	ENSG00000122862	Srgn	ENSMUSG00000020077
158	DEGS1	ENSG00000143753	Degs1	ENSMUSG00000038633
159	HLA-C	ENSG00000204525	H2-Q5	ENSMUSG00000055413
160	CETN1	ENSG00000177143	Cetn1	ENSMUSG00000050996
161	SMIM7	ENSG00000214046	Smim7	ENSMUSG00000044600
162	ART4	ENSG00000111339	Art4	ENSMUSG00000030217
163		ENSG00000260272	Tbc1d24	ENSMUSG00000036473
164	HLA-G	ENSG00000204632	H2-Q5	ENSMUSG00000055413
165	BMS1	ENSG00000165733	Bms1	ENSMUSG00000030138
166	CPT1C	ENSG00000169169	Cpt1c	ENSMUSG00000007783
167	JADE2	ENSG00000043143	Jade2	ENSMUSG00000020387
168	HLA-E	ENSG00000204592	H2-Q5	ENSMUSG00000055413
169	ANKS1A	ENSG00000064999	Anks1	ENSMUSG00000024219
170	C1RL	ENSG00000139178	C1rl	ENSMUSG00000038527
171	SLFN12	ENSG00000172123	Slfn4	ENSMUSG00000000204
172	SHPK	ENSG00000197417	Shpk	ENSMUSG00000005951
173	CABP7	ENSG00000100314	Cabp7	ENSMUSG00000009075
174	FOXN4	ENSG00000139445	Foxn4	ENSMUSG00000042002
175	TEX43	ENSG00000196900	Tex43	ENSMUSG00000032900
176	PRAMEF25	ENSG00000229571	Oog4	ENSMUSG00000047799
177	PRR32	ENSG00000183631	Prr32	ENSMUSG00000037086
178	PRAMEF8	ENSG00000182330	Oog4	ENSMUSG00000047799
179	BCL6	ENSG00000113916	Bcl6	ENSMUSG00000022508
180	PDCD2	ENSG00000071994	Pdcd2	ENSMUSG00000014771
181	SPAG11A	ENSG00000178287	Spag11b	ENSMUSG00000059463
182	PRAMEF33	ENSG00000237700	Oog4	ENSMUSG00000047799
183	PPFIA3	ENSG00000177380	Ppfia3	ENSMUSG00000003863
184	DDX59	ENSG00000118197	Ddx59	ENSMUSG00000026404
185	IRX3	ENSG00000177508	Irx3	ENSMUSG00000031734
186	FBXO28	ENSG00000143756	Fbxo28	ENSMUSG00000047539
187	FASLG	ENSG00000117560	Fasl	ENSMUSG00000000817
188	C4B	ENSG00000224389	C4b	ENSMUSG00000073418
189	RER1	ENSG00000157916	Rer1	ENSMUSG00000029048
190	MSMO1	ENSG00000052802	Msmo1	ENSMUSG00000031604
191	PRAMEF10	ENSG00000187545	Oog4	ENSMUSG00000047799
192	PRAMEF10	ENSG00000187545	Gm13043	ENSMUSG00000095409
193	PRAMEF10	ENSG00000187545	Gm13040	ENSMUSG00000070616
194	PRAMEF10	ENSG00000187545	Gm13057	ENSMUSG00000096154
195	PRKCG	ENSG00000126583	Prkcg	ENSMUSG00000078816
196	SPATA6	ENSG00000132122	Spata6	ENSMUSG00000034401
197	SNTG2	ENSG00000172554	Sntg2	ENSMUSG00000020672
198	MAZ	ENSG00000103495	Maz	ENSMUSG00000030678
199	SHANK1	ENSG00000161681	Shank1	ENSMUSG00000038738
200	RSPRY1	ENSG00000159579	Rspry1	ENSMUSG00000050079
201	PRAMEF4	ENSG00000243073	Gm13043	ENSMUSG00000095409
202	PRAMEF4	ENSG00000243073	Gm13040	ENSMUSG00000070616
203	PRAMEF4	ENSG00000243073	Gm13057	ENSMUSG00000096154
204	CTRB1	ENSG00000168925	Ctrb1	ENSMUSG00000031957
205	MAN1A2	ENSG00000198162	Man1a2	ENSMUSG00000008763
206	HOXA2	ENSG00000105996	Hoxa2	ENSMUSG00000014704
207	MDFI	ENSG00000112559	Mdfi	ENSMUSG00000032717
208	AMOTL2	ENSG00000114019	Amotl2	ENSMUSG00000032531
209	NKD1	ENSG00000140807	Nkd1	ENSMUSG00000031661
210	HOXA6	ENSG00000106006	Hoxa6	ENSMUSG00000043219
211	MRPS33	ENSG00000090263	Mrps33	ENSMUSG00000029918
212	LTBP1	ENSG00000049323	Ltbp1	ENSMUSG00000001870
213	PRAMEF27	ENSG00000274764	Gm13043	ENSMUSG00000095409
214	PRAMEF27	ENSG00000274764	Gm13040	ENSMUSG00000070616
215	PRAMEF27	ENSG00000274764	Gm13057	ENSMUSG00000096154
216	MYADM	ENSG00000179820	Myadm	ENSMUSG00000068566
217	THAP7	ENSG00000184436	Thap7	ENSMUSG00000022760
218	INTS13	ENSG00000064102	Ints13	ENSMUSG00000040250
219	PRAMEF11	ENSG00000239810	Oog4	ENSMUSG00000047799
220	PRAMEF11	ENSG00000239810	Gm13043	ENSMUSG00000095409
221	PRAMEF11	ENSG00000239810	Gm13040	ENSMUSG00000070616
222	PRAMEF11	ENSG00000239810	Gm13057	ENSMUSG00000096154
223	HOXA3	ENSG00000105997	Hoxa3	ENSMUSG00000079560
224	FAM192A	ENSG00000172775	Fam192a	ENSMUSG00000031774
225	ASB15	ENSG00000146809	Asb15	ENSMUSG00000029685
226	HLA-A	ENSG00000206503	H2-M9	ENSMUSG00000067201
227	NCKAP5	ENSG00000176771	Nckap5	ENSMUSG00000049690
228	TLR9	ENSG00000239732	Tlr9	ENSMUSG00000045322
229	NLRP12	ENSG00000142405	Nlrp12	ENSMUSG00000078817
230	ZIK1	ENSG00000171649	Zik1	ENSMUSG00000030393
231	OR5P3	ENSG00000182334	Olfr480	ENSMUSG00000063120
232		ENSG00000267228	Ier3ip1	ENSMUSG00000090000
233	NOS1AP	ENSG00000198929	Nos1ap	ENSMUSG00000038473
234	CLIC5	ENSG00000112782	Clic5	ENSMUSG00000023959
235	DEFB103A	ENSG00000176797	Defb14	ENSMUSG00000046354
236	PRAMEF9	ENSG00000204505	Oog4	ENSMUSG00000047799
237	PRAMEF9	ENSG00000204505	Gm13043	ENSMUSG00000095409
238	PRAMEF9	ENSG00000204505	Gm13040	ENSMUSG00000070616
239	PRAMEF9	ENSG00000204505	Gm13057	ENSMUSG00000096154
240	PRAMEF18	ENSG00000279804	Oog4	ENSMUSG00000047799
241	PRAMEF18	ENSG00000279804	Gm13043	ENSMUSG00000095409
242	PRAMEF18	ENSG00000279804	Gm13040	ENSMUSG00000070616
243	PRAMEF18	ENSG00000279804	Gm13057	ENSMUSG00000096154
244	GRB14	ENSG00000115290	Grb14	ENSMUSG00000026888
245	LRAT	ENSG00000121207	Lrat	ENSMUSG00000028003
246	RRP15	ENSG00000067533	Rrp15	ENSMUSG00000001305
247	RPS6KB2	ENSG00000175634	Rps6kb2	ENSMUSG00000024830
248		ENSG00000173366	Tlr9	ENSMUSG00000045322
249	PACSIN1	ENSG00000124507	Pacsin1	ENSMUSG00000040276
250	RGS17	ENSG00000091844	Rgs17	ENSMUSG00000019775
251	PHF5A	ENSG00000100410	Phf5a	ENSMUSG00000061360
252	MRPL2	ENSG00000112651	Mrpl2	ENSMUSG00000002767
253	PIPOX	ENSG00000179761	Pipox	ENSMUSG00000017453
254	HLA-C	ENSG00000204525	H2-M9	ENSMUSG00000067201
255	CNTN2	ENSG00000184144	Cntn2	ENSMUSG00000053024
256	SOWAHB	ENSG00000186212	Sowahb	ENSMUSG00000045314
257	HLA-G	ENSG00000204632	H2-M9	ENSMUSG00000067201
258	PRAMEF13	ENSG00000279169	Oog4	ENSMUSG00000047799
259	PRAMEF13	ENSG00000279169	Gm13043	ENSMUSG00000095409
260	PRAMEF13	ENSG00000279169	Gm13040	ENSMUSG00000070616
261	PRAMEF13	ENSG00000279169	Gm13057	ENSMUSG00000096154
262	PRAMEF8	ENSG00000182330	Gm13043	ENSMUSG00000095409
263	PRAMEF8	ENSG00000182330	Gm13040	ENSMUSG00000070616
264	PRAMEF8	ENSG00000182330	Gm13057	ENSMUSG00000096154
265	GTPBP4	ENSG00000107937	Gtpbp4	ENSMUSG00000021149
266	GRAMD1C	ENSG00000178075	Gramd1c	ENSMUSG00000036292
267	SGCA	ENSG00000108823	Sgca	ENSMUSG00000001508
268	TMC3	ENSG00000188869	Tmc3	ENSMUSG00000038540
269	PRAMEF33	ENSG00000237700	Gm13043	ENSMUSG00000095409
270	PRAMEF33	ENSG00000237700	Gm13040	ENSMUSG00000070616
271	PRAMEF33	ENSG00000237700	Gm13057	ENSMUSG00000096154
272	FAM161B	ENSG00000156050	Fam161b	ENSMUSG00000021234
273	PIDD1	ENSG00000177595	Pidd1	ENSMUSG00000025507
274	OR5P2	ENSG00000183303	Olfr478	ENSMUSG00000094426
275	OR5P2	ENSG00000183303	Olfr482	ENSMUSG00000059031
276	PRAMEF17	ENSG00000204479	Oog4	ENSMUSG00000047799
277	PRAMEF17	ENSG00000204479	Gm13043	ENSMUSG00000095409
278	PRAMEF17	ENSG00000204479	Gm13040	ENSMUSG00000070616
279	PRAMEF17	ENSG00000204479	Gm13057	ENSMUSG00000096154
280	PTPRCAP	ENSG00000213402	Ptprcap	ENSMUSG00000045826
281	PRAMEF20	ENSG00000204478	Gm13043	ENSMUSG00000095409
282	PRAMEF20	ENSG00000204478	Gm13040	ENSMUSG00000070616
283	PRAMEF20	ENSG00000204478	Gm13057	ENSMUSG00000096154
284	TMEM38A	ENSG00000072954	Tmem38a	ENSMUSG00000031791
285	DEFB103B	ENSG00000177243	Defb14	ENSMUSG00000046354
286	C19orf81	ENSG00000235034	1700008O03Rik	ENSMUSG00000008028
287	ABCD3	ENSG00000117528	Abcd3	ENSMUSG00000028127
288	PRAMEF2	ENSG00000120952	Gm13043	ENSMUSG00000095409
289	PRAMEF2	ENSG00000120952	Gm13040	ENSMUSG00000070616
290	PRAMEF2	ENSG00000120952	Gm13057	ENSMUSG00000096154
291	CCDC77	ENSG00000120647	Ccdc77	ENSMUSG00000030177
292	PRAMEF6	ENSG00000232423	Oog4	ENSMUSG00000047799
293	PRAMEF6	ENSG00000232423	Gm13043	ENSMUSG00000095409
294	PRAMEF6	ENSG00000232423	Gm13040	ENSMUSG00000070616
295	PRAMEF6	ENSG00000232423	Gm13057	ENSMUSG00000096154
296	RFPL4AL1	ENSG00000229292	Rfpl4	ENSMUSG00000035191
297	CCR4	ENSG00000183813	Ccr4	ENSMUSG00000047898
298	ALDH3A2	ENSG00000072210	Aldh3a2	ENSMUSG00000010025
299	GDPD3	ENSG00000102886	Gdpd3	ENSMUSG00000030703
300	RFPL4A	ENSG00000223638	Rfpl4	ENSMUSG00000035191
301	SERPINB1	ENSG00000021355	Serpinb1c	ENSMUSG00000079049
302	GPR135	ENSG00000181619	Gpr135	ENSMUSG00000043398
303	CLEC14A	ENSG00000176435	Clec14a	ENSMUSG00000045930
304	PRAMEF1	ENSG00000116721	Oog4	ENSMUSG00000047799
305	PRAMEF1	ENSG00000116721	Gm13043	ENSMUSG00000095409
306	PRAMEF1	ENSG00000116721	Gm13040	ENSMUSG00000070616
307	PRAMEF1	ENSG00000116721	Gm13057	ENSMUSG00000096154
308	PTGR1	ENSG00000106853	Ptgr1	ENSMUSG00000028378
309	MFSD4B	ENSG00000173214	Mfsd4b1	ENSMUSG00000038522
310	HDHD2	ENSG00000167220	Hdhd2	ENSMUSG00000025421
311	C4A	ENSG00000244731	C4b	ENSMUSG00000073418
312	MAB21L1	ENSG00000180660	Mab21l1	ENSMUSG00000056947
313	PRAMEF5	ENSG00000270601	Gm13043	ENSMUSG00000095409
314	PRAMEF5	ENSG00000270601	Gm13040	ENSMUSG00000070616
315	PRAMEF5	ENSG00000270601	Gm13057	ENSMUSG00000096154
316	HLA-F	ENSG00000204642	H2-M9	ENSMUSG00000067201
317	RAB11FIP2	ENSG00000107560	Rab11fip2	ENSMUSG00000040022
318	ZNF606	ENSG00000166704	Zfp606	ENSMUSG00000030386
319	SYT3	ENSG00000213023	Syt3	ENSMUSG00000030731
320	CSAD	ENSG00000139631	Csad	ENSMUSG00000023044
321	NDUFA8	ENSG00000119421	Ndufa8	ENSMUSG00000026895
322	MECOM	ENSG00000085276	Mecom	ENSMUSG00000027684
323	SYVN1	ENSG00000162298	Syvn1	ENSMUSG00000024807
324	PRAMEF7	ENSG00000204510	Gm13043	ENSMUSG00000095409
325	PRAMEF7	ENSG00000204510	Gm13040	ENSMUSG00000070616
326	PRAMEF7	ENSG00000204510	Gm13057	ENSMUSG00000096154
327	PXN	ENSG00000089159	Pxn	ENSMUSG00000029528
328	SOX14	ENSG00000168875	Sox14	ENSMUSG00000053747
329	HLA-B	ENSG00000234745	H2-M9	ENSMUSG00000067201
330	SPATA46	ENSG00000171722	Spata46	ENSMUSG00000042800
331	SEC23A	ENSG00000100934	Sec23a	ENSMUSG00000020986
332	BCAR1	ENSG00000050820	Bcar1	ENSMUSG00000031955
333	DUSP14	ENSG00000276023	Dusp14	ENSMUSG00000018648
334	HOXA4	ENSG00000197576	Hoxa4	ENSMUSG00000000942
335	PRAMEF26	ENSG00000280267	Oog4	ENSMUSG00000047799
336	PRAMEF26	ENSG00000280267	Gm13043	ENSMUSG00000095409
337	PRAMEF26	ENSG00000280267	Gm13040	ENSMUSG00000070616
338	PRAMEF26	ENSG00000280267	Gm13057	ENSMUSG00000096154
339	CRHR2	ENSG00000106113	Crhr2	ENSMUSG00000003476
340	FGG	ENSG00000171557	Fgg	ENSMUSG00000033860
341	ACTRT1	ENSG00000123165	Actrt1	ENSMUSG00000046615
342	HOXA5	ENSG00000106004	Hoxa5	ENSMUSG00000038253
343	PRAMEF19	ENSG00000204480	Oog4	ENSMUSG00000047799
344	PRAMEF19	ENSG00000204480	Gm13043	ENSMUSG00000095409
345	PRAMEF19	ENSG00000204480	Gm13040	ENSMUSG00000070616
346	PRAMEF19	ENSG00000204480	Gm13057	ENSMUSG00000096154
347	VN1R4	ENSG00000228567	Vmn1r68	ENSMUSG00000047031
348	COQ6	ENSG00000119723	Coq6	ENSMUSG00000021235
349	MET	ENSG00000105976	Met	ENSMUSG00000009376
350	TFAP2E	ENSG00000116819	Tfap2e	ENSMUSG00000042477
351	SMG9	ENSG00000105771	Smg9	ENSMUSG00000002210
352	CHCHD6	ENSG00000159685	Chchd6	ENSMUSG00000030086
353	GK5	ENSG00000175066	Gk5	ENSMUSG00000041440
354	PRAMEF12	ENSG00000116726	Oog4	ENSMUSG00000047799
355	PRAMEF12	ENSG00000116726	Gm13043	ENSMUSG00000095409
356	PRAMEF12	ENSG00000116726	Gm13040	ENSMUSG00000070616
357	PRAMEF12	ENSG00000116726	Gm13057	ENSMUSG00000096154
358	CTRB2	ENSG00000168928	Ctrb1	ENSMUSG00000031957
359	MORN5	ENSG00000185681	Morn5	ENSMUSG00000026894
360	PRAMEF15	ENSG00000204501	Oog4	ENSMUSG00000047799
361	PRAMEF15	ENSG00000204501	Gm13043	ENSMUSG00000095409
362	PRAMEF15	ENSG00000204501	Gm13040	ENSMUSG00000070616
363	PRAMEF15	ENSG00000204501	Gm13057	ENSMUSG00000096154
364	HOXA7	ENSG00000122592	Hoxa7	ENSMUSG00000038236
365	HLA-E	ENSG00000204592	H2-M9	ENSMUSG00000067201
366	KLHL6	ENSG00000172578	Klhl6	ENSMUSG00000043008
367	PRAMEF14	ENSG00000204481	Oog4	ENSMUSG00000047799
368	PRAMEF14	ENSG00000204481	Gm13043	ENSMUSG00000095409
369	PRAMEF14	ENSG00000204481	Gm13040	ENSMUSG00000070616
370	PRAMEF14	ENSG00000204481	Gm13057	ENSMUSG00000096154
371	FGFR1OP2	ENSG00000111790	Fgfr1op2	ENSMUSG00000040242
372	NBEA	ENSG00000172915	Nbea	ENSMUSG00000027799
373	SNRPC	ENSG00000124562	Snrpc	ENSMUSG00000024217
374	KIAA1324L	ENSG00000164659	9330182L06Rik	ENSMUSG00000056004
375	GHDC	ENSG00000167925	Ghdc	ENSMUSG00000017747
376	TRMU	ENSG00000100416	Trmu	ENSMUSG00000022386
377	L3HYPDH	ENSG00000126790	L3hypdh	ENSMUSG00000019718
378	IER3IP1	ENSG00000134049	Ier3ip1	ENSMUSG00000090000
379	AEBP2	ENSG00000139154	Aebp2	ENSMUSG00000030232
380	OR9I1	ENSG00000172377	Olfr1505	ENSMUSG00000062314
381	PRAMEF25	ENSG00000229571	Gm13043	ENSMUSG00000095409
382	PRAMEF25	ENSG00000229571	Gm13040	ENSMUSG00000070616
383	PRAMEF25	ENSG00000229571	Gm13057	ENSMUSG00000096154
384	CNTNAP1	ENSG00000108797	Cntnap1	ENSMUSG00000017167
385	C17orf49	ENSG00000258315	0610010K14Rik	ENSMUSG00000020831
386	RWDD2A	ENSG00000013392	Rwdd2a	ENSMUSG00000032417
387	CFDP1	ENSG00000153774	Cfdp1	ENSMUSG00000031954
388	EXOSC8	ENSG00000120699	Exosc8	ENSMUSG00000027752
389	PRAMEF9	ENSG00000204505	BC080695	ENSMUSG00000070618
390	PRAMEF9	ENSG00000204505	Gm13083	ENSMUSG00000066688
391	PRAMEF9	ENSG00000204505	Gm13088	ENSMUSG00000078513
392	PRAMEF9	ENSG00000204505	Gm13089	ENSMUSG00000070617
